Source,Target,Type,Id,Label,timeset,Weight
2,64,Directed,17149,,,0.104278
2,59,Directed,17146,,,0.045455
2,55,Directed,17143,,,0.045455
2,54,Directed,17142,,,0.445455
2,53,Directed,17141,,,0.254011
2,47,Directed,17140,,,0.142857
2,44,Directed,17138,,,0.045455
2,42,Directed,17137,,,0.058824
2,41,Directed,17136,,,0.058824
2,34,Directed,17134,,,0.142857
2,32,Directed,17133,,,0.233766
2,31,Directed,17132,,,0.201681
2,30,Directed,17131,,,0.163102
2,29,Directed,17130,,,0.396868
2,26,Directed,17129,,,0.058824
2,23,Directed,17127,,,0.660504
2,21,Directed,17125,,,0.188312
2,20,Directed,17124,,,0.195187
2,19,Directed,17123,,,0.254011
2,18,Directed,17122,,,0.058824
2,17,Directed,17121,,,0.058824
2,15,Directed,17120,,,0.260504
2,11,Directed,17117,,,0.396868
2,10,Directed,17116,,,0.308824
2,9,Directed,17115,,,0.136364
2,8,Directed,17114,,,0.247135
2,7,Directed,17113,,,0.045455
2,6,Directed,17112,,,0.549733
2,4,Directed,17110,,,0.595187
2,3,Directed,17109,,,0.705959
64,2,Directed,19836,,,0.104278
59,2,Directed,19712,,,0.045455
55,2,Directed,19598,,,0.045455
54,2,Directed,19574,,,0.245455
53,2,Directed,19510,,,0.312834
47,2,Directed,19358,,,0.142857
44,2,Directed,19237,,,0.090909
42,2,Directed,19178,,,0.058824
41,2,Directed,19140,,,0.058824
34,2,Directed,18809,,,0.142857
32,2,Directed,18717,,,0.233766
31,2,Directed,18671,,,0.201681
30,2,Directed,18606,,,0.339572
29,2,Directed,18540,,,0.755157
26,2,Directed,18426,,,0.058824
23,2,Directed,18262,,,0.947899
21,2,Directed,18143,,,0.188312
20,2,Directed,18075,,,0.467914
19,2,Directed,18004,,,0.639037
18,2,Directed,17954,,,0.058824
17,2,Directed,17909,,,0.058824
15,2,Directed,17815,,,0.495798
11,2,Directed,17631,,,0.559969
10,2,Directed,17578,,,0.367647
9,2,Directed,17513,,,0.136364
8,2,Directed,17450,,,0.29259
7,2,Directed,17396,,,0.045455
6,2,Directed,17334,,,0.408556
4,2,Directed,17221,,,0.486096
3,2,Directed,17152,,,1.144996
3,64,Directed,17212,,,2.03463
3,61,Directed,17210,,,0.904837
3,60,Directed,17209,,,0.188034
3,59,Directed,17208,,,0.684492
3,55,Directed,17204,,,0.272727
3,54,Directed,17203,,,0.472727
3,53,Directed,17202,,,3.152171
3,51,Directed,17200,,,0.090909
3,50,Directed,17199,,,0.130435
3,49,Directed,17198,,,0.578947
3,48,Directed,17197,,,0.076923
3,47,Directed,17196,,,0.411765
3,45,Directed,17194,,,2.058575
3,44,Directed,17193,,,0.454545
3,42,Directed,17191,,,0.352941
3,41,Directed,17190,,,0.555573
3,40,Directed,17189,,,0.932254
3,39,Directed,17188,,,1.646188
3,38,Directed,17187,,,1.275731
3,37,Directed,17186,,,0.40404
3,36,Directed,17185,,,2.26858
3,34,Directed,17183,,,1.662409
3,33,Directed,17182,,,0.463131
3,32,Directed,17181,,,1.566235
3,31,Directed,17180,,,1.521982
3,30,Directed,17179,,,3.298662
3,29,Directed,17178,,,3.454645
3,28,Directed,17177,,,0.836619
3,27,Directed,17176,,,0.182186
3,26,Directed,17175,,,1.212627
3,23,Directed,17172,,,2.281543
3,21,Directed,17170,,,2.143262
3,20,Directed,17169,,,3.216794
3,19,Directed,17168,,,4.704425
3,18,Directed,17167,,,1.783415
3,17,Directed,17166,,,1.258976
3,15,Directed,17164,,,3.113622
3,14,Directed,17163,,,0.278846
3,11,Directed,17160,,,3.263801
3,10,Directed,17159,,,2.093782
3,9,Directed,17158,,,2.634293
3,8,Directed,17157,,,2.75926
3,7,Directed,17156,,,1.311184
3,6,Directed,17155,,,2.693742
3,4,Directed,17153,,,2.404773
64,3,Directed,19837,,,0.587299
61,3,Directed,19768,,,0.250653
60,3,Directed,19743,,,0.264957
59,3,Directed,19713,,,0.104278
55,3,Directed,19599,,,0.045455
54,3,Directed,19575,,,0.245455
53,3,Directed,19511,,,1.921029
51,3,Directed,19453,,,0.045455
50,3,Directed,19429,,,0.043478
49,3,Directed,19410,,,0.052632
48,3,Directed,19384,,,0.076923
47,3,Directed,19359,,,0.058824
45,3,Directed,19276,,,1.198235
44,3,Directed,19238,,,0.181818
42,3,Directed,19179,,,0.058824
41,3,Directed,19141,,,0.220279
40,3,Directed,19092,,,0.298753
39,3,Directed,19053,,,0.681137
38,3,Directed,19011,,,0.300487
37,3,Directed,18976,,,0.173401
36,3,Directed,18920,,,1.016562
34,3,Directed,18810,,,0.824795
33,3,Directed,18775,,,0.132492
32,3,Directed,18718,,,0.844494
31,3,Directed,18672,,,0.856501
30,3,Directed,18607,,,1.375431
29,3,Directed,18541,,,2.168824
28,3,Directed,18497,,,0.303755
27,3,Directed,18471,,,0.129555
26,3,Directed,18427,,,0.756289
23,3,Directed,18263,,,2.02467
21,3,Directed,18144,,,1.508665
20,3,Directed,18076,,,2.26898
19,3,Directed,18005,,,6.229602
18,3,Directed,17955,,,0.501853
17,3,Directed,17910,,,0.293354
15,3,Directed,17816,,,3.274269
14,3,Directed,17788,,,0.278846
11,3,Directed,17632,,,2.226511
10,3,Directed,17579,,,1.231394
9,3,Directed,17514,,,1.157481
8,3,Directed,17451,,,1.33901
7,3,Directed,17397,,,0.505102
6,3,Directed,17335,,,1.180596
4,3,Directed,17222,,,1.08859
4,64,Directed,17276,,,0.542481
4,61,Directed,17274,,,0.043478
4,59,Directed,17273,,,0.136364
4,55,Directed,17269,,,0.136364
4,54,Directed,17268,,,0.336364
4,53,Directed,17267,,,0.576868
4,50,Directed,17266,,,0.043478
4,48,Directed,17265,,,0.111111
4,45,Directed,17263,,,0.278601
4,44,Directed,17262,,,0.181818
4,42,Directed,17260,,,0.117647
4,41,Directed,17259,,,0.217647
4,40,Directed,17258,,,0.237081
4,39,Directed,17257,,,0.102302
4,38,Directed,17256,,,0.189669
4,37,Directed,17255,,,0.037037
4,36,Directed,17254,,,0.415772
4,34,Directed,17252,,,0.518928
4,33,Directed,17251,,,0.182492
4,32,Directed,17250,,,0.545423
4,31,Directed,17249,,,0.148492
4,30,Directed,17248,,,0.601553
4,29,Directed,17247,,,0.63339
4,28,Directed,17246,,,0.137037
4,27,Directed,17245,,,0.052632
4,26,Directed,17244,,,0.313933
4,23,Directed,17241,,,0.609793
4,21,Directed,17239,,,0.494768
4,20,Directed,17238,,,0.642199
4,19,Directed,17237,,,1.024434
4,18,Directed,17236,,,0.170279
4,17,Directed,17235,,,0.058824
4,15,Directed,17233,,,0.649013
4,14,Directed,17232,,,0.125
4,11,Directed,17229,,,0.540567
4,10,Directed,17228,,,0.359603
4,9,Directed,17227,,,0.768507
4,8,Directed,17226,,,0.657612
4,7,Directed,17225,,,0.269511
4,6,Directed,17224,,,0.781491
64,4,Directed,19838,,,0.460395
61,4,Directed,19769,,,0.043478
59,4,Directed,19714,,,0.045455
55,4,Directed,19600,,,0.045455
54,4,Directed,19576,,,0.245455
53,4,Directed,19512,,,0.841995
50,4,Directed,19430,,,0.043478
48,4,Directed,19385,,,0.111111
45,4,Directed,19277,,,0.486496
44,4,Directed,19239,,,0.136364
42,4,Directed,19180,,,0.117647
41,4,Directed,19142,,,0.167647
40,4,Directed,19093,,,0.274118
39,4,Directed,19054,,,0.219949
38,4,Directed,19012,,,0.139669
37,4,Directed,18977,,,0.037037
36,4,Directed,18921,,,0.643073
34,4,Directed,18811,,,0.468928
33,4,Directed,18776,,,0.132492
32,4,Directed,18719,,,0.627915
31,4,Directed,18673,,,0.467263
30,4,Directed,18608,,,0.661032
29,4,Directed,18542,,,0.783122
28,4,Directed,18498,,,0.087037
27,4,Directed,18472,,,0.052632
26,4,Directed,18428,,,0.307411
23,4,Directed,18264,,,0.868617
21,4,Directed,18145,,,0.558448
20,4,Directed,18077,,,0.947628
19,4,Directed,18006,,,3.124321
18,4,Directed,17956,,,0.170279
17,4,Directed,17911,,,0.058824
15,4,Directed,17817,,,1.740097
14,4,Directed,17789,,,0.125
11,4,Directed,17633,,,0.767443
10,4,Directed,17580,,,0.309603
9,4,Directed,17515,,,0.810009
8,4,Directed,17452,,,0.81189
7,4,Directed,17398,,,0.178601
6,4,Directed,17336,,,0.902814
6,64,Directed,17389,,,0.612163
6,61,Directed,17386,,,0.388016
6,59,Directed,17385,,,0.058824
6,54,Directed,17381,,,0.2
6,53,Directed,17380,,,0.727207
6,50,Directed,17379,,,0.043478
6,49,Directed,17378,,,0.052632
6,48,Directed,17377,,,0.253968
6,47,Directed,17376,,,0.058824
6,45,Directed,17374,,,0.201124
6,42,Directed,17372,,,0.117647
6,41,Directed,17371,,,0.235294
6,40,Directed,17370,,,0.25045
6,39,Directed,17369,,,0.111455
6,38,Directed,17368,,,0.197856
6,37,Directed,17367,,,0.037037
6,36,Directed,17366,,,0.497526
6,34,Directed,17364,,,0.302738
6,33,Directed,17363,,,0.037037
6,32,Directed,17362,,,0.85858
6,31,Directed,17361,,,0.43315
6,30,Directed,17360,,,0.836659
6,29,Directed,17359,,,0.906433
6,28,Directed,17358,,,0.172784
6,27,Directed,17357,,,0.052632
6,26,Directed,17356,,,0.353758
6,23,Directed,17353,,,0.987877
6,21,Directed,17351,,,0.614418
6,20,Directed,17350,,,1.1109
6,19,Directed,17349,,,1.520044
6,18,Directed,17348,,,0.480146
6,17,Directed,17347,,,0.260504
6,15,Directed,17345,,,0.897464
6,11,Directed,17342,,,0.919428
6,10,Directed,17341,,,0.764041
6,9,Directed,17340,,,0.73919
6,8,Directed,17339,,,0.610677
6,7,Directed,17338,,,0.459603
64,6,Directed,19840,,,0.549663
61,6,Directed,19771,,,0.245159
59,6,Directed,19715,,,0.058824
54,6,Directed,19577,,,0.2
53,6,Directed,19514,,,1.367988
50,6,Directed,19431,,,0.043478
49,6,Directed,19411,,,0.052632
48,6,Directed,19387,,,0.18254
47,6,Directed,19361,,,0.058824
45,6,Directed,19279,,,0.588121
42,6,Directed,19181,,,0.058824
41,6,Directed,19143,,,0.117647
40,6,Directed,19095,,,0.287487
39,6,Directed,19056,,,0.170279
38,6,Directed,19014,,,0.197856
37,6,Directed,18979,,,0.037037
36,6,Directed,18923,,,0.560026
34,6,Directed,18813,,,0.302738
33,6,Directed,18778,,,0.037037
32,6,Directed,18721,,,0.872799
31,6,Directed,18675,,,0.742461
30,6,Directed,18610,,,0.873009
29,6,Directed,18544,,,1.265374
28,6,Directed,18500,,,0.172784
27,6,Directed,18473,,,0.052632
26,6,Directed,18430,,,0.406046
23,6,Directed,18266,,,1.111593
21,6,Directed,18147,,,0.79795
20,6,Directed,18079,,,1.675538
19,6,Directed,18008,,,3.90957
18,6,Directed,17958,,,0.40545
17,6,Directed,17913,,,0.189076
15,6,Directed,17819,,,1.289679
11,6,Directed,17635,,,1.65329
10,6,Directed,17582,,,0.797532
9,6,Directed,17517,,,0.652416
8,6,Directed,17454,,,0.64429
7,6,Directed,17400,,,0.570714
7,64,Directed,17443,,,0.371424
7,59,Directed,17442,,,0.045455
7,55,Directed,17439,,,0.045455
7,54,Directed,17438,,,0.045455
7,53,Directed,17437,,,0.230248
7,51,Directed,17435,,,0.045455
7,45,Directed,17433,,,0.237425
7,44,Directed,17432,,,0.090909
7,40,Directed,17431,,,0.037037
7,39,Directed,17430,,,0.102302
7,38,Directed,17429,,,0.089669
7,37,Directed,17428,,,0.082492
7,36,Directed,17427,,,0.139339
7,34,Directed,17425,,,0.348192
7,33,Directed,17424,,,0.037037
7,32,Directed,17423,,,0.378601
7,31,Directed,17422,,,0.089669
7,30,Directed,17421,,,0.42261
7,29,Directed,17420,,,0.230248
7,28,Directed,17419,,,0.037037
7,27,Directed,17418,,,0.052632
7,26,Directed,17417,,,0.311155
7,23,Directed,17414,,,0.504714
7,21,Directed,17412,,,0.171424
7,20,Directed,17411,,,0.18677
7,19,Directed,17410,,,0.505102
7,18,Directed,17409,,,0.052632
7,17,Directed,17408,,,0.104278
7,15,Directed,17407,,,0.200388
7,11,Directed,17404,,,0.135123
7,10,Directed,17403,,,0.089669
7,9,Directed,17402,,,0.311155
7,8,Directed,17401,,,0.282879
64,7,Directed,19841,,,0.371424
59,7,Directed,19716,,,0.045455
55,7,Directed,19601,,,0.045455
54,7,Directed,19578,,,0.045455
53,7,Directed,19515,,,0.525761
51,7,Directed,19455,,,0.045455
45,7,Directed,19280,,,0.57179
44,7,Directed,19241,,,0.136364
40,7,Directed,19096,,,0.074074
39,7,Directed,19057,,,0.161125
38,7,Directed,19015,,,0.089669
37,7,Directed,18980,,,0.082492
36,7,Directed,18924,,,0.182817
34,7,Directed,18814,,,0.282535
33,7,Directed,18779,,,0.037037
32,7,Directed,18722,,,0.415638
31,7,Directed,18676,,,0.231969
30,7,Directed,18611,,,0.407609
29,7,Directed,18545,,,0.379981
28,7,Directed,18501,,,0.037037
27,7,Directed,18474,,,0.052632
26,7,Directed,18431,,,0.400088
23,7,Directed,18267,,,0.550168
21,7,Directed,18148,,,0.371468
20,7,Directed,18080,,,0.538522
19,7,Directed,18009,,,1.282897
18,7,Directed,17959,,,0.052632
17,7,Directed,17914,,,0.104278
15,7,Directed,17820,,,0.565536
11,7,Directed,17636,,,0.217615
10,7,Directed,17583,,,0.089669
9,7,Directed,17518,,,0.243522
8,7,Directed,17455,,,0.595714
8,64,Directed,17506,,,0.770622
8,61,Directed,17505,,,0.201681
8,60,Directed,17504,,,0.076923
8,59,Directed,17503,,,0.149733
8,55,Directed,17500,,,0.090909
8,54,Directed,17499,,,0.090909
8,53,Directed,17498,,,0.868521
8,51,Directed,17496,,,0.136364
8,48,Directed,17495,,,0.18254
8,47,Directed,17494,,,0.058824
8,45,Directed,17492,,,0.791168
8,44,Directed,17491,,,0.363636
8,42,Directed,17489,,,0.176471
8,41,Directed,17488,,,0.267647
8,40,Directed,17487,,,0.232224
8,39,Directed,17486,,,0.278772
8,38,Directed,17485,,,0.239669
8,37,Directed,17484,,,0.173401
8,36,Directed,17483,,,0.612429
8,34,Directed,17481,,,0.575212
8,33,Directed,17480,,,0.323401
8,32,Directed,17479,,,0.560636
8,31,Directed,17478,,,0.350173
8,30,Directed,17477,,,0.915852
8,29,Directed,17476,,,1.427252
8,28,Directed,17475,,,0.245861
8,27,Directed,17474,,,0.052632
8,26,Directed,17473,,,0.466206
8,23,Directed,17470,,,0.99362
8,21,Directed,17468,,,0.775043
8,20,Directed,17467,,,1.376663
8,19,Directed,17466,,,1.448263
8,18,Directed,17465,,,0.359354
8,17,Directed,17464,,,0.560733
8,15,Directed,17462,,,1.203711
8,14,Directed,17461,,,0.208333
8,11,Directed,17458,,,1.635526
8,10,Directed,17457,,,0.428744
8,9,Directed,17456,,,0.895083
64,8,Directed,19842,,,0.44335
61,8,Directed,19772,,,0.201681
60,8,Directed,19744,,,0.076923
59,8,Directed,19717,,,0.104278
55,8,Directed,19602,,,0.045455
54,8,Directed,19579,,,0.045455
53,8,Directed,19516,,,1.158686
51,8,Directed,19456,,,0.045455
48,8,Directed,19388,,,0.18254
47,8,Directed,19362,,,0.058824
45,8,Directed,19281,,,0.767245
44,8,Directed,19242,,,0.181818
42,8,Directed,19182,,,0.117647
41,8,Directed,19144,,,0.108824
40,8,Directed,19097,,,0.178352
39,8,Directed,19058,,,0.161125
38,8,Directed,19016,,,0.139669
37,8,Directed,18981,,,0.082492
36,8,Directed,18925,,,0.388528
34,8,Directed,18815,,,0.429758
33,8,Directed,18780,,,0.132492
32,8,Directed,18723,,,0.461309
31,8,Directed,18677,,,0.61012
30,8,Directed,18612,,,0.644582
29,8,Directed,18546,,,1.253493
28,8,Directed,18502,,,0.145861
27,8,Directed,18475,,,0.052632
26,8,Directed,18432,,,0.27332
23,8,Directed,18268,,,1.637509
21,8,Directed,18149,,,0.824737
20,8,Directed,18081,,,1.472571
19,8,Directed,18010,,,2.995912
18,8,Directed,17960,,,0.300531
17,8,Directed,17915,,,0.293354
15,8,Directed,17821,,,1.990784
14,8,Directed,17791,,,0.208333
11,8,Directed,17637,,,2.361639
10,8,Directed,17584,,,0.269921
9,8,Directed,17519,,,0.738829
9,66,Directed,17572,,,0.125
9,64,Directed,17570,,,0.490331
9,61,Directed,17568,,,0.235308
9,60,Directed,17567,,,0.076923
9,59,Directed,17566,,,0.045455
9,55,Directed,17562,,,0.045455
9,54,Directed,17561,,,0.045455
9,53,Directed,17560,,,0.53074
9,51,Directed,17558,,,0.125
9,50,Directed,17557,,,0.42029
9,49,Directed,17556,,,0.052632
9,48,Directed,17555,,,0.076923
9,47,Directed,17554,,,0.125
9,45,Directed,17552,,,0.460052
9,44,Directed,17551,,,0.136364
9,42,Directed,17549,,,0.058824
9,41,Directed,17548,,,0.211455
9,40,Directed,17547,,,0.588122
9,39,Directed,17546,,,0.139588
9,38,Directed,17545,,,0.260819
9,36,Directed,17544,,,1.065598
9,34,Directed,17542,,,0.795281
9,33,Directed,17541,,,0.190909
9,32,Directed,17540,,,0.735286
9,31,Directed,17539,,,0.296565
9,30,Directed,17538,,,0.830558
9,29,Directed,17537,,,1.121623
9,28,Directed,17536,,,0.152632
9,26,Directed,17535,,,0.702011
9,23,Directed,17532,,,0.7159
9,21,Directed,17530,,,0.427227
9,20,Directed,17529,,,1.258301
9,19,Directed,17528,,,1.828581
9,18,Directed,17527,,,0.243934
9,17,Directed,17526,,,0.071429
9,15,Directed,17524,,,1.011534
9,14,Directed,17523,,,0.285256
9,11,Directed,17521,,,1.265115
9,10,Directed,17520,,,0.467994
66,9,Directed,19915,,,0.125
64,9,Directed,19843,,,0.410222
61,9,Directed,19773,,,0.19183
60,9,Directed,19745,,,0.076923
59,9,Directed,19718,,,0.045455
55,9,Directed,19603,,,0.045455
54,9,Directed,19580,,,0.045455
53,9,Directed,19517,,,0.890008
51,9,Directed,19457,,,0.125
50,9,Directed,19432,,,0.210145
49,9,Directed,19412,,,0.052632
48,9,Directed,19389,,,0.076923
47,9,Directed,19363,,,0.125
45,9,Directed,19282,,,0.579014
44,9,Directed,19243,,,0.136364
42,9,Directed,19183,,,0.058824
41,9,Directed,19145,,,0.161455
40,9,Directed,19098,,,0.665856
39,9,Directed,19059,,,0.09611
38,9,Directed,19017,,,0.210819
36,9,Directed,18926,,,1.101665
34,9,Directed,18816,,,0.658324
33,9,Directed,18781,,,0.095455
32,9,Directed,18724,,,0.836364
31,9,Directed,18678,,,0.658146
30,9,Directed,18613,,,0.73708
29,9,Directed,18547,,,1.285937
28,9,Directed,18503,,,0.207895
26,9,Directed,18433,,,0.717667
23,9,Directed,18269,,,0.938078
21,9,Directed,18150,,,0.736474
20,9,Directed,18082,,,1.842906
19,9,Directed,18011,,,4.959209
18,9,Directed,17961,,,0.299489
17,9,Directed,17916,,,0.071429
15,9,Directed,17822,,,2.30297
14,9,Directed,17792,,,0.285256
11,9,Directed,17638,,,2.447904
10,9,Directed,17585,,,0.581737
10,64,Directed,17626,,,0.442082
10,61,Directed,17624,,,0.148352
10,60,Directed,17623,,,0.410256
10,53,Directed,17620,,,0.33687
10,49,Directed,17619,,,0.105263
10,48,Directed,17618,,,0.111111
