Source,Target,Type,Id,Label,timeset,Weight
4,80,Directed,22148,,,0.047619
4,79,Directed,22147,,,0.037037
4,78,Directed,22146,,,0.160155
4,58,Directed,22136,,,0.037037
4,56,Directed,22135,,,0.037037
4,55,Directed,22134,,,0.285155
4,54,Directed,22133,,,0.086081
4,53,Directed,22132,,,0.037037
4,51,Directed,22131,,,0.086081
4,49,Directed,22130,,,0.074074
4,44,Directed,22129,,,0.084656
4,43,Directed,22128,,,0.047619
4,42,Directed,22127,,,0.123118
4,35,Directed,22124,,,0.075499
4,34,Directed,22123,,,0.075499
4,32,Directed,22122,,,0.074074
4,31,Directed,22121,,,0.160155
4,29,Directed,22120,,,0.038462
4,25,Directed,22119,,,0.285155
4,24,Directed,22118,,,0.160155
4,23,Directed,22117,,,0.075499
4,22,Directed,22116,,,0.285155
4,21,Directed,22115,,,0.075499
4,20,Directed,22114,,,0.285155
4,19,Directed,22113,,,0.285155
4,18,Directed,22112,,,0.121693
4,16,Directed,22111,,,0.123118
4,15,Directed,22110,,,0.160155
4,14,Directed,22109,,,0.125
4,12,Directed,22108,,,0.112536
80,4,Directed,26187,,,0.047619
79,4,Directed,26125,,,0.037037
78,4,Directed,26046,,,0.809931
58,4,Directed,24997,,,0.037037
56,4,Directed,24913,,,0.037037
55,4,Directed,24836,,,1.446581
54,4,Directed,24780,,,0.124542
53,4,Directed,24721,,,0.037037
51,4,Directed,24639,,,0.086081
49,4,Directed,24525,,,0.185185
44,4,Directed,24252,,,0.121693
43,4,Directed,24201,,,0.190476
42,4,Directed,24129,,,0.313594
35,4,Directed,23792,,,0.377493
34,4,Directed,23727,,,0.075499
32,4,Directed,23600,,,0.074074
31,4,Directed,23528,,,0.318885
29,4,Directed,23440,,,0.038462
25,4,Directed,23260,,,3.043447
24,4,Directed,23181,,,1.421245
23,4,Directed,23102,,,0.262108
22,4,Directed,23023,,,1.140263
21,4,Directed,22946,,,0.229345
20,4,Directed,22869,,,0.750153
19,4,Directed,22790,,,2.858059
18,4,Directed,22726,,,0.121693
16,4,Directed,22624,,,0.161579
15,4,Directed,22548,,,0.309727
14,4,Directed,22491,,,0.125
12,4,Directed,22373,,,0.378917
12,81,Directed,22448,,,0.317064
12,80,Directed,22447,,,0.099537
12,79,Directed,22446,,,0.795388
12,78,Directed,22445,,,3.013937
12,69,Directed,22436,,,0.706324
12,59,Directed,22426,,,0.528315
12,58,Directed,22425,,,0.458852
12,57,Directed,22424,,,0.183983
12,56,Directed,22423,,,0.488156
12,55,Directed,22422,,,3.091714
12,54,Directed,22421,,,0.629815
12,53,Directed,22420,,,0.49117
12,52,Directed,22419,,,0.142857
12,51,Directed,22418,,,0.932262
12,50,Directed,22417,,,0.30517
12,49,Directed,22416,,,1.464476
12,48,Directed,22415,,,0.533165
12,47,Directed,22414,,,0.358984
12,46,Directed,22413,,,0.470836
12,45,Directed,22412,,,0.212159
12,44,Directed,22411,,,1.367831
12,43,Directed,22410,,,0.589551
12,42,Directed,22409,,,2.362868
12,36,Directed,22403,,,0.096774
12,35,Directed,22402,,,1.259295
12,34,Directed,22401,,,0.99438
12,33,Directed,22400,,,0.485923
12,32,Directed,22399,,,1.205589
12,31,Directed,22398,,,2.504981
12,30,Directed,22397,,,0.086957
12,29,Directed,22396,,,1.462895
12,28,Directed,22395,,,0.194932
12,26,Directed,22394,,,0.39611
12,25,Directed,22393,,,3.14727
12,24,Directed,22392,,,2.87698
12,23,Directed,22391,,,2.355565
12,22,Directed,22390,,,3.001815
12,21,Directed,22389,,,2.280443
12,20,Directed,22388,,,2.296761
12,19,Directed,22387,,,3.099651
12,18,Directed,22386,,,0.622195
12,17,Directed,22385,,,0.270687
12,16,Directed,22384,,,1.041091
12,15,Directed,22383,,,2.019156
12,14,Directed,22382,,,0.946764
12,13,Directed,22381,,,0.230108
81,12,Directed,26231,,,0.10907
80,12,Directed,26189,,,0.099537
79,12,Directed,26129,,,0.373992
78,12,Directed,26054,,,4.739494
69,12,Directed,25554,,,0.3213
59,12,Directed,25052,,,0.263425
58,12,Directed,25000,,,0.244661
57,12,Directed,24964,,,0.093074
56,12,Directed,24917,,,0.187885
55,12,Directed,24843,,,6.930001
54,12,Directed,24783,,,0.277753
53,12,Directed,24725,,,0.229361
52,12,Directed,24700,,,0.047619
51,12,Directed,24643,,,0.504407
50,12,Directed,24593,,,0.110219
49,12,Directed,24530,,,0.999987
48,12,Directed,24469,,,0.455913
47,12,Directed,24411,,,0.222767
46,12,Directed,24359,,,0.22194
45,12,Directed,24320,,,0.07072
44,12,Directed,24258,,,1.340589
43,12,Directed,24203,,,0.356774
42,12,Directed,24135,,,2.735549
36,12,Directed,23857,,,0.032258
35,12,Directed,23796,,,0.956064
34,12,Directed,23730,,,0.469676
33,12,Directed,23670,,,0.371373
32,12,Directed,23605,,,0.618168
31,12,Directed,23534,,,1.606331
30,12,Directed,23504,,,0.043478
29,12,Directed,23445,,,0.903894
28,12,Directed,23408,,,0.089669
26,12,Directed,23338,,,0.2252
25,12,Directed,23268,,,17.535725
24,12,Directed,23189,,,7.361961
23,12,Directed,23110,,,2.543095
22,12,Directed,23031,,,5.562511
21,12,Directed,22953,,,2.68662
20,12,Directed,22876,,,3.585072
19,12,Directed,22798,,,15.358293
18,12,Directed,22731,,,0.48379
17,12,Directed,22691,,,0.075736
16,12,Directed,22629,,,0.691394
15,12,Directed,22554,,,1.200138
14,12,Directed,22495,,,0.582765
13,12,Directed,22451,,,0.065591
13,81,Directed,22488,,,0.033333
13,79,Directed,22487,,,0.065591
13,78,Directed,22486,,,0.065591
13,69,Directed,22480,,,0.033333
13,59,Directed,22477,,,0.065591
13,55,Directed,22476,,,0.065591
13,51,Directed,22475,,,0.033333
13,50,Directed,22474,,,0.032258
13,49,Directed,22473,,,0.032258
13,47,Directed,22472,,,0.032258
13,42,Directed,22471,,,0.065591
13,35,Directed,22467,,,0.065591
13,34,Directed,22466,,,0.033333
13,32,Directed,22465,,,0.033333
13,31,Directed,22464,,,0.033333
13,29,Directed,22463,,,0.065591
13,25,Directed,22462,,,0.065591
13,24,Directed,22461,,,0.065591
13,23,Directed,22460,,,0.065591
13,22,Directed,22459,,,0.065591
13,21,Directed,22458,,,0.065591
13,20,Directed,22457,,,0.065591
13,19,Directed,22456,,,0.065591
13,18,Directed,22455,,,0.032258
13,17,Directed,22454,,,0.032258
13,16,Directed,22453,,,0.032258
13,15,Directed,22452,,,0.032258
81,13,Directed,26232,,,0.033333
79,13,Directed,26130,,,0.097849
78,13,Directed,26055,,,0.26129
69,13,Directed,25555,,,0.033333
59,13,Directed,25053,,,0.097849
55,13,Directed,24844,,,0.098925
51,13,Directed,24644,,,0.033333
