SOURCE,TARGET,WEIGHT
1,2,0.058823529
1,3,0.221161192
1,4,0.117647059
1,5,0.090909091
1,6,0.130252101
1,8,0.18907563
1,9,0.130252101
1,10,0.130252101
1,11,0.130252101
1,12,0.14973262
1,13,0.058823529
1,15,0.20855615
1,16,0.166666667
1,17,0.130252101
1,18,0.117647059
1,19,0.355742297
1,20,0.387827858
1,21,0.162337662
1,22,0.130252101
1,23,0.058823529
1,25,0.316399287
1,29,0.130252101
1,30,0.130252101
1,31,0.058823529
1,35,0.058823529
1,36,0.166666667
1,39,0.090909091
1,41,0.058823529
1,42,0.117647059
1,45,0.090909091
1,53,0.058823529
1,57,0.058823529
1,61,0.071428571
1,64,0.20855615
1,67,0.090909091
1,72,0.166666667
2,1,0.058823529
2,3,0.705958747
2,4,0.595187166
2,5,0.233766234
2,6,0.54973262
2,7,0.045454545
2,8,0.247135218
2,9,0.136363636
2,10,0.308823529
2,11,0.396867838
2,12,0.308823529
2,13,0.058823529
2,15,0.260504202
2,17,0.058823529
2,18,0.058823529
2,19,0.254010695
2,20,0.195187166
2,21,0.188311688
2,22,0.295454545
2,23,0.660504202
2,25,0.354278075
2,26,0.058823529
2,29,0.396867838
2,30,0.163101604
2,31,0.201680672
2,32,0.233766234
2,34,0.142857143
2,35,0.058823529
2,41,0.058823529
2,42,0.058823529
2,44,0.045454545
2,46,0.045454545
2,47,0.142857143
2,53,0.254010695
2,54,0.445454545
2,55,0.045454545
2,56,0.045454545
2,57,0.045454545
2,59,0.045454545
2,62,0.090909091
2,63,0.058823529
2,64,0.104278075
2,71,0.285714286
3,1,0.820473644
3,2,1.14499618
3,4,2.404772639
3,5,1.030613831
3,6,2.693741948
3,7,1.311184262
3,8,2.759259552
3,9,2.634292659
3,10,2.093782224
3,11,3.263801137
3,12,2.667893819
3,13,0.352941176
3,14,0.278846154
3,15,3.113622346
3,16,0.380434783
3,17,1.258976318
3,18,1.783415243
3,19,4.704424526
3,20,3.216794467
3,21,2.143261949
3,22,1.578353203
3,23,2.281542988
3,24,0.482213439
3,25,3.327712595
3,26,1.212627306
3,27,0.182186235
3,28,0.836618507
3,29,3.454644907
3,30,3.298662152
3,31,1.521981802
3,32,1.566234603
3,33,0.463131313
3,34,1.662409408
3,35,1.747745322
3,36,2.268579859
3,37,0.404040404
3,38,1.275730994
3,39,1.646187545
3,40,0.932253879
3,41,0.555572755
3,42,0.352941176
3,43,0.221343874
3,44,0.454545455
3,45,2.058575175
3,46,0.684491979
3,47,0.411764706
3,48,0.076923077
3,49,0.578947368
3,50,0.130434783
3,51,0.090909091
3,52,0.090909091
3,53,3.15217137
3,54,0.472727273
3,55,0.272727273
3,56,0.851674641
3,57,0.272727273
3,58,0.192934783
3,59,0.684491979
3,60,0.188034188
3,61,0.904836851
3,63,0.176470588
3,64,2.034629628
3,65,0.391304348
3,67,0.28708134
3,68,0.117647059
3,69,0.16374269
3,70,0.130434783
3,71,0.68097303
3,72,0.117647059
4,1,0.117647059
4,2,0.486096257
4,3,1.088590378
4,5,0.173400673
4,6,0.781490608
4,7,0.269510513
4,8,0.657612117
4,9,0.768507324
4,10,0.359603257
4,11,0.540566663
4,12,0.439726742
4,13,0.058823529
4,14,0.125
4,15,0.649013234
4,16,0.293478261
4,17,0.058823529
4,18,0.170278638
4,19,1.02443411
4,20,0.64219895
4,21,0.49476812
4,22,0.397275266
4,23,0.609793373
4,24,0.043478261
4,25,0.655635833
4,26,0.313932806
4,27,0.052631579
4,28,0.137037037
4,29,0.633389629
4,30,0.601553341
4,31,0.148492145
4,32,0.545423415
4,33,0.182491582
4,34,0.518928199
4,35,0.204603581
4,36,0.415771634
4,37,0.037037037
4,38,0.189668616
4,39,0.10230179
4,40,0.237080954
4,41,0.217647059
4,42,0.117647059
4,43,0.088932806
4,44,0.181818182
4,45,0.278601422
4,46,0.136363636
4,48,0.111111111
4,50,0.043478261
4,53,0.57686789
4,54,0.336363636
4,55,0.136363636
4,56,0.136363636
4,57,0.195187166
4,58,0.105978261
4,59,0.136363636
4,61,0.043478261
4,62,0.090909091
4,64,0.542480539
4,65,0.043478261
4,67,0.052631579
4,70,0.043478261
