"","i","j","w"
"576",13,3,0.153846153846154
"577",13,4,0.382640525192707
"578",13,5,0.122377622377622
"579",13,6,0.299023468455517
"580",13,7,1.48757603770886
"581",13,8,0.04
"582",13,9,0.0769230769230769
"583",13,10,2.00370639572694
"584",13,11,0.03125
"585",13,12,0.852990863419117
"586",13,14,1.65968735016247
"587",13,15,2.2153567462198
"588",13,16,1.20510334765757
"589",13,17,2.18171573844086
"590",13,18,0.955045909218846
"591",13,19,1.03097595444026
"592",13,20,1.08725923055112
"593",13,21,2.05726483812789
"594",13,22,1.22272131928441
"595",13,23,0.983279604476359
"596",13,25,0.50302750410509
"597",13,26,2.21323553409858
"598",13,28,0.616358821480525
"599",13,29,0.166666666666667
"600",13,30,0.157258064516129
"601",13,31,2.42027816888315
"602",13,32,2.45894648980954
"603",13,33,2.22176700263005
"604",13,34,1.72817725904031
"605",13,35,0.756946280616372
"606",13,36,0.349458479973186
"607",13,37,0.0606060606060606
"608",13,38,2.25869007955313
"609",13,39,0.193548387096774
"610",13,40,1.35316137762843
"611",13,41,1.76945726194434
"612",13,42,0.400704350648733
"613",13,43,0.834886498736855
"614",13,44,0.41426282051282
"615",13,45,1.82135542346847
"616",13,46,0.391737891737892
"617",13,47,1.60956166764246
"618",13,48,0.622459988268812
"619",13,49,0.618035885250192
"620",13,50,1.20304078590606
"621",13,51,0.57288976549961
"622",13,52,2.45253623339928
"623",13,53,2.54216586302891
"624",13,54,0.595566321372773
"625",13,55,1.92942464671011
"626",13,56,1.49716868428173
"627",13,57,1.69597122582621
"628",13,58,0.0344827586206897
"629",13,59,1.63627106935186
"630",13,60,0.193548387096774
"631",13,61,0.176470588235294
"632",13,62,0.04
"633",13,63,0.192307692307692
"634",13,65,0.388036680189317
"635",13,66,0.627717666093639
"636",13,67,0.381118881118881
"637",13,68,0.108173076923077
"638",13,69,0.0294117647058824
"639",13,70,0.48630831643002
"640",13,71,0.166666666666667
"641",13,72,0.39573476702509
"642",13,73,0.126008064516129
"643",13,74,0.194444444444444
"644",13,75,0.233173076923077
"645",13,76,0.160282258064516
"646",13,77,0.0571895424836601
"647",13,78,0.0357142857142857
"648",13,79,0.653743315508021
"649",13,80,0.137529137529138
"650",13,81,0.0669642857142857
"651",13,82,0.382942326490714
"652",13,83,0.032258064516129
"653",13,84,0.320185892106081
"654",13,85,0.4106517296745
"655",13,86,0.176470588235294
"656",13,87,0.222782258064516
"657",13,88,0.176470588235294
"658",14,1,0.03125
"659",14,3,0.153846153846154
"660",14,4,0.0929198292220114
"661",14,5,0.0809523809523809
"662",14,6,0.0627450980392157
"663",14,7,0.962411582987959
"664",14,9,0.153846153846154
"665",14,10,0.841108371306549
"666",14,11,0.0625
"667",14,12,0.442117694133823
"668",14,13,0.909639439647864
"669",14,15,1.10963943964786
"670",14,16,0.672596213266402
"671",14,17,1.24059182060025
"672",14,18,0.277777302733545
"673",14,19,0.572834359136541
"674",14,20,0.458034455974569
"675",14,21,1.25725848726691
"676",14,22,0.398215966776213
"677",14,23,0.46767509451333
"678",14,25,0.117816091954023
"679",14,26,1.24059182060025
"680",14,28,0.514336442518491
"681",14,29,0.0333333333333333
"682",14,30,0.063508064516129
"683",14,31,1.22500042275078
"684",14,32,1.24059182060025
"685",14,33,1.25725848726691
"686",14,34,0.736745666754091
"687",14,35,0.239666063614241
"688",14,36,0.180800653594771
"689",14,37,0.0303030303030303
"690",14,38,0.907258487266912
"691",14,39,0.0645161290322581
"692",14,40,0.753022400772761
"693",14,41,1.00441344576781
"694",14,42,0.33950923628343
"695",14,43,0.521900451090564
"696",14,44,0.187179487179487
"697",14,45,1.01142515393358
"698",14,46,0.222222222222222
"699",14,47,0.573558115058475
"700",14,48,0.647391905480141
"701",14,49,0.416904871957054
"702",14,50,0.47372959109202
"703",14,51,0.366420310316306
"704",14,52,1.25725848726691
"705",14,53,0.942972772981197
"706",14,54,0.152329749103943
"707",14,55,0.572280390650884
"708",14,56,0.374863798622223
"709",14,57,0.580732190982551
"710",14,59,0.368300178550538
"711",14,60,0.0645161290322581
"712",14,61,0.0294117647058824
"713",14,64,0.0333333333333333
"714",14,65,0.0294117647058824
"715",14,66,0.162635251289311
"716",14,67,0.217482517482517
"717",14,68,0.0625
"718",14,69,0.07703081232493
"719",14,70,0.347227856659905
"720",14,72,0.153405017921147
"721",14,73,0.032258064516129
"722",14,74,0.138888888888889
"723",14,75,0.247596153846154
"724",14,76,0.094758064516129
"725",14,77,0.118300653594771
"726",14,79,0.486798128342246
"727",14,80,0.0303030303030303
"728",14,81,0.0625
"729",14,82,0.0948191593352884
"730",14,83,0.032258064516129
"731",14,84,0.180616650374715
"732",14,85,0.246765983068165
"733",14,86,0.0294117647058824
"734",14,87,0.032258064516129
"735",14,88,0.129411764705882
"736",15,1,0.03125
"737",15,3,0.0384615384615385
"738",15,4,0.917515776134599
"739",15,5,1.04354328162378
"740",15,6,1.77027294666987
"741",15,7,2.46556904591297
"742",15,8,0.12
"743",15,9,0.153846153846154
"744",15,10,2.86142104959377
"745",15,11,0.1875
"746",15,12,1.30719389527788
"747",15,13,2.87648172368671
"748",15,14,2.07495308310634
"749",15,16,1.79225342747312
"750",15,17,3.52455559535457
"751",15,18,1.35978424072852
"752",15,19,1.16305287737737
"753",15,20,2.01036794986111
"754",15,21,3.91763518498588
"755",15,22,1.63204841130126
"756",15,23,1.24755513859216
"757",15,24,0.2
"758",15,25,0.895745808414474
"759",15,26,2.99816730418808
"760",15,27,0.173913043478261
"761",15,28,1.64672540372456
"762",15,29,0.1
"763",15,30,0.304494781783681
"764",15,31,3.80593702651353
"765",15,32,3.96939646718195
"766",15,33,4.08286995022065
"767",15,34,3.25845876199367
"768",15,35,1.31203130769643
"769",15,36,1.37482849512901
"770",15,37,0.0606060606060606
"771",15,38,3.99515017000087
"772",15,39,0.129032258064516
"773",15,40,2.35772304910211
"774",15,41,3.48462730484229
"775",15,42,0.979768513891396
"776",15,43,1.32002098563392
"777",15,44,0.492563705644201
"778",15,45,3.01359746344816
"779",15,46,0.968060643060643
"780",15,47,3.08273184907448
"781",15,48,1.44864672364672
"782",15,49,2.22453624025645
"783",15,50,2.35738463950688
"784",15,51,0.980635118496631
"785",15,52,4.32144716248207
"786",15,53,3.68694911179981
"787",15,54,0.936632662439114
"788",15,55,3.23953368878094
"789",15,56,2.41924227196196
"790",15,57,2.90612762538834
"791",15,58,0.137931034482759
"792",15,59,2.70857249234933
"793",15,60,0.129032258064516
"794",15,61,0.147058823529412
"795",15,62,0.12
"796",15,63,0.269230769230769
"797",15,64,0.409803921568627
"798",15,65,0.40998985801217
"799",15,66,0.565500387636094
"800",15,67,0.199067599067599
"801",15,68,0.464423076923077
"802",15,69,0.350383631713555
"803",15,70,1.05094376831192
"804",15,71,0.176470588235294
"805",15,72,0.432365591397849
"806",15,73,0.332885304659498
"807",15,74,0.291666666666667
"808",15,75,0.372596153846154
"809",15,76,0.219758064516129
"810",15,77,0.426470588235294
"811",15,78,0.21218487394958
"812",15,79,0.947248217468806
"813",15,80,0.214452214452214
"814",15,81,0.223214285714286
"815",15,82,0.235092864125122
"816",15,83,0.0967741935483871
"817",15,84,0.739445257070835
"818",15,85,0.428929170923953
"819",15,86,0.147058823529412
"820",15,87,0.157258064516129
"821",15,88,0.361344537815126
"822",16,3,0.0384615384615385
"823",16,4,0.0645161290322581
"824",16,6,0.142948367086298
"825",16,7,0.40713128717161
"826",16,9,0.0384615384615385
"827",16,10,0.700634944968927
"828",16,11,0.03125
"829",16,12,0.355021426941616
"830",16,13,0.594004120596167
"831",16,14,0.484022786476902
"832",16,15,0.665432692024739
"833",16,17,0.593912896367012
"834",16,18,0.3946669138549
"835",16,19,0.287033075687136
"836",16,20,0.272158701976555
"837",16,21,0.594004120596167
"838",16,22,0.173995956254021
"839",16,23,0.141231334119265
"840",16,25,0.186781609195402
"841",16,26,0.594004120596167
"842",16,28,0.285987958401752
"843",16,30,0.0645161290322581
"844",16,31,0.767583229659147
"845",16,32,0.665432692024739
"846",16,33,0.665432692024739
"847",16,34,0.638875915467962
"848",16,35,0.135706340378198
"849",16,36,0.0960648148148148
"850",16,38,0.594004120596167
"851",16,39,0.032258064516129
"852",16,40,0.296287284225271
"853",16,41,0.574598146518336
"854",16,42,0.197496268408393
"855",16,43,0.303915259595182
"856",16,44,0.0384615384615385
"857",16,45,0.442383750225797
"858",16,46,0.148148148148148
"859",16,47,0.337981581307499
"860",16,48,0.134526353276353
"861",16,49,0.316858574262634
"862",16,50,0.245125841900035
"863",16,51,0.309104514784437
"864",16,52,0.832099358691405
"865",16,53,0.628395654987702
"866",16,54,0.20005054682474
"867",16,55,0.453811339239593
"868",16,56,0.402497710339757
"869",16,57,0.459776453102371
"870",16,58,0.0344827586206897
"871",16,59,0.393537136863055
"872",16,60,0.032258064516129
"873",16,63,0.0384615384615385
"874",16,65,0.0344827586206897
"875",16,66,0.135706340378198
"876",16,67,0.0384615384615385
"877",16,68,0.03125
"878",16,70,0.103448275862069
"879",16,72,0.156810035842294
"880",16,73,0.0645161290322581
"881",16,74,0.111111111111111
"882",16,75,0.0697115384615385
"883",16,76,0.0957661290322581
"884",16,77,0.0277777777777778
"885",16,79,0.114583333333333
"886",16,81,0.03125
"887",16,82,0.032258064516129
"888",16,83,0.0645161290322581
"889",16,84,0.195063702467763
"890",16,85,0.102977667493797
"891",16,87,0.0645161290322581
"892",17,1,0.3125
"893",17,3,0.115384615384615
"894",17,4,0.846346368410348
"895",17,5,0.304631866241773
"896",17,6,0.4778601575583
"897",17,7,1.94171809268109
"898",17,8,0.04
"899",17,9,0.0384615384615385
"900",17,10,2.01459124385251
"901",17,11,0.03125
"902",17,12,1.05470537526989
"903",17,13,2.1449171839887
"904",17,14,1.67774227556379
"905",17,15,2.5637690693418
"906",17,16,1.03559667606525
"907",17,18,1.03649372387211
"908",17,19,1.01293594029837
"909",17,20,1.48995068384235
"910",17,21,2.39160789718063
"911",17,22,1.48363337616421
"912",17,23,1.03903204638499
"913",17,25,0.340438125717361
"914",17,26,2.67271970310701
"915",17,27,0.0434782608695652
"916",17,28,0.904784093217353
"917",17,29,0.1
"918",17,30,0.503202087286527
"919",17,31,2.52224370402611
"920",17,32,2.86868824436967
"921",17,33,3.01637895945169
"922",17,34,2.13992259417953
"923",17,35,0.617254161790575
"924",17,36,0.61907215227228
"925",17,37,0.0606060606060606
"926",17,38,2.80234049791323
"927",17,39,0.0645161290322581
"928",17,40,1.29933198961318
"929",17,41,2.84201377143244
"930",17,42,0.557171818272387
"931",17,43,0.764826984814062
"932",17,44,0.328677959037866
"933",17,45,2.06287926470199
"934",17,46,0.27457264957265
"935",17,47,1.57493901498755
"936",17,48,0.718284942182001
"937",17,49,0.852216702330343
"938",17,50,2.0845328018021
"939",17,51,0.439063728725853
"940",17,52,3.01887558563253
"941",17,53,2.47714208521481
"942",17,54,0.641862617669069
"943",17,55,2.21948153216633
"944",17,56,1.2673005604162
"945",17,57,1.7372340864507
"946",17,59,1.56040267413542
"947",17,60,0.0645161290322581
"948",17,61,0.176470588235294
