"","PROVINCIA","CANTON","SE","NÚM..CASOS"
"818","9","CRNEL. MARCELINO MARIDUEÑA",10,1
"819","10","IBARRA",18,1
"820","10","IBARRA",19,1
"821","10","IBARRA",27,1
"822","10","IBARRA",52,1
"823","10","IBARRA",12,1
"824","10","IBARRA",31,1
"825","10","IBARRA",39,1
"826","11","LOJA",19,1
"827","11","LOJA",23,1
"828","11","LOJA",27,1
"829","11","LOJA",5,1
"830","11","LOJA",25,1
"831","11","LOJA",12,1
"832","11","LOJA",37,1
"833","11","LOJA",14,1
"834","11","LOJA",24,1
"835","11","LOJA",21,1
"836","11","LOJA",18,1
"837","11","MACARA",40,1
"838","11","MACARA",27,1
"839","11","PUYANGO",18,1
"840","11","PUYANGO",19,1
"841","12","BABAHOYO",24,1
"842","12","BABAHOYO",21,1
"843","12","BABAHOYO",7,1
"844","12","BABAHOYO",1,1
"845","12","BABAHOYO",20,1
"846","12","BABAHOYO",18,1
"847","12","BABAHOYO",29,1
"848","12","BABAHOYO",26,1
"849","12","BABAHOYO",15,1
"850","12","BABAHOYO",27,1
"851","12","BABAHOYO",14,1
"852","12","BABA",29,1
"853","12","BABA",14,1
"854","12","BABA",43,1
"855","12","BABA",40,1
"856","12","QUEVEDO",40,1
"857","12","QUEVEDO",10,1
"858","12","QUEVEDO",7,1
"859","12","QUEVEDO",11,1
"860","12","QUEVEDO",8,1
"861","12","QUEVEDO",27,1
"862","12","QUEVEDO",22,1
"863","12","QUEVEDO",41,1
"864","12","QUEVEDO",39,1
"865","12","QUEVEDO",48,1
"866","12","QUEVEDO",3,1
"867","12","QUEVEDO",23,1
"868","12","QUEVEDO",50,1
"869","12","URDANETA",49,1
"870","12","URDANETA",23,1
"871","12","VENTANAS",7,1
"872","12","VENTANAS",29,1
"873","12","VENTANAS",1,1
"874","12","VENTANAS",46,1
"875","12","VENTANAS",14,1
"876","12","VENTANAS",32,1
"877","12","VENTANAS",3,1
"878","12","VENTANAS",33,1
"879","12","VENTANAS",48,1
"880","12","VINCES",24,1
"881","12","VINCES",20,1
"882","12","VINCES",23,1
"883","12","VINCES",52,1
"884","12","VINCES",48,1
"885","12","BUENA FE",13,1
"886","12","BUENA FE",24,1
"887","12","BUENA FE",35,1
"888","12","BUENA FE",6,1
"889","12","BUENA FE",14,1
"890","12","BUENA FE",52,1
"891","12","BUENA FE",45,1
"892","12","BUENA FE",15,1
"893","12","BUENA FE",46,1
"894","13","PORTOVIEJO",35,1
"895","13","PORTOVIEJO",28,1
"896","13","PORTOVIEJO",51,1
"897","13","PORTOVIEJO",32,1
"898","13","PORTOVIEJO",9,1
"899","13","PORTOVIEJO",31,1
"900","13","PORTOVIEJO",49,1
"901","13","PORTOVIEJO",13,1
"902","13","PORTOVIEJO",37,1
"903","13","PORTOVIEJO",20,1
"904","13","BOLIVAR",32,1
"905","13","BOLIVAR",19,1
"906","13","BOLIVAR",14,1
"907","13","BOLIVAR",20,1
"908","13","CHONE",5,1
"909","13","CHONE",38,1
"910","13","CHONE",51,1
"911","13","CHONE",49,1
"912","13","CHONE",45,1
"913","13","CHONE",50,1
"914","13","CHONE",46,1
"915","13","CHONE",31,1
"916","13","CHONE",21,1
"917","13","CHONE",18,1
"918","13","CHONE",13,1
"919","13","CHONE",11,1
"920","13","CHONE",14,1
"921","13","FLAVIO ALFARO",44,1
"922","13","FLAVIO ALFARO",51,1
"923","13","FLAVIO ALFARO",2,1
"924","13","FLAVIO ALFARO",3,1
"925","13","FLAVIO ALFARO",49,1
"926","13","FLAVIO ALFARO",27,1
"927","13","FLAVIO ALFARO",19,1
"928","13","FLAVIO ALFARO",25,1
"929","13","FLAVIO ALFARO",39,1
"930","13","JIPIJAPA",50,1
"931","13","JIPIJAPA",23,1
"932","13","JIPIJAPA",46,1
"933","13","JIPIJAPA",8,1
"934","13","JIPIJAPA",34,1
"935","13","JIPIJAPA",33,1
"936","13","JIPIJAPA",22,1
"937","13","JIPIJAPA",47,1
"938","13","JIPIJAPA",39,1
"939","13","MANTA",7,1
"940","13","MANTA",1,1
"941","13","MANTA",15,1
"942","13","MANTA",2,1
"943","13","MANTA",10,1
"944","13","MANTA",20,1
"945","13","MANTA",3,1
"946","13","PAJAN",13,1
"947","13","PAJAN",27,1
"948","13","PAJAN",33,1
"949","13","PAJAN",47,1
"950","13","PAJAN",49,1
"951","13","PAJAN",25,1
"952","13","PAJAN",51,1
"953","13","PICHINCHA",48,1
"954","13","PICHINCHA",52,1
"955","13","PICHINCHA",35,1
"956","13","ROCAFUERTE",27,1
"957","13","ROCAFUERTE",26,1
"958","13","ROCAFUERTE",14,1
"959","13","ROCAFUERTE",49,1
"960","13","ROCAFUERTE",51,1
"961","13","ROCAFUERTE",15,1
"962","13","SUCRE",17,1
"963","13","SUCRE",29,1
"964","13","SUCRE",36,1
"965","13","SUCRE",3,1
"966","13","SUCRE",19,1
"967","13","SUCRE",18,1
"968","14","MORONA",10,1
"969","14","LIMON INDANZA",9,1
"970","14","LIMON INDANZA",23,1
"971","14","SANTIAGO",34,1
"972","14","SANTIAGO",27,1
"973","14","SANTIAGO",26,1
"974","14","SUCUA",11,1
"975","14","SUCUA",19,1
"976","14","SUCUA",35,1
"977","14","SUCUA",36,1
"978","14","TAISHA",7,1
"979","14","TAISHA",41,1
"980","14","TAISHA",38,1
"981","14","TAISHA",24,1
"982","14","TAISHA",26,1
"983","14","TAISHA",37,1
"984","14","TAISHA",33,1
"985","15","TENA",4,1
"986","15","TENA",3,1
"987","15","TENA",21,1
"988","15","TENA",43,1
"989","15","TENA",52,1
"990","15","TENA",23,1
"991","15","TENA",30,1
"992","15","TENA",34,1
"993","15","TENA",46,1
"994","15","TENA",50,1
"995","15","TENA",47,1
"996","15","TENA",16,1
"997","15","TENA",36,1
"998","15","TENA",37,1
"999","15","TENA",44,1
"1000","16","PASTAZA",22,1
"1001","16","PASTAZA",36,1
"1002","17","QUITO",52,1
"1003","17","QUITO",29,1
"1004","17","QUITO",41,1
"1005","17","QUITO",46,1
"1006","17","QUITO",45,1
"1007","17","QUITO",21,1
"1008","17","QUITO",38,1
"1009","17","QUITO",13,1
"1010","17","QUITO",15,1
"1011","17","QUITO",39,1
"1012","17","QUITO",49,1
"1013","17","QUITO",7,1
"1014","17","QUITO",42,1
"1015","17","QUITO",11,1
"1016","17","QUITO",47,1
"1017","17","QUITO",6,1
"1018","17","QUITO",30,1
"1019","17","QUITO",12,1
"1020","17","PEDRO VICENTE MALDONADO",43,1
"1021","17","PEDRO VICENTE MALDONADO",7,1
"1022","17","PEDRO VICENTE MALDONADO",32,1
"1023","17","PEDRO VICENTE MALDONADO",39,1
"1024","17","PEDRO VICENTE MALDONADO",8,1
"1025","17","PEDRO VICENTE MALDONADO",11,1
"1026","17","PEDRO VICENTE MALDONADO",10,1
"1027","17","PEDRO VICENTE MALDONADO",18,1
"1028","17","PEDRO VICENTE MALDONADO",1,1
"1029","18","AMBATO",29,1
"1030","18","AMBATO",45,1
"1031","18","AMBATO",52,1
"1032","19","ZAMORA",19,1
"1033","19","ZAMORA",20,1
"1034","19","ZAMORA",15,1
"1035","19","ZAMORA",37,1
"1036","19","ZAMORA",42,1
"1037","19","ZAMORA",10,1
"1038","19","ZAMORA",16,1
"1039","19","ZAMORA",7,1
"1040","19","ZAMORA",18,1
"1041","19","ZAMORA",28,1
"1042","19","YANTZAZA",25,1
"1043","19","YANTZAZA",31,1
"1044","19","YANTZAZA",34,1
"1045","19","YANTZAZA",33,1
"1046","19","YANTZAZA",28,1
"1047","19","YANTZAZA",9,1
"1048","19","YANTZAZA",22,1
"1049","19","YANTZAZA",15,1
"1050","19","YANTZAZA",11,1
"1051","21","LAGO AGRIO",29,1
"1052","21","LAGO AGRIO",44,1
"1053","21","LAGO AGRIO",36,1
"1054","21","LAGO AGRIO",6,1
"1055","21","LAGO AGRIO",35,1
"1056","21","LAGO AGRIO",40,1
"1057","21","LAGO AGRIO",5,1
"1058","21","LAGO AGRIO",41,1
"1059","21","SHUSHUFINDI",3,1
"1060","21","SHUSHUFINDI",46,1
"1061","21","SHUSHUFINDI",1,1
"1062","21","SHUSHUFINDI",9,1
"1063","21","SHUSHUFINDI",11,1
"1064","21","SHUSHUFINDI",31,1
"1065","21","SHUSHUFINDI",5,1
"1066","21","SHUSHUFINDI",39,1
"1067","21","SHUSHUFINDI",10,1
"1068","21","SHUSHUFINDI",37,1
"1069","21","SHUSHUFINDI",20,1
"1070","21","SHUSHUFINDI",35,1
"1071","21","SHUSHUFINDI",47,1
"1072","21","SHUSHUFINDI",38,1
"1073","21","SHUSHUFINDI",14,1
"1074","22","ORELLANA",9,1
"1075","22","ORELLANA",3,1
"1076","22","ORELLANA",32,1
"1077","22","ORELLANA",30,1
"1078","22","ORELLANA",2,1
"1079","23","SANTO DOMINGO",19,1
"1080","23","SANTO DOMINGO",33,1
"1081","23","SANTO DOMINGO",3,1
"1082","23","SANTO DOMINGO",15,1
"1083","23","SANTO DOMINGO",8,1
"1084","23","SANTO DOMINGO",7,1
"1085","23","SANTO DOMINGO",22,1
"1086","24","SANTA ELENA",24,1
"1087","24","SANTA ELENA",38,1
"1088","24","SANTA ELENA",29,1
"1089","24","SANTA ELENA",22,1
"1090","24","SANTA ELENA",37,1
"1091","24","SANTA ELENA",14,1
"1092","24","SANTA ELENA",32,1
"1093","24","SANTA ELENA",44,1
"1094","24","SANTA ELENA",18,1
"1095","24","SANTA ELENA",25,1
"1096","24","LA LIBERTAD",22,1
"1097","24","LA LIBERTAD",3,1
"1098","24","LA LIBERTAD",50,1
"1099","24","LA LIBERTAD",40,1
"1100","24","LA LIBERTAD",44,1
"1101","24","SALINAS",11,1
"1102","24","SALINAS",13,1
"1103","24","SALINAS",18,1
"1104","24","SALINAS",23,1
"1105","24","SALINAS",37,1
