"","PROVINCIA","CANTON","SE","NÚM..CASOS"
"128","8","MUISNE",32,3
"129","8","MUISNE",21,5
"130","8","MUISNE",17,6
"131","8","MUISNE",31,5
"132","8","MUISNE",35,2
"133","8","MUISNE",28,4
"134","8","MUISNE",27,6
"135","8","MUISNE",13,2
"136","8","MUISNE",20,3
"137","8","MUISNE",18,3
"138","8","MUISNE",23,3
"139","8","MUISNE",14,2
"140","8","MUISNE",22,4
"141","8","MUISNE",16,3
"142","8","MUISNE",33,3
"143","8","MUISNE",29,5
"144","8","QUININDE",24,11
"145","8","QUININDE",23,6
"146","8","QUININDE",33,6
"147","8","QUININDE",28,6
"148","8","QUININDE",40,2
"149","8","QUININDE",20,6
"150","8","QUININDE",34,4
"151","8","QUININDE",29,7
"152","8","QUININDE",25,9
"153","8","QUININDE",22,6
"154","8","QUININDE",19,5
"155","8","QUININDE",51,6
"156","8","QUININDE",21,7
"157","8","QUININDE",49,2
"158","8","QUININDE",30,4
"159","8","QUININDE",41,2
"160","8","QUININDE",50,4
"161","8","QUININDE",27,11
"162","8","QUININDE",52,2
"163","8","QUININDE",18,3
"164","8","QUININDE",32,9
"165","8","QUININDE",47,2
"166","8","QUININDE",44,4
"167","8","QUININDE",26,6
"168","8","QUININDE",36,4
"169","8","QUININDE",46,3
"170","8","QUININDE",45,3
"171","8","QUININDE",31,7
"172","8","QUININDE",12,2
"173","8","QUININDE",48,8
"174","8","SAN LORENZO",11,4
"175","8","SAN LORENZO",13,8
"176","8","SAN LORENZO",34,2
"177","8","SAN LORENZO",23,2
"178","8","SAN LORENZO",33,5
"179","8","SAN LORENZO",30,4
"180","8","SAN LORENZO",35,2
"181","8","SAN LORENZO",8,2
"182","8","SAN LORENZO",36,2
"183","8","SAN LORENZO",16,2
"184","8","SAN LORENZO",14,3
"185","8","SAN LORENZO",26,5
"186","8","SAN LORENZO",9,2
"187","8","SAN LORENZO",12,2
"188","8","SAN LORENZO",27,5
"189","8","SAN LORENZO",47,3
"190","8","SAN LORENZO",15,4
"191","8","SAN LORENZO",28,2
"192","8","SAN LORENZO",39,2
"193","8","SAN LORENZO",40,2
"194","8","SAN LORENZO",20,3
"195","8","SAN LORENZO",41,4
"196","8","SAN LORENZO",21,2
"197","8","ATACAMES",13,4
"198","8","ATACAMES",12,3
"199","8","ATACAMES",30,9
"200","8","ATACAMES",22,9
"201","8","ATACAMES",33,7
"202","8","ATACAMES",5,3
"203","8","ATACAMES",29,10
"204","8","ATACAMES",26,14
"205","8","ATACAMES",20,4
"206","8","ATACAMES",21,6
"207","8","ATACAMES",23,17
"208","8","ATACAMES",32,5
"209","8","ATACAMES",28,14
"210","8","ATACAMES",31,9
"211","8","ATACAMES",25,13
"212","8","ATACAMES",34,7
"213","8","ATACAMES",40,3
"214","8","ATACAMES",37,9
"215","8","ATACAMES",42,2
"216","8","ATACAMES",27,10
"217","8","ATACAMES",18,5
"218","8","ATACAMES",38,3
"219","8","ATACAMES",19,3
"220","8","ATACAMES",24,14
"221","8","ATACAMES",14,3
"222","8","ATACAMES",43,4
"223","8","ATACAMES",39,2
"224","8","ATACAMES",15,2
"225","8","ATACAMES",50,4
"226","8","ATACAMES",35,3
"227","8","ATACAMES",51,2
"228","8","ATACAMES",49,3
"229","8","ATACAMES",17,2
"230","8","ATACAMES",36,2
"231","9","GUAYAQUIL",15,9
"232","9","GUAYAQUIL",50,14
"233","9","GUAYAQUIL",51,19
"234","9","GUAYAQUIL",14,4
"235","9","GUAYAQUIL",49,13
"236","9","GUAYAQUIL",34,11
"237","9","GUAYAQUIL",41,14
"238","9","GUAYAQUIL",6,5
"239","9","GUAYAQUIL",26,21
"240","9","GUAYAQUIL",28,16
"241","9","GUAYAQUIL",36,7
"242","9","GUAYAQUIL",29,24
"243","9","GUAYAQUIL",48,15
"244","9","GUAYAQUIL",35,11
"245","9","GUAYAQUIL",32,9
"246","9","GUAYAQUIL",20,17
"247","9","GUAYAQUIL",37,14
"248","9","GUAYAQUIL",5,3
"249","9","GUAYAQUIL",10,2
"250","9","GUAYAQUIL",24,17
"251","9","GUAYAQUIL",30,27
"252","9","GUAYAQUIL",3,2
"253","9","GUAYAQUIL",13,3
"254","9","GUAYAQUIL",23,14
"255","9","GUAYAQUIL",38,2
"256","9","GUAYAQUIL",17,10
"257","9","GUAYAQUIL",18,5
"258","9","GUAYAQUIL",19,8
"259","9","GUAYAQUIL",12,3
"260","9","GUAYAQUIL",46,16
"261","9","GUAYAQUIL",31,10
"262","9","GUAYAQUIL",42,15
"263","9","GUAYAQUIL",25,25
"264","9","GUAYAQUIL",40,15
"265","9","GUAYAQUIL",47,8
"266","9","GUAYAQUIL",44,5
"267","9","GUAYAQUIL",33,13
"268","9","GUAYAQUIL",11,2
"269","9","GUAYAQUIL",22,11
"270","9","GUAYAQUIL",16,4
"271","9","GUAYAQUIL",7,3
"272","9","GUAYAQUIL",21,11
"273","9","GUAYAQUIL",27,18
"274","9","GUAYAQUIL",39,11
"275","9","GUAYAQUIL",45,11
"276","9","GUAYAQUIL",43,10
"277","9","GUAYAQUIL",4,2
"278","9","GUAYAQUIL",52,4
"279","9","BALZAR",17,2
"280","9","EMPALME",39,4
"281","9","EMPALME",23,3
"282","9","EMPALME",36,2
"283","9","EMPALME",51,3
"284","9","EL TRIUNFO",11,1
"285","9","MILAGRO",31,2
"286","9","MILAGRO",9,2
"287","9","MILAGRO",26,3
"288","9","MILAGRO",32,2
"289","9","MILAGRO",25,2
"290","9","MILAGRO",18,4
"291","9","MILAGRO",50,2
"292","9","MILAGRO",28,3
"293","9","MILAGRO",16,2
"294","9","MILAGRO",13,3
"295","9","MILAGRO",34,2
"296","9","MILAGRO",43,2
"297","9","MILAGRO",2,2
"298","9","MILAGRO",12,2
"299","9","MILAGRO",37,2
"300","9","MILAGRO",17,2
"301","9","MILAGRO",14,3
"302","9","NARANJAL",49,2
"303","9","NARANJAL",27,2
"304","9","NARANJAL",29,3
"305","9","NARANJITO",32,2
"306","9","NARANJITO",23,3
"307","9","NARANJITO",36,3
"308","9","SAN JACINTO DE YAGUACHI",28,2
"309","9","SAN JACINTO DE YAGUACHI",12,2
"310","9","SAN JACINTO DE YAGUACHI",19,2
"311","9","SAN JACINTO DE YAGUACHI",10,2
"312","9","SAN JACINTO DE YAGUACHI",15,3
"313","9","SAN JACINTO DE YAGUACHI",18,2
"314","9","PLAYAS",23,3
"315","9","PLAYAS",21,5
"316","9","PLAYAS",20,4
"317","9","PLAYAS",29,2
"318","9","PLAYAS",25,5
"319","9","PLAYAS",18,2
"320","11","LOJA",13,2
"321","11","LOJA",8,3
"322","11","LOJA",15,2
"323","11","LOJA",26,2
"324","11","LOJA",7,2
"325","11","LOJA",20,2
"326","11","LOJA",22,2
"327","11","CALVAS",25,2
"328","11","CALVAS",26,2
"329","12","BABAHOYO",52,3
"330","12","BABAHOYO",42,2
"331","12","BABAHOYO",35,6
"332","12","BABAHOYO",41,3
"333","12","BABAHOYO",49,5
"334","12","BABAHOYO",51,5
"335","12","BABAHOYO",40,3
"336","12","BABAHOYO",32,4
"337","12","BABAHOYO",46,3
"338","12","BABAHOYO",48,2
"339","12","BABAHOYO",47,5
"340","12","BABAHOYO",44,4
"341","12","BABAHOYO",36,3
"342","12","BABAHOYO",50,5
"343","12","BABAHOYO",33,4
"344","12","BABAHOYO",43,2
"345","12","BABAHOYO",45,2
"346","12","BABAHOYO",31,4
"347","12","BABAHOYO",39,3
"348","12","BABAHOYO",34,3
"349","12","BABA",48,3
"350","12","BABA",49,3
"351","12","BABA",51,2
"352","12","BABA",50,4
"353","12","BABA",47,2
"354","12","QUEVEDO",44,2
"355","12","QUEVEDO",42,3
"356","12","QUEVEDO",45,3
"357","12","QUEVEDO",29,3
"358","12","QUEVEDO",46,2
"359","12","QUEVEDO",33,2
"360","12","QUEVEDO",51,6
"361","12","QUEVEDO",25,2
"362","12","QUEVEDO",49,2
"363","12","QUEVEDO",43,2
"364","12","QUEVEDO",52,2
"365","12","VINCES",19,2
"366","12","BUENA FE",30,2
"367","12","BUENA FE",40,2
"368","12","BUENA FE",39,2
"369","13","PORTOVIEJO",36,2
"370","13","PORTOVIEJO",26,3
"371","13","PORTOVIEJO",24,2
"372","13","PORTOVIEJO",22,2
"373","13","PORTOVIEJO",23,3
"374","13","PORTOVIEJO",29,3
"375","13","PORTOVIEJO",25,2
"376","13","PORTOVIEJO",33,2
"377","13","CHONE",16,2
"378","13","CHONE",48,2
"379","13","CHONE",17,3
"380","13","CHONE",9,2
"381","13","EL CARMEN",34,1
"382","13","JIPIJAPA",21,2
"383","13","MANTA",24,5
"384","13","MANTA",22,5
"385","13","MANTA",21,8
"386","13","MANTA",25,7
"387","13","MANTA",48,7
"388","13","MANTA",50,7
"389","13","MANTA",46,5
"390","13","MANTA",51,15
"391","13","MANTA",29,4
"392","13","MANTA",44,7
"393","13","MANTA",52,6
"394","13","MANTA",27,4
"395","13","MANTA",26,8
"396","13","MANTA",38,4
"397","13","MANTA",47,5
"398","13","MANTA",5,3
"399","13","MANTA",32,9
"400","13","MANTA",19,3
"401","13","MANTA",36,4
"402","13","MANTA",41,4
"403","13","MANTA",31,5
"404","13","MANTA",34,11
"405","13","MANTA",28,5
"406","13","MANTA",40,2
"407","13","MANTA",18,2
"408","13","MANTA",13,4
"409","13","MANTA",37,3
"410","13","MANTA",39,6
"411","13","MANTA",33,7
"412","13","MANTA",43,5
"413","13","MANTA",9,2
"414","13","MANTA",45,3
"415","13","MANTA",30,4
"416","13","MANTA",35,6
"417","13","MANTA",11,2
"418","13","MANTA",42,6
"419","13","MANTA",23,4
"420","13","MANTA",4,2
"421","13","MANTA",17,2
"422","13","MANTA",49,5
"423","13","ROCAFUERTE",48,2
"424","13","ROCAFUERTE",52,2
"425","13","SUCRE",20,2
"426","14","MORONA",19,2
"427","14","SANTIAGO",20,3
"428","14","SANTIAGO",19,2
"429","14","TAISHA",36,2
"430","15","TENA",27,2
"431","15","TENA",39,2
"432","15","TENA",29,2
"433","15","TENA",32,2
"434","15","TENA",49,3
"435","15","TENA",38,3
"436","15","TENA",14,2
"437","15","TENA",10,2
"438","15","TENA",48,2
"439","15","QUIJOS",36,1
"440","16","PASTAZA",28,2
"441","16","PASTAZA",23,2
"442","17","QUITO",3,2
"443","17","QUITO",17,2
"444","17","QUITO",43,3
"445","17","QUITO",31,2
"446","17","QUITO",27,2
"447","17","QUITO",35,2
"448","17","QUITO",37,2
"449","17","QUITO",10,2
"450","17","QUITO",25,2
"451","17","QUITO",26,3
"452","17","QUITO",48,4
"453","17","QUITO",34,4
"454","17","QUITO",18,2
"455","17","QUITO",23,3
"456","17","QUITO",36,3
"457","17","QUITO",22,2
"458","17","PEDRO VICENTE MALDONADO",6,2
"459","18","SAN PEDRO DE PELILEO",24,1
"460","19","ZAMORA",9,2
"461","19","ZAMORA",21,2
"462","19","YANTZAZA",37,2
"463","19","YANTZAZA",20,4
"464","19","YANTZAZA",23,5
"465","19","YANTZAZA",14,4
"466","19","YANTZAZA",18,7
"467","19","YANTZAZA",12,2
"468","19","YANTZAZA",16,3
"469","19","YANTZAZA",13,3
"470","19","YANTZAZA",8,2
"471","19","YANTZAZA",19,4
"472","21","LAGO AGRIO",14,7
"473","21","LAGO AGRIO",16,6
"474","21","LAGO AGRIO",9,2
"475","21","LAGO AGRIO",10,4
"476","21","LAGO AGRIO",17,7
"477","21","LAGO AGRIO",18,11
"478","21","LAGO AGRIO",4,3
"479","21","LAGO AGRIO",15,3
"480","21","LAGO AGRIO",47,4
"481","21","LAGO AGRIO",52,4
"482","21","LAGO AGRIO",38,2
"483","21","LAGO AGRIO",46,3
"484","21","LAGO AGRIO",21,7
"485","21","LAGO AGRIO",45,3
"486","21","LAGO AGRIO",22,2
"487","21","LAGO AGRIO",25,8
"488","21","LAGO AGRIO",37,4
"489","21","LAGO AGRIO",28,2
"490","21","LAGO AGRIO",19,5
"491","21","LAGO AGRIO",2,2
"492","21","LAGO AGRIO",39,3
"493","21","LAGO AGRIO",30,3
"494","21","LAGO AGRIO",27,4
"495","21","LAGO AGRIO",23,3
"496","21","LAGO AGRIO",51,8
"497","21","LAGO AGRIO",32,4
"498","21","LAGO AGRIO",26,6
"499","21","LAGO AGRIO",20,5
"500","21","LAGO AGRIO",49,4
"501","21","LAGO AGRIO",24,5
"502","21","LAGO AGRIO",13,2
"503","21","LAGO AGRIO",34,4
"504","21","LAGO AGRIO",50,4
"505","21","LAGO AGRIO",11,2
"506","21","LAGO AGRIO",48,3
"507","21","LAGO AGRIO",33,3
"508","21","LAGO AGRIO",31,2
"509","21","LAGO AGRIO",12,2
"510","21","SHUSHUFINDI",17,2
"511","21","SHUSHUFINDI",49,3
"512","21","SHUSHUFINDI",48,2
"513","21","SHUSHUFINDI",50,4
"514","21","SHUSHUFINDI",18,4
"515","21","SHUSHUFINDI",42,2
"516","21","SHUSHUFINDI",34,3
"517","21","SHUSHUFINDI",45,3
"518","21","SHUSHUFINDI",21,3
"519","21","SHUSHUFINDI",19,5
"520","21","SHUSHUFINDI",25,3
"521","21","SHUSHUFINDI",22,2
"522","21","SHUSHUFINDI",27,2
"523","21","SHUSHUFINDI",24,2
"524","21","SHUSHUFINDI",26,2
"525","21","SHUSHUFINDI",28,2
"526","22","ORELLANA",42,10
"527","22","ORELLANA",15,5
"528","22","ORELLANA",35,3
"529","22","ORELLANA",17,11
"530","22","ORELLANA",16,9
"531","22","ORELLANA",26,11
"532","22","ORELLANA",34,5
"533","22","ORELLANA",48,13
"534","22","ORELLANA",23,10
"535","22","ORELLANA",13,4
"536","22","ORELLANA",43,3
"537","22","ORELLANA",28,5
"538","22","ORELLANA",37,4
"539","22","ORELLANA",12,3
"540","22","ORELLANA",20,8
"541","22","ORELLANA",18,4
"542","22","ORELLANA",21,15
"543","22","ORELLANA",39,3
"544","22","ORELLANA",50,12
"545","22","ORELLANA",40,6
"546","22","ORELLANA",11,4
"547","22","ORELLANA",14,6
"548","22","ORELLANA",46,6
"549","22","ORELLANA",41,2
"550","22","ORELLANA",33,3
"551","22","ORELLANA",31,4
"552","22","ORELLANA",49,6
"553","22","ORELLANA",36,3
"554","22","ORELLANA",27,6
"555","22","ORELLANA",22,9
"556","22","ORELLANA",47,2
"557","22","ORELLANA",24,5
"558","22","ORELLANA",25,10
"559","22","ORELLANA",52,6
"560","22","ORELLANA",45,6
"561","22","ORELLANA",51,4
"562","22","ORELLANA",19,10
"563","22","ORELLANA",10,2
"564","22","AGUARICO",30,1
"565","23","SANTO DOMINGO",25,6
"566","23","SANTO DOMINGO",24,3
"567","23","SANTO DOMINGO",38,3
"568","23","SANTO DOMINGO",23,4
"569","23","SANTO DOMINGO",35,6
"570","23","SANTO DOMINGO",31,3
"571","23","SANTO DOMINGO",50,6
"572","23","SANTO DOMINGO",46,5
"573","23","SANTO DOMINGO",16,3
"574","23","SANTO DOMINGO",17,3
"575","23","SANTO DOMINGO",20,5
"576","23","SANTO DOMINGO",44,5
"577","23","SANTO DOMINGO",51,2
"578","23","SANTO DOMINGO",34,7
"579","23","SANTO DOMINGO",36,2
"580","23","SANTO DOMINGO",43,2
"581","23","SANTO DOMINGO",14,2
"582","23","SANTO DOMINGO",47,9
"583","23","SANTO DOMINGO",48,8
"584","23","SANTO DOMINGO",39,4
"585","23","SANTO DOMINGO",21,4
"586","23","SANTO DOMINGO",18,3
"587","23","SANTO DOMINGO",32,6
"588","23","SANTO DOMINGO",52,4
"589","23","SANTO DOMINGO",11,4
"590","23","SANTO DOMINGO",41,2
"591","23","SANTO DOMINGO",13,3
"592","23","SANTO DOMINGO",29,3
"593","23","SANTO DOMINGO",26,4
"594","23","SANTO DOMINGO",40,6
"595","23","SANTO DOMINGO",49,3
"596","23","SANTO DOMINGO",45,3
"597","23","SANTO DOMINGO",10,2
"598","23","SANTO DOMINGO",12,4
"599","23","SANTO DOMINGO",27,3
"600","23","SANTO DOMINGO",1,3
"601","23","SANTO DOMINGO",37,2
"602","23","SANTO DOMINGO",30,2
"603","23","SANTO DOMINGO",28,4
"604","24","SANTA ELENA",33,2
"605","24","SANTA ELENA",46,2
"606","24","SANTA ELENA",20,2
"607","1","CUENCA",35,1
"608","1","CUENCA",11,1
"609","1","CUENCA",26,1
"610","1","CUENCA",51,1
"611","1","CUENCA",24,1
"612","1","CUENCA",10,1
"613","1","CUENCA",36,1
"614","2","GUARANDA",21,1
"615","2","GUARANDA",4,1
"616","2","GUARANDA",25,1
"617","2","GUARANDA",50,1
"618","2","GUARANDA",26,1
"619","3","LA TRONCAL",31,1
"620","3","LA TRONCAL",25,1
"621","3","LA TRONCAL",34,1
"622","3","LA TRONCAL",20,1
"623","3","LA TRONCAL",23,1
"624","6","RIOBAMBA",27,1
"625","6","RIOBAMBA",2,1
"626","6","RIOBAMBA",31,1
"627","7","MACHALA",52,1
"628","7","MACHALA",16,1
"629","7","MACHALA",41,1
"630","7","MACHALA",39,1
"631","7","MACHALA",40,1
"632","7","MACHALA",36,1
"633","7","MACHALA",22,1
"634","7","MACHALA",19,1
"635","7","MACHALA",1,1
"636","7","ARENILLAS",20,1
"637","7","ARENILLAS",18,1
"638","7","EL GUABO",5,1
"639","7","EL GUABO",49,1
"640","7","EL GUABO",51,1
"641","7","EL GUABO",4,1
"642","7","EL GUABO",15,1
"643","7","EL GUABO",31,1
"644","7","EL GUABO",35,1
"645","7","EL GUABO",43,1
"646","7","EL GUABO",44,1
"647","7","HUAQUILLAS",8,1
"648","7","HUAQUILLAS",37,1
"649","7","HUAQUILLAS",49,1
"650","7","HUAQUILLAS",20,1
"651","7","HUAQUILLAS",39,1
"652","7","HUAQUILLAS",52,1
"653","7","HUAQUILLAS",50,1
"654","7","HUAQUILLAS",45,1
"655","7","HUAQUILLAS",36,1
"656","7","HUAQUILLAS",44,1
"657","7","HUAQUILLAS",19,1
"658","7","HUAQUILLAS",38,1
"659","7","HUAQUILLAS",46,1
"660","7","HUAQUILLAS",42,1
"661","7","HUAQUILLAS",16,1
"662","7","HUAQUILLAS",32,1
"663","7","HUAQUILLAS",35,1
"664","7","HUAQUILLAS",17,1
"665","7","HUAQUILLAS",31,1
"666","7","HUAQUILLAS",34,1
"667","7","PASAJE",19,1
"668","7","PASAJE",16,1
"669","7","PASAJE",39,1
"670","7","PASAJE",47,1
"671","7","PASAJE",50,1
"672","7","PASAJE",36,1
"673","7","PASAJE",29,1
"674","7","PASAJE",17,1
"675","7","PASAJE",6,1
"676","7","PASAJE",9,1
"677","7","PASAJE",5,1
"678","7","PASAJE",26,1
"679","7","PASAJE",3,1
"680","7","PASAJE",7,1
"681","7","PASAJE",20,1
"682","7","PASAJE",24,1
"683","7","PIÑAS",20,1
"684","7","PIÑAS",32,1
"685","7","SANTA ROSA",20,1
"686","7","SANTA ROSA",6,1
"687","7","SANTA ROSA",26,1
"688","7","SANTA ROSA",25,1
"689","7","SANTA ROSA",51,1
"690","7","SANTA ROSA",31,1
"691","7","SANTA ROSA",37,1
"692","7","SANTA ROSA",23,1
"693","7","SANTA ROSA",50,1
"694","8","ESMERALDAS",43,1
"695","8","ESMERALDAS",42,1
"696","8","ESMERALDAS",37,1
"697","8","ESMERALDAS",45,1
"698","8","ELOY ALFARO",51,1
"699","8","ELOY ALFARO",4,1
"700","8","ELOY ALFARO",6,1
"701","8","ELOY ALFARO",48,1
"702","8","ELOY ALFARO",33,1
"703","8","ELOY ALFARO",26,1
"704","8","ELOY ALFARO",22,1
"705","8","MUISNE",9,1
"706","8","MUISNE",37,1
"707","8","MUISNE",25,1
"708","8","MUISNE",51,1
"709","8","MUISNE",11,1
"710","8","MUISNE",34,1
"711","8","MUISNE",45,1
"712","8","MUISNE",30,1
"713","8","QUININDE",3,1
"714","8","QUININDE",42,1
"715","8","QUININDE",43,1
"716","8","QUININDE",35,1
"717","8","QUININDE",4,1
"718","8","QUININDE",15,1
"719","8","QUININDE",17,1
"720","8","QUININDE",37,1
"721","8","QUININDE",11,1
"722","8","QUININDE",16,1
"723","8","SAN LORENZO",10,1
"724","8","SAN LORENZO",48,1
"725","8","SAN LORENZO",31,1
"726","8","SAN LORENZO",22,1
"727","8","SAN LORENZO",17,1
"728","8","SAN LORENZO",46,1
"729","8","SAN LORENZO",44,1
"730","8","SAN LORENZO",2,1
"731","8","SAN LORENZO",43,1
"732","8","SAN LORENZO",52,1
"733","8","SAN LORENZO",42,1
"734","8","SAN LORENZO",18,1
"735","8","SAN LORENZO",19,1
"736","8","ATACAMES",8,1
"737","8","ATACAMES",16,1
"738","8","ATACAMES",45,1
"739","8","ATACAMES",52,1
"740","8","ATACAMES",46,1
"741","8","ATACAMES",48,1
"742","8","ATACAMES",44,1
"743","8","ATACAMES",2,1
"744","9","GUAYAQUIL",9,1
"745","9","GUAYAQUIL",2,1
"746","9","GUAYAQUIL",1,1
"747","9","GUAYAQUIL",8,1
"748","9","BALZAR",15,1
"749","9","BALZAR",28,1
"750","9","BALZAR",29,1
"751","9","BALZAR",19,1
"752","9","DAULE",44,1
"753","9","DAULE",12,1
"754","9","DURAN",30,1
"755","9","DURAN",22,1
"756","9","EMPALME",38,1
"757","9","EMPALME",1,1
"758","9","EMPALME",20,1
"759","9","EMPALME",5,1
"760","9","EMPALME",48,1
"761","9","EMPALME",42,1
"762","9","EMPALME",33,1
"763","9","EMPALME",21,1
"764","9","EMPALME",27,1
"765","9","EMPALME",18,1
"766","9","EMPALME",32,1
"767","9","EMPALME",2,1
"768","9","EMPALME",49,1
"769","9","MILAGRO",21,1
"770","9","MILAGRO",29,1
"771","9","MILAGRO",7,1
"772","9","MILAGRO",19,1
"773","9","MILAGRO",52,1
"774","9","MILAGRO",8,1
"775","9","MILAGRO",51,1
"776","9","MILAGRO",11,1
"777","9","MILAGRO",40,1
"778","9","MILAGRO",42,1
"779","9","MILAGRO",33,1
"780","9","MILAGRO",35,1
"781","9","MILAGRO",23,1
"782","9","MILAGRO",44,1
"783","9","MILAGRO",49,1
"784","9","MILAGRO",27,1
"785","9","NARANJAL",11,1
"786","9","NARANJAL",22,1
"787","9","NARANJAL",28,1
"788","9","NARANJAL",25,1
"789","9","NARANJAL",30,1
"790","9","NARANJAL",26,1
"791","9","NARANJAL",23,1
"792","9","NARANJAL",33,1
"793","9","NARANJAL",18,1
"794","9","NARANJITO",27,1
"795","9","NARANJITO",45,1
"796","9","NARANJITO",31,1
"797","9","NARANJITO",7,1
"798","9","NARANJITO",10,1
"799","9","NARANJITO",37,1
"800","9","SAN JACINTO DE YAGUACHI",3,1
"801","9","SAN JACINTO DE YAGUACHI",11,1
"802","9","SAN JACINTO DE YAGUACHI",46,1
"803","9","SAN JACINTO DE YAGUACHI",8,1
"804","9","SAN JACINTO DE YAGUACHI",35,1
"805","9","SAN JACINTO DE YAGUACHI",21,1
"806","9","SAN JACINTO DE YAGUACHI",6,1
"807","9","SAN JACINTO DE YAGUACHI",14,1
"808","9","SAN JACINTO DE YAGUACHI",22,1
"809","9","SAN JACINTO DE YAGUACHI",26,1
"810","9","SAN JACINTO DE YAGUACHI",51,1
"811","9","PLAYAS",45,1
"812","9","PLAYAS",22,1
"813","9","PLAYAS",28,1
"814","9","PLAYAS",32,1
"815","9","PLAYAS",33,1
"816","9","PLAYAS",24,1
"817","9","CRNEL. MARCELINO MARIDUEÑA",27,1
