"","PROVINCIA","CANTON","SE","NÚM..CASOS"
"78","Guayas","Guayaquil",34,31
"79","Guayas","Guayaquil",33,37
"80","Guayas","Guayaquil",35,51
"81","Guayas","Guayaquil",36,24
"82","Guayas","Guayaquil",39,17
"83","Guayas","Guayaquil",38,17
"84","Guayas","Guayaquil",41,16
"85","Guayas","Guayaquil",42,18
"86","Guayas","Guayaquil",46,6
"87","Guayas","Guayaquil",44,9
"88","Guayas","Guayaquil",48,9
"89","Guayas","Guayaquil",49,7
"90","Guayas","Guayaquil",50,13
"91","Guayas","Guayaquil",52,13
"92","Guayas","Guayaquil",47,10
"93","Guayas","Guayaquil",51,5
"94","Esmeraldas","Atacames",31,3
"95","Esmeraldas","Atacames",44,2
"96","Esmeraldas","Atacames",46,2
"97","Esmeraldas","Atacames",19,2
"98","Esmeraldas","Atacames",23,2
"99","Esmeraldas","Atacames",24,2
"100","Esmeraldas","Atacames",26,2
"101","Esmeraldas","Atacames",27,3
"102","Esmeraldas","Atacames",28,2
"103","Esmeraldas","Atacames",33,3
"104","Esmeraldas","Atacames",35,2
"105","Esmeraldas","Atacames",36,2
"106","Esmeraldas","Atacames",38,2
"107","Esmeraldas","Atacames",39,2
"108","Esmeraldas","Atacames",42,2
"109","Esmeraldas","Atacames",43,2
"110","Esmeraldas","Atacames",47,2
"111","El Oro","Arenillas",10,2
"112","El Oro","Arenillas",20,3
"113","El Oro","Arenillas",22,2
"114","El Oro","Arenillas",17,3
"115","El Oro","Arenillas",24,2
"116","El Oro","Arenillas",25,2
"117","El Oro","Arenillas",35,2
"118","Santo Domingo de los Tsáchilas","Santo Domingo",20,9
"119","Santo Domingo de los Tsáchilas","Santo Domingo",25,9
"120","Santo Domingo de los Tsáchilas","Santo Domingo",41,13
"121","Santo Domingo de los Tsáchilas","Santo Domingo",22,5
"122","Santo Domingo de los Tsáchilas","Santo Domingo",27,9
"123","Santo Domingo de los Tsáchilas","Santo Domingo",34,14
"124","Santo Domingo de los Tsáchilas","Santo Domingo",4,4
"125","Santo Domingo de los Tsáchilas","Santo Domingo",3,3
"126","Santo Domingo de los Tsáchilas","Santo Domingo",23,6
"127","Santo Domingo de los Tsáchilas","Santo Domingo",26,8
"128","Santo Domingo de los Tsáchilas","Santo Domingo",8,3
"129","Santo Domingo de los Tsáchilas","Santo Domingo",10,4
"130","Santo Domingo de los Tsáchilas","Santo Domingo",12,4
"131","Santo Domingo de los Tsáchilas","Santo Domingo",15,5
"132","Santo Domingo de los Tsáchilas","Santo Domingo",14,8
"133","Santo Domingo de los Tsáchilas","Santo Domingo",16,10
"134","Santo Domingo de los Tsáchilas","Santo Domingo",21,6
"135","Santo Domingo de los Tsáchilas","Santo Domingo",18,5
"136","Santo Domingo de los Tsáchilas","Santo Domingo",19,6
"137","Santo Domingo de los Tsáchilas","Santo Domingo",6,8
"138","Santo Domingo de los Tsáchilas","Santo Domingo",5,6
"139","Santo Domingo de los Tsáchilas","Santo Domingo",29,11
"140","Santo Domingo de los Tsáchilas","Santo Domingo",24,4
"141","Santo Domingo de los Tsáchilas","Santo Domingo",28,8
"142","Santo Domingo de los Tsáchilas","Santo Domingo",30,12
"143","Santo Domingo de los Tsáchilas","Santo Domingo",31,10
"144","Santo Domingo de los Tsáchilas","Santo Domingo",35,18
"145","Santo Domingo de los Tsáchilas","Santo Domingo",33,8
"146","Santo Domingo de los Tsáchilas","Santo Domingo",38,7
"147","Santo Domingo de los Tsáchilas","Santo Domingo",37,8
"148","Santo Domingo de los Tsáchilas","Santo Domingo",42,11
"149","Santo Domingo de los Tsáchilas","Santo Domingo",43,13
"150","Santo Domingo de los Tsáchilas","Santo Domingo",40,6
"151","Santo Domingo de los Tsáchilas","Santo Domingo",44,4
"152","Santo Domingo de los Tsáchilas","Santo Domingo",45,7
"153","Santo Domingo de los Tsáchilas","Santo Domingo",48,3
"154","Santo Domingo de los Tsáchilas","Santo Domingo",46,11
"155","Santo Domingo de los Tsáchilas","Santo Domingo",47,11
"156","Santo Domingo de los Tsáchilas","Santo Domingo",50,8
"157","Santo Domingo de los Tsáchilas","Santo Domingo",49,7
"158","Santo Domingo de los Tsáchilas","Santo Domingo",13,6
"159","Santo Domingo de los Tsáchilas","Santo Domingo",17,4
"160","Santo Domingo de los Tsáchilas","Santo Domingo",39,6
"161","Santo Domingo de los Tsáchilas","Santo Domingo",36,2
"162","Santo Domingo de los Tsáchilas","Santo Domingo",51,2
"163","Santo Domingo de los Tsáchilas","Santo Domingo",52,6
"164","Santo Domingo de los Tsáchilas","Santo Domingo",11,3
"165","Santo Domingo de los Tsáchilas","Santo Domingo",9,2
"166","Santo Domingo de los Tsáchilas","Santo Domingo",1,3
"167","El Oro","Huaquillas",21,6
"168","El Oro","Huaquillas",7,2
"169","El Oro","Huaquillas",6,2
"170","El Oro","Huaquillas",9,2
"171","El Oro","Huaquillas",11,2
"172","El Oro","Huaquillas",12,3
"173","El Oro","Huaquillas",13,5
"174","El Oro","Huaquillas",14,3
"175","El Oro","Huaquillas",15,4
"176","El Oro","Huaquillas",16,4
"177","El Oro","Huaquillas",17,3
"178","El Oro","Huaquillas",18,2
"179","El Oro","Huaquillas",20,10
"180","El Oro","Huaquillas",22,6
"181","El Oro","Huaquillas",23,8
"182","El Oro","Huaquillas",24,6
"183","El Oro","Huaquillas",25,5
"184","El Oro","Huaquillas",26,2
"185","El Oro","Huaquillas",27,3
"186","El Oro","Huaquillas",28,2
"187","El Oro","Huaquillas",30,4
"188","El Oro","Huaquillas",35,5
"189","El Oro","Huaquillas",33,2
"190","El Oro","Huaquillas",37,2
"191","El Oro","Huaquillas",39,2
"192","El Oro","Huaquillas",42,2
"193","Los Ríos","Quevedo",26,7
"194","Los Ríos","Quevedo",29,6
"195","Los Ríos","Quevedo",21,2
"196","Los Ríos","Quevedo",27,7
"197","Los Ríos","Quevedo",48,4
"198","Los Ríos","Quevedo",4,4
"199","Los Ríos","Quevedo",5,2
"200","Los Ríos","Quevedo",2,2
"201","Los Ríos","Quevedo",24,4
"202","Los Ríos","Quevedo",6,4
"203","Los Ríos","Quevedo",7,3
"204","Los Ríos","Quevedo",14,5
"205","Los Ríos","Quevedo",9,3
"206","Los Ríos","Quevedo",10,6
"207","Los Ríos","Quevedo",11,7
"208","Los Ríos","Quevedo",12,4
"209","Los Ríos","Quevedo",18,3
"210","Los Ríos","Quevedo",20,2
"211","Los Ríos","Quevedo",16,10
"212","Los Ríos","Quevedo",17,4
"213","Los Ríos","Quevedo",15,5
"214","Los Ríos","Quevedo",28,2
"215","Los Ríos","Quevedo",30,2
"216","Los Ríos","Quevedo",31,5
"217","Los Ríos","Quevedo",33,5
"218","Los Ríos","Quevedo",34,2
"219","Los Ríos","Quevedo",35,2
"220","Los Ríos","Quevedo",38,3
"221","Los Ríos","Quevedo",39,2
"222","Los Ríos","Quevedo",41,6
"223","Los Ríos","Quevedo",25,4
"224","Los Ríos","Quevedo",23,4
"225","Los Ríos","Quevedo",8,5
"226","Los Ríos","Quevedo",13,2
"227","Los Ríos","Quevedo",22,2
"228","Los Ríos","Quevedo",47,3
"229","Los Ríos","Quevedo",50,2
"230","Los Ríos","Quevedo",45,2
"231","Los Ríos","Quevedo",43,3
"232","Los Ríos","Quevedo",49,2
"233","Los Ríos","Quevedo",51,2
"234","Los Ríos","Quevedo",19,2
"235","El Oro","Santa Rosa",29,2
"236","El Oro","Santa Rosa",11,2
"237","El Oro","Santa Rosa",13,4
"238","El Oro","Santa Rosa",22,2
"239","El Oro","Santa Rosa",16,2
"240","El Oro","Santa Rosa",20,2
"241","El Oro","Santa Rosa",25,2
"242","El Oro","Santa Rosa",12,2
"243","Esmeraldas","Quininde",25,3
"244","Esmeraldas","Quininde",47,9
"245","Esmeraldas","Quininde",41,3
"246","Esmeraldas","Quininde",28,7
"247","Esmeraldas","Quininde",21,3
"248","Esmeraldas","Quininde",50,7
"249","Esmeraldas","Quininde",39,3
"250","Esmeraldas","Quininde",19,3
"251","Esmeraldas","Quininde",22,2
"252","Esmeraldas","Quininde",27,6
"253","Esmeraldas","Quininde",29,4
"254","Esmeraldas","Quininde",30,6
"255","Esmeraldas","Quininde",31,2
"256","Esmeraldas","Quininde",23,2
"257","Esmeraldas","Quininde",24,6
"258","Esmeraldas","Quininde",26,3
"259","Esmeraldas","Quininde",33,3
"260","Esmeraldas","Quininde",35,6
"261","Esmeraldas","Quininde",34,3
"262","Esmeraldas","Quininde",37,4
"263","Esmeraldas","Quininde",44,9
"264","Esmeraldas","Quininde",36,5
"265","Esmeraldas","Quininde",38,4
"266","Esmeraldas","Quininde",40,6
"267","Esmeraldas","Quininde",46,12
"268","Esmeraldas","Quininde",42,4
"269","Esmeraldas","Quininde",43,3
"270","Esmeraldas","Quininde",15,2
"271","Esmeraldas","Quininde",45,8
"272","Esmeraldas","Quininde",49,2
"273","Esmeraldas","Quininde",51,3
"274","Esmeraldas","Quininde",52,3
"275","Esmeraldas","Quininde",7,2
"276","Esmeraldas","Quininde",48,2
"277","Esmeraldas","Quininde",4,2
"278","Sucumbíos","Lago Agrio",6,9
"279","Sucumbíos","Lago Agrio",15,5
"280","Sucumbíos","Lago Agrio",10,11
"281","Sucumbíos","Lago Agrio",12,15
"282","Sucumbíos","Lago Agrio",27,2
"283","Sucumbíos","Lago Agrio",21,6
"284","Sucumbíos","Lago Agrio",49,2
"285","Sucumbíos","Lago Agrio",2,9
"286","Sucumbíos","Lago Agrio",3,5
"287","Sucumbíos","Lago Agrio",1,3
"288","Sucumbíos","Lago Agrio",4,5
"289","Sucumbíos","Lago Agrio",5,5
"290","Sucumbíos","Lago Agrio",7,18
"291","Sucumbíos","Lago Agrio",8,6
"292","Sucumbíos","Lago Agrio",9,7
"293","Sucumbíos","Lago Agrio",11,4
"294","Sucumbíos","Lago Agrio",13,11
"295","Sucumbíos","Lago Agrio",20,4
"296","Sucumbíos","Lago Agrio",16,4
"297","Sucumbíos","Lago Agrio",14,3
"298","Sucumbíos","Lago Agrio",19,4
"299","Sucumbíos","Lago Agrio",22,4
"300","Sucumbíos","Lago Agrio",24,2
"301","Sucumbíos","Lago Agrio",26,2
"302","Sucumbíos","Lago Agrio",30,2
"303","Sucumbíos","Lago Agrio",29,2
"304","Sucumbíos","Lago Agrio",35,4
"305","Sucumbíos","Lago Agrio",41,2
"306","Sucumbíos","Lago Agrio",40,2
"307","Sucumbíos","Lago Agrio",47,2
"308","Sucumbíos","Lago Agrio",48,3
"309","Sucumbíos","Lago Agrio",52,3
"310","El Oro","Machala",10,2
"311","El Oro","Machala",13,5
"312","El Oro","Machala",19,8
"313","El Oro","Machala",22,9
"314","El Oro","Machala",18,3
"315","El Oro","Machala",15,9
"316","El Oro","Machala",16,5
"317","El Oro","Machala",21,10
"318","El Oro","Machala",20,3
"319","El Oro","Machala",28,5
"320","El Oro","Machala",26,4
"321","El Oro","Machala",25,4
"322","El Oro","Machala",24,5
"323","El Oro","Machala",14,7
"324","El Oro","Machala",12,3
"325","El Oro","Machala",29,2
"326","El Oro","Machala",23,5
"327","El Oro","Machala",33,2
"328","El Oro","Machala",30,3
"329","El Oro","Machala",38,2
"330","El Oro","Machala",40,3
"331","El Oro","Machala",44,2
"332","El Oro","Machala",50,3
"333","Manabí","Jipijapa",16,4
"334","Manabí","Jipijapa",14,2
"335","Manabí","Jipijapa",18,3
"336","Manabí","Jipijapa",10,5
"337","Manabí","Jipijapa",15,2
"338","Manabí","Jipijapa",17,4
"339","Manabí","Jipijapa",20,5
"340","Manabí","Jipijapa",13,5
"341","Manabí","Jipijapa",38,2
"342","Manabí","Jipijapa",24,3
"343","Manabí","Jipijapa",25,2
"344","Manabí","Jipijapa",6,4
"345","Manabí","Jipijapa",7,3
"346","Manabí","Jipijapa",8,3
"347","Manabí","Jipijapa",5,2
"348","Manabí","Jipijapa",9,2
"349","Manabí","Jipijapa",11,3
"350","Manabí","Jipijapa",12,2
"351","Manabí","Jipijapa",19,3
"352","Manabí","Jipijapa",27,3
"353","Manabí","Jipijapa",30,2
"354","Manabí","Jipijapa",29,2
"355","Manabí","Jipijapa",35,3
"356","Guayas","Milagro",29,2
"357","Guayas","Milagro",19,6
"358","Guayas","Milagro",4,2
"359","Guayas","Milagro",8,3
"360","Guayas","Milagro",10,3
"361","Guayas","Milagro",12,5
"362","Guayas","Milagro",13,5
"363","Guayas","Milagro",17,5
"364","Guayas","Milagro",24,4
"365","Guayas","Milagro",23,6
"366","Guayas","Milagro",25,4
"367","Guayas","Milagro",26,3
"368","Guayas","Milagro",18,5
"369","Guayas","Milagro",22,4
"370","Guayas","Milagro",21,6
"371","Guayas","Milagro",27,5
"372","Guayas","Milagro",28,2
"373","Guayas","Milagro",33,2
"374","Guayas","Milagro",34,3
"375","Guayas","Milagro",35,2
"376","Guayas","Milagro",9,2
"377","Guayas","Milagro",40,4
"378","Guayas","Milagro",31,3
"379","Guayas","Milagro",16,5
"380","Guayas","Milagro",20,4
"381","Guayas","Milagro",14,4
"382","Guayas","Milagro",15,2
"383","Guayas","Milagro",39,4
"384","Guayas","Milagro",37,2
"385","Guayas","Milagro",43,2
"386","Esmeraldas","San Lorenzo",44,4
"387","Esmeraldas","San Lorenzo",7,3
"388","Esmeraldas","San Lorenzo",24,2
"389","Esmeraldas","San Lorenzo",25,2
"390","Esmeraldas","San Lorenzo",26,2
"391","Esmeraldas","San Lorenzo",27,2
"392","Esmeraldas","San Lorenzo",36,3
"393","Esmeraldas","San Lorenzo",42,2
"394","Esmeraldas","San Lorenzo",46,2
"395","Esmeraldas","San Lorenzo",48,3
"396","Esmeraldas","San Lorenzo",14,3
"397","Esmeraldas","San Lorenzo",34,4
"398","Loja","Loja",18,3
"399","Loja","Loja",5,2
"400","Loja","Loja",22,2
"401","Loja","Loja",24,3
"402","Loja","Loja",33,2
"403","Loja","Loja",35,2
"404","Guayas","Empalme",6,2
"405","Guayas","Empalme",26,3
"406","Guayas","Empalme",28,3
"407","Guayas","Empalme",39,2
"408","Guayas","Empalme",27,2
"409","Guayas","Empalme",8,2
"410","Guayas","Empalme",11,2
"411","Guayas","Empalme",23,2
"412","Santa Elena","Salinas",20,12
"413","Santa Elena","Salinas",24,7
"414","Santa Elena","Salinas",21,15
"415","Santa Elena","Salinas",26,8
"416","Santa Elena","Salinas",12,3
"417","Santa Elena","Salinas",15,7
"418","Santa Elena","Salinas",22,12
"419","Santa Elena","Salinas",18,16
"420","Santa Elena","Salinas",19,4
"421","Santa Elena","Salinas",23,7
"422","Santa Elena","Salinas",25,3
"423","Santa Elena","Salinas",31,5
"424","Santa Elena","Salinas",27,2
"425","Santa Elena","Salinas",28,4
"426","Santa Elena","Salinas",14,3
"427","Santa Elena","Salinas",11,2
"428","Santa Elena","Salinas",16,4
"429","Santa Elena","Salinas",17,3
"430","Los Ríos","Babahoyo",27,4
"431","Los Ríos","Babahoyo",28,8
"432","Los Ríos","Babahoyo",1,2
"433","Los Ríos","Babahoyo",3,2
"434","Los Ríos","Babahoyo",23,2
"435","Los Ríos","Babahoyo",24,3
"436","Los Ríos","Babahoyo",26,9
"437","Los Ríos","Babahoyo",19,2
"438","Los Ríos","Babahoyo",21,11
"439","Los Ríos","Babahoyo",7,3
"440","Los Ríos","Babahoyo",8,4
"441","Los Ríos","Babahoyo",15,2
"442","Los Ríos","Babahoyo",29,6
"443","Los Ríos","Babahoyo",30,5
"444","Los Ríos","Babahoyo",33,2
"445","Los Ríos","Babahoyo",34,5
"446","Los Ríos","Babahoyo",35,3
"447","Los Ríos","Babahoyo",38,2
"448","Los Ríos","Babahoyo",36,2
"449","Los Ríos","Babahoyo",37,2
"450","Los Ríos","Babahoyo",25,2
"451","Los Ríos","Babahoyo",13,2
"452","Los Ríos","Babahoyo",20,7
"453","Los Ríos","Babahoyo",40,3
"454","Los Ríos","Babahoyo",49,2
"455","Los Ríos","Babahoyo",11,2
"456","Los Ríos","Babahoyo",6,2
"457","Los Ríos","Babahoyo",5,3
"458","Orellana","Orellana",13,4
"459","Orellana","Orellana",39,2
"460","Orellana","Orellana",29,2
"461","Orellana","Orellana",9,3
"462","Orellana","Orellana",14,2
"463","Orellana","Orellana",19,2
"464","Orellana","Orellana",34,2
"465","Orellana","Orellana",40,2
"466","Orellana","Orellana",43,3
"467","Orellana","Orellana",47,2
"468","Orellana","Orellana",51,2
"469","Orellana","Orellana",52,2
"470","Orellana","Orellana",46,3
"471","Guayas","Playas",22,2
"472","Guayas","Playas",18,4
"473","Guayas","Playas",19,3
"474","Guayas","Playas",29,2
"475","El Oro","Pasaje",9,2
"476","El Oro","Pasaje",4,3
"477","El Oro","Pasaje",8,2
"478","El Oro","Pasaje",18,2
"479","El Oro","Pasaje",17,5
"480","El Oro","Pasaje",21,2
"481","El Oro","Pasaje",22,6
"482","El Oro","Pasaje",26,3
"483","El Oro","Pasaje",27,2
"484","El Oro","Pasaje",28,2
"485","El Oro","Pasaje",29,3
"486","El Oro","Pasaje",31,3
"487","El Oro","Pasaje",35,2
"488","El Oro","Pasaje",15,2
"489","El Oro","Pasaje",10,2
"490","El Oro","Pasaje",36,2
"491","Manabí","Pichincha",20,2
"492","Napo","Tena",17,2
"493","Napo","Tena",3,4
"494","Napo","Tena",5,4
"495","Napo","Tena",6,6
"496","Napo","Tena",8,4
"497","Napo","Tena",2,4
"498","Napo","Tena",4,4
"499","Napo","Tena",11,2
"500","Napo","Tena",15,5
"501","Napo","Tena",16,2
"502","Napo","Tena",18,2
"503","Napo","Tena",23,3
"504","Napo","Tena",19,2
"505","Napo","Tena",21,2
"506","Napo","Tena",9,4
"507","Manabí","Chone",24,5
"508","Manabí","Chone",26,2
"509","Manabí","Chone",10,3
"510","Manabí","Chone",11,2
"511","Manabí","Chone",21,2
"512","Manabí","Chone",22,2
"513","Manabí","Chone",27,5
"514","Manabí","Chone",30,2
"515","Manabí","Chone",35,2
"516","Manabí","Chone",44,2
"517","Manabí","Chone",20,2
"518","Manabí","Chone",12,2
"519","Manabí","Chone",14,2
"520","Guayas","Salitre",47,3
"521","Guayas","San Jacinto De Yaguachi",20,3
"522","Guayas","San Jacinto De Yaguachi",22,2
"523","Guayas","San Jacinto De Yaguachi",24,2
"524","Guayas","San Jacinto De Yaguachi",19,3
"525","Guayas","San Jacinto De Yaguachi",27,2
"526","Guayas","San Jacinto De Yaguachi",5,2
"527","Guayas","Daule",24,3
"528","Guayas","Daule",27,2
"529","Sucumbíos","Shushufindi",51,4
"530","Sucumbíos","Shushufindi",4,2
"531","Sucumbíos","Shushufindi",5,2
"532","Sucumbíos","Shushufindi",14,2
"533","Sucumbíos","Shushufindi",15,3
"534","Sucumbíos","Shushufindi",17,3
"535","Sucumbíos","Shushufindi",18,3
"536","Sucumbíos","Shushufindi",21,2
"537","Sucumbíos","Shushufindi",31,2
"538","Sucumbíos","Shushufindi",50,2
"539","Sucumbíos","Shushufindi",10,2
"540","Sucumbíos","Shushufindi",11,4
"541","Sucumbíos","Shushufindi",13,2
"542","Sucumbíos","Shushufindi",3,2
"543","Sucumbíos","Shushufindi",22,2
"544","Sucumbíos","Shushufindi",52,2
"545","Sucumbíos","Shushufindi",48,2
"546","Guayas","Naranjito",28,2
"547","Guayas","Naranjito",19,2
"548","Guayas","Naranjito",29,2
"549","El Oro","El Guabo",20,4
"550","El Oro","El Guabo",24,3
"551","El Oro","El Guabo",26,4
"552","El Oro","El Guabo",23,2
"553","El Oro","El Guabo",25,2
"554","El Oro","El Guabo",11,2
"555","El Oro","El Guabo",17,2
"556","Manabí","Portoviejo",1,4
"557","Manabí","Portoviejo",23,7
"558","Manabí","Portoviejo",24,9
"559","Manabí","Portoviejo",25,6
"560","Manabí","Portoviejo",9,8
"561","Manabí","Portoviejo",10,4
"562","Manabí","Portoviejo",11,7
"563","Manabí","Portoviejo",12,11
"564","Manabí","Portoviejo",13,2
"565","Manabí","Portoviejo",14,6
"566","Manabí","Portoviejo",16,7
"567","Manabí","Portoviejo",15,4
"568","Manabí","Portoviejo",17,4
"569","Manabí","Portoviejo",18,9
"570","Manabí","Portoviejo",19,6
"571","Manabí","Portoviejo",20,6
"572","Manabí","Portoviejo",8,5
"573","Manabí","Portoviejo",27,7
"574","Manabí","Portoviejo",29,3
"575","Manabí","Portoviejo",30,2
"576","Manabí","Portoviejo",31,4
"577","Manabí","Portoviejo",33,5
"578","Manabí","Portoviejo",41,2
"579","Manabí","Portoviejo",47,4
"580","Manabí","Portoviejo",50,2
"581","Manabí","Portoviejo",51,2
"582","Manabí","Portoviejo",3,5
"583","Manabí","Portoviejo",26,2
"584","Manabí","Portoviejo",7,7
"585","Manabí","Portoviejo",28,3
"586","Manabí","Portoviejo",35,4
"587","Manabí","Portoviejo",43,2
"588","Manabí","Portoviejo",2,2
"589","Manabí","Portoviejo",5,2
"590","Manabí","Portoviejo",4,2
"591","Manabí","Portoviejo",21,3
"592","Manabí","Portoviejo",34,2
"593","Manabí","Portoviejo",37,2
"594","Manabí","Portoviejo",36,2
"595","Manabí","Portoviejo",40,3
"596","Guayas","Balzar",13,2
"597","Guayas","Balzar",22,2
"598","Guayas","Balzar",25,2
"599","Guayas","Balzar",14,2
"600","Guayas","Balzar",39,2
"601","Guayas","Balzar",18,2
"602","Los Ríos","Ventanas",24,2
"603","Los Ríos","Ventanas",11,2
"604","Los Ríos","Ventanas",18,2
"605","Los Ríos","Ventanas",21,2
"606","Los Ríos","Ventanas",13,2
"607","Los Ríos","Ventanas",8,5
"608","Los Ríos","Ventanas",2,2
"609","Los Ríos","Ventanas",3,2
"610","Los Ríos","Ventanas",16,2
"611","Manabí","Bolívar",3,2
"612","Manabí","Bolívar",4,2
"613","Manabí","Bolívar",5,2
"614","Manabí","Bolívar",24,3
"615","Manabí","Bolívar",26,3
"616","Manabí","Bolívar",27,2
"617","Manabí","Bolívar",7,2
"618","Manabí","Bolívar",8,2
"619","Manabí","Bolívar",9,4
"620","Manabí","Bolívar",10,3
"621","Manabí","Bolívar",11,4
"622","Manabí","Bolívar",12,3
"623","Manabí","Bolívar",15,2
"624","Manabí","Bolívar",19,2
"625","Manabí","Bolívar",20,2
"626","Manabí","Bolívar",22,3
"627","Manabí","Bolívar",31,2
"628","Manabí","Paján",35,2
"629","Manabí","Paján",42,2
"630","Manabí","Manta",3,2
"631","Manabí","Manta",8,4
"632","Manabí","Manta",11,2
"633","Manabí","Manta",9,2
"634","Manabí","Manta",13,3
"635","Manabí","Manta",17,8
"636","Manabí","Manta",28,5
"637","Manabí","Manta",22,8
"638","Manabí","Manta",21,6
"639","Manabí","Manta",24,3
"640","Manabí","Manta",26,12
"641","Manabí","Manta",23,5
"642","Manabí","Manta",25,6
"643","Manabí","Manta",16,2
"644","Manabí","Manta",18,9
"645","Manabí","Manta",15,3
"646","Manabí","Manta",20,15
"647","Manabí","Manta",19,7
"648","Manabí","Manta",30,2
"649","Manabí","Manta",27,9
"650","Manabí","Manta",29,6
"651","Manabí","Manta",31,2
"652","Manabí","Manta",33,3
"653","Manabí","Manta",34,6
"654","Manabí","Manta",35,11
"655","Manabí","Manta",36,5
"656","Manabí","Manta",37,3
"657","Manabí","Manta",38,5
"658","Manabí","Manta",40,3
"659","Manabí","Manta",43,4
"660","Manabí","Manta",41,5
"661","Manabí","Manta",42,4
"662","Manabí","Manta",45,8
"663","Manabí","Manta",49,5
"664","Manabí","Manta",51,4
"665","Manabí","Manta",50,2
"666","Manabí","Manta",52,3
"667","Manabí","Manta",39,2
"668","Cotopaxi","Pangua",22,2
"669","Pichincha","Quito",1,2
"670","Pichincha","Quito",17,3
"671","Pichincha","Quito",9,2
"672","Pichincha","Quito",21,3
"673","Pichincha","Quito",6,2
"674","Pichincha","Quito",7,2
"675","Pichincha","Quito",18,2
"676","Pichincha","Quito",44,2
"677","Pichincha","Quito",15,3
"678","Pichincha","Quito",47,2
"679","Pichincha","Quito",50,2
"680","Pichincha","Quito",23,2
"681","Los Ríos","Vinces",24,2
"682","Los Ríos","Vinces",11,2
"683","Manabí","El Carmen",22,2
"684","Manabí","El Carmen",20,3
"685","Manabí","El Carmen",21,2
"686","Manabí","El Carmen",29,3
"687","Manabí","El Carmen",50,2
"688","Galápagos","Santa Cruz",24,5
"689","Galápagos","Santa Cruz",25,2
"690","Los Ríos","Urdaneta",27,2
"691","Los Ríos","Urdaneta",37,2
"692","Los Ríos","Urdaneta",41,2
"693","Los Ríos","Urdaneta",25,2
"694","Loja","Macará",17,3
"695","Loja","Macará",20,6
"696","Loja","Macará",21,2
