SOURCE,TARGET,WEIGHT
1,2,2.02977684
1,3,2.809568281
1,4,3.286136097
1,5,2.068777583
1,6,3.252802764
1,7,2.298141664
1,8,2.431934926
1,9,2.690085409
1,10,3.149562023
1,11,0.313997338
1,12,2.420040055
1,13,2.814974905
1,14,2.043751472
1,15,1.778295264
1,16,1.688681719
1,17,2.689974905
1,18,3.056969431
1,19,1.660099414
1,20,0.251731141
1,21,2.455602979
1,22,2.897343408
1,23,1.853872757
1,24,0.952149025
1,25,1.281754784
1,26,2.55871021
1,27,2.043513619
1,28,0.406869481
1,29,1.992937948
1,30,1.330996465
1,31,1.821071771
1,32,1.45632068
1,33,2.134382002
1,34,1.067365512
1,35,0.970378239
1,36,0.888736103
1,37,1.302033621
1,38,0.168981481
1,39,1.322097978
1,40,0.750019911
1,41,0.656931269
1,42,0.987686805
1,43,2.088080339
1,44,0.828088755
1,45,0.687511914
1,46,1.644598927
1,47,0.649955449
1,48,0.922262099
1,49,0.415190418
1,50,1.448170038
1,51,2.226700274
1,52,0.108895643
1,53,0.366918546
1,54,0.090909091
1,55,1.776607413
1,56,0.157407407
1,57,0.355729191
1,58,1.160038302
1,59,0.438124349
1,60,1.475859459
1,61,1.164144199
1,62,0.332420635
1,63,0.535771975
1,64,1.31588332
1,65,2.263122246
1,66,1.709562534
1,67,0.226239741
1,68,0.777289979
1,69,0.090909091
1,70,0.021276596
1,71,0.483715743
1,72,0.344614567
1,73,0.166666667
1,74,0.242517007
1,75,0.086956522
1,76,0.191123188
1,77,0.37896404
1,78,0.057142857
1,79,0.040816327
1,80,0.398701299
1,81,0.333828481
1,82,1.254195688
1,83,0.196363636
1,84,0.049054374
1,85,0.267832168
1,86,0.106060606
1,87,0.166826652
1,88,0.106060606
1,89,0.090909091
1,91,0.1
1,92,0.066666667
1,93,0.410837972
1,95,0.084920635
1,96,0.0625
2,1,2.671843444
2,3,2.55093683
2,4,3.179909398
2,5,1.655860373
2,6,2.955666973
2,7,2.487915198
2,8,2.609116322
2,9,2.527962522
2,10,2.858150138
2,11,0.272591645
2,12,1.890494563
2,13,2.846843444
2,14,1.992127694
2,15,1.794195996
2,16,1.733541774
2,17,2.887752535
2,18,2.965326064
2,19,1.738746836
2,20,0.063829787
2,21,2.915107607
2,22,2.594459662
2,23,1.445064919
2,24,0.754166254
2,25,0.877813942
2,26,1.96091018
2,27,1.681351742
2,28,0.14348665
2,29,2.235910701
2,30,1.092685698
2,31,1.38029523
2,32,1.367722024
2,33,2.455819762
2,34,1.441009395
2,35,0.358750091
2,36,0.761669861
2,37,1.077796147
2,38,0.210648148
2,39,1.133816906
2,40,0.270006349
2,41,0.230960111
2,42,0.421347903
2,43,2.10753185
2,44,1.111202606
2,45,0.282773109
2,46,1.785894824
2,47,0.535180772
2,48,0.867675133
2,49,0.558618779
2,50,1.093027888
2,51,1.851469192
2,52,0.454305978
2,53,0.404084321
2,54,0.045454545
2,55,1.252827694
2,56,0.280092593
2,57,0.621066973
2,58,1.385237714
2,59,0.396397072
2,60,1.025746593
2,61,1.018774402
2,62,0.226190476
2,63,0.344013439
2,64,1.261506529
2,65,2.368536566
2,66,1.377143659
2,67,0.298473522
2,68,0.64724076
2,70,0.063829787
2,71,0.253018976
2,72,0.586673015
2,73,0.097222222
2,74,0.226190476
2,76,0.0625
2,77,0.278609069
2,78,0.057142857
2,79,0.020408163
2,80,0.553282828
2,81,0.42399485
2,82,1.627747701
2,83,0.045454545
2,84,0.063829787
2,85,0.120454545
2,86,0.111742424
2,87,0.361820064
2,88,0.111742424
2,89,0.045454545
2,90,0.125
2,91,0.075
2,92,0.022222222
2,93,0.512760256
2,95,0.028571429
2,96,0.03125
3,1,2.769434678
3,2,2.167747038
3,4,3.270295733
3,5,2.076002273
3,6,3.191507854
3,7,2.609919811
3,8,2.772018139
3,9,2.870043208
3,10,2.848999437
3,11,0.400585234
3,12,2.120909257
3,13,2.913110434
3,14,2.402649523
3,15,2.1764477
3,16,1.886628823
3,17,2.889120535
3,18,3.1869624
3,19,1.97425738
3,20,0.291826241
3,21,2.624741451
3,22,2.742614155
3,23,2.029605533
3,24,1.077071445
3,25,1.357409802
3,26,2.34036948
3,27,1.602923134
3,28,0.384643803
3,29,2.415403852
3,30,1.756398958
3,31,1.880813269
3,32,1.204646221
3,33,2.158764213
3,34,0.968686266
3,35,1.089632241
3,36,1.002077315
3,37,1.20670168
3,38,0.127314815
3,39,1.589968295
3,40,1.064270005
3,41,0.888656623
3,42,0.603885666
3,43,2.170627594
3,44,0.839588457
3,45,0.577251901
3,46,1.486790559
3,47,0.478633362
3,48,1.022956319
3,49,0.591612829
3,50,1.707602662
3,51,1.885917867
3,52,0.167659574
3,53,0.273975045
3,54,0.28009828
3,55,1.795785438
3,56,0.527152152
3,57,0.308917359
3,58,1.125504551
3,59,0.704953378
3,60,1.332090007
3,61,1.384649884
3,62,0.249087302
3,63,0.530471522
3,64,1.139373856
3,65,2.075567293
3,66,1.486792854
3,67,0.305595692
3,68,0.827916125
3,69,0.090909091
3,70,0.127659574
3,71,0.362933668
3,72,0.535045938
3,73,0.161111111
3,74,0.240816327
3,75,0.02173913
3,76,0.08423913
3,77,0.579527335
3,78,0.028571429
3,79,0.142857143
3,80,0.497123016
3,81,0.240691226
3,82,1.317973926
3,83,0.150909091
3,84,0.344626541
3,85,0.140909091
3,86,0.299037674
3,87,0.18008658
3,88,0.109848485
3,89,0.090909091
3,90,0.03125
3,91,0.05
3,92,0.111111111
3,93,0.574368687
3,94,0.189189189
3,95,0.084920635
4,1,35.46043724
4,2,25.93407652
4,3,35.00060167
4,5,32.58777157
4,6,38.76930978
4,7,33.00198323
4,8,35.57440142
4,9,35.36937089
4,10,38.29962252
4,11,6.013344468
4,12,32.87362088
