"","PROVINCIA","CANTON","SE","NÚM..CASOS"
"981","9","NARANJAL",19,1
"982","9","NARANJAL",6,1
"983","9","NARANJAL",3,1
"984","9","NARANJAL",9,1
"985","9","NARANJAL",23,1
"986","9","NARANJAL",33,1
"987","9","NARANJAL",38,1
"988","9","NARANJAL",47,1
"989","9","NARANJAL",10,1
"990","9","NARANJAL",24,1
"991","9","NARANJAL",13,1
"992","9","NARANJAL",35,1
"993","9","NARANJITO",30,1
"994","9","NARANJITO",32,1
"995","9","NARANJITO",27,1
"996","9","NARANJITO",15,1
"997","9","NARANJITO",18,1
"998","9","NARANJITO",28,1
"999","9","NARANJITO",26,1
"1000","9","SAN JACINTO DE YAGUACHI",36,1
"1001","9","SAN JACINTO DE YAGUACHI",20,1
"1002","9","SAN JACINTO DE YAGUACHI",40,1
"1003","9","SAN JACINTO DE YAGUACHI",31,1
"1004","9","SAN JACINTO DE YAGUACHI",21,1
"1005","9","SAN JACINTO DE YAGUACHI",38,1
"1006","9","SAN JACINTO DE YAGUACHI",24,1
"1007","9","SAN JACINTO DE YAGUACHI",12,1
"1008","9","SAN JACINTO DE YAGUACHI",34,1
"1009","9","SAN JACINTO DE YAGUACHI",27,1
"1010","9","SAN JACINTO DE YAGUACHI",4,1
"1011","9","SAN JACINTO DE YAGUACHI",11,1
"1012","9","SAN JACINTO DE YAGUACHI",25,1
"1013","9","PLAYAS",27,1
"1014","9","PLAYAS",20,1
"1015","9","PLAYAS",15,1
"1016","9","PLAYAS",35,1
"1017","9","PLAYAS",26,1
"1018","9","PLAYAS",8,1
"1019","10","IBARRA",3,1
"1020","10","IBARRA",11,1
"1021","10","IBARRA",10,1
"1022","11","LOJA",43,1
"1023","11","LOJA",29,1
"1024","11","LOJA",27,1
"1025","11","LOJA",20,1
"1026","11","LOJA",11,1
"1027","11","ESPINDOLA",10,1
"1028","11","ESPINDOLA",9,1
"1029","11","MACARA",16,1
"1030","11","MACARA",23,1
"1031","11","MACARA",34,1
"1032","11","MACARA",17,1
"1033","11","PUYANGO",13,1
"1034","11","PUYANGO",8,1
"1035","12","BABAHOYO",45,1
"1036","12","BABAHOYO",21,1
"1037","12","BABAHOYO",33,1
"1038","12","BABAHOYO",25,1
"1039","12","BABAHOYO",31,1
"1040","12","BABAHOYO",28,1
"1041","12","BABAHOYO",32,1
"1042","12","BABAHOYO",34,1
"1043","12","BABAHOYO",44,1
"1044","12","BABAHOYO",41,1
"1045","12","BABAHOYO",39,1
"1046","12","BABAHOYO",27,1
"1047","12","BABA",1,1
"1048","12","BABA",17,1
"1049","12","BABA",18,1
"1050","12","BABA",16,1
"1051","12","BABA",14,1
"1052","12","BABA",2,1
"1053","12","BABA",13,1
"1054","12","PUEBLOVIEJO",6,1
"1055","12","PUEBLOVIEJO",5,1
"1056","12","QUEVEDO",46,1
"1057","12","QUEVEDO",47,1
"1058","12","QUEVEDO",33,1
"1059","12","QUEVEDO",30,1
"1060","12","QUEVEDO",40,1
"1061","12","URDANETA",20,1
"1062","12","URDANETA",29,1
"1063","12","URDANETA",16,1
"1064","12","VENTANAS",51,1
"1065","12","VENTANAS",15,1
"1066","12","VENTANAS",24,1
"1067","12","VENTANAS",50,1
"1068","12","VENTANAS",11,1
"1069","12","VENTANAS",43,1
"1070","12","VENTANAS",10,1
"1071","12","VENTANAS",48,1
"1072","12","VENTANAS",27,1
"1073","12","VENTANAS",37,1
"1074","12","VENTANAS",39,1
"1075","12","VENTANAS",32,1
"1076","12","VENTANAS",36,1
"1077","12","VENTANAS",9,1
"1078","12","VINCES",16,1
"1079","12","VINCES",45,1
"1080","12","VINCES",25,1
"1081","12","VINCES",18,1
"1082","12","VINCES",6,1
"1083","12","VINCES",38,1
"1084","12","VINCES",32,1
"1085","12","VINCES",2,1
"1086","12","BUENA FE",51,1
"1087","12","BUENA FE",50,1
"1088","12","BUENA FE",22,1
"1089","12","BUENA FE",3,1
"1090","12","BUENA FE",23,1
"1091","12","BUENA FE",1,1
"1092","12","BUENA FE",28,1
"1093","12","BUENA FE",27,1
"1094","12","BUENA FE",24,1
"1095","12","BUENA FE",39,1
"1096","13","PORTOVIEJO",24,1
"1097","13","PORTOVIEJO",4,1
"1098","13","PORTOVIEJO",7,1
"1099","13","PORTOVIEJO",6,1
"1100","13","PORTOVIEJO",25,1
"1101","13","PORTOVIEJO",34,1
"1102","13","PORTOVIEJO",46,1
"1103","13","PORTOVIEJO",3,1
"1104","13","PORTOVIEJO",51,1
"1105","13","PORTOVIEJO",19,1
"1106","13","PORTOVIEJO",47,1
"1107","13","PORTOVIEJO",40,1
"1108","13","PORTOVIEJO",35,1
"1109","13","PORTOVIEJO",29,1
"1110","13","PORTOVIEJO",22,1
"1111","13","PORTOVIEJO",23,1
"1112","13","PORTOVIEJO",36,1
"1113","13","PORTOVIEJO",52,1
"1114","13","BOLIVAR",8,1
"1115","13","BOLIVAR",11,1
"1116","13","BOLIVAR",10,1
"1117","13","BOLIVAR",37,1
"1118","13","BOLIVAR",29,1
"1119","13","BOLIVAR",13,1
"1120","13","BOLIVAR",51,1
"1121","13","BOLIVAR",30,1
"1122","13","BOLIVAR",34,1
"1123","13","BOLIVAR",40,1
"1124","13","BOLIVAR",49,1
"1125","13","CHONE",23,1
"1126","13","CHONE",13,1
"1127","13","CHONE",24,1
"1128","13","CHONE",8,1
"1129","13","CHONE",32,1
"1130","13","CHONE",9,1
"1131","13","CHONE",2,1
"1132","13","CHONE",20,1
"1133","13","CHONE",12,1
"1134","13","CHONE",5,1
"1135","13","EL CARMEN",23,1
"1136","13","EL CARMEN",43,1
"1137","13","EL CARMEN",25,1
"1138","13","EL CARMEN",14,1
"1139","13","EL CARMEN",15,1
"1140","13","EL CARMEN",8,1
"1141","13","EL CARMEN",17,1
"1142","13","EL CARMEN",36,1
"1143","13","EL CARMEN",16,1
"1144","13","FLAVIO ALFARO",1,1
"1145","13","FLAVIO ALFARO",8,1
"1146","13","FLAVIO ALFARO",6,1
"1147","13","FLAVIO ALFARO",9,1
"1148","13","FLAVIO ALFARO",17,1
"1149","13","FLAVIO ALFARO",16,1
"1150","13","FLAVIO ALFARO",13,1
"1151","13","JIPIJAPA",45,1
"1152","13","JIPIJAPA",44,1
"1153","13","JIPIJAPA",42,1
"1154","13","JIPIJAPA",41,1
"1155","13","JIPIJAPA",46,1
"1156","13","JIPIJAPA",37,1
"1157","13","JIPIJAPA",43,1
"1158","13","JIPIJAPA",47,1
"1159","13","JIPIJAPA",49,1
"1160","13","JIPIJAPA",33,1
"1161","13","MANTA",50,1
"1162","13","MANTA",51,1
"1163","13","MANTA",42,1
"1164","13","MANTA",44,1
"1165","13","MANTA",1,1
"1166","13","MANTA",43,1
"1167","13","PAJAN",26,1
"1168","13","PAJAN",39,1
"1169","13","PAJAN",8,1
"1170","13","PAJAN",24,1
"1171","13","PAJAN",4,1
"1172","13","PAJAN",38,1
"1173","13","PAJAN",14,1
"1174","13","PAJAN",13,1
"1175","13","PAJAN",36,1
"1176","13","PAJAN",52,1
"1177","13","PAJAN",1,1
"1178","13","PAJAN",16,1
"1179","13","PAJAN",6,1
"1180","13","PICHINCHA",19,1
"1181","13","PICHINCHA",6,1
"1182","13","PICHINCHA",17,1
"1183","13","PICHINCHA",26,1
"1184","13","PICHINCHA",10,1
"1185","13","ROCAFUERTE",38,1
"1186","13","ROCAFUERTE",23,1
"1187","13","ROCAFUERTE",16,1
"1188","13","ROCAFUERTE",44,1
"1189","13","ROCAFUERTE",20,1
"1190","13","ROCAFUERTE",27,1
"1191","13","SUCRE",10,1
"1192","13","SUCRE",21,1
"1193","13","SUCRE",12,1
"1194","13","SUCRE",28,1
"1195","13","SAN VICENTE",24,1
"1196","13","SAN VICENTE",25,1
"1197","14","MORONA",10,1
"1198","14","MORONA",48,1
"1199","14","MORONA",8,1
"1200","14","MORONA",6,1
"1201","14","MORONA",46,1
"1202","14","MORONA",42,1
"1203","14","MORONA",41,1
"1204","14","MORONA",13,1
"1205","14","TAISHA",43,1
"1206","14","TAISHA",48,1
"1207","14","TAISHA",46,1
"1208","14","TAISHA",42,1
"1209","14","TAISHA",49,1
"1210","15","TENA",21,1
"1211","15","TENA",20,1
"1212","15","TENA",23,1
"1213","15","TENA",1,1
"1214","15","TENA",31,1
"1215","15","TENA",30,1
"1216","15","TENA",45,1
"1217","15","TENA",41,1
"1218","15","TENA",44,1
"1219","15","TENA",48,1
"1220","15","TENA",28,1
"1221","15","TENA",43,1
"1222","15","TENA",51,1
"1223","15","TENA",49,1
"1224","15","TENA",25,1
"1225","15","TENA",35,1
"1226","15","TENA",52,1
"1227","15","TENA",38,1
"1228","15","TENA",32,1
"1229","15","TENA",3,1
"1230","15","TENA",15,1
"1231","16","PASTAZA",13,1
"1232","16","PASTAZA",51,1
"1233","16","PASTAZA",32,1
"1234","16","PASTAZA",36,1
"1235","16","PASTAZA",52,1
"1236","16","PASTAZA",39,1
"1237","16","PASTAZA",12,1
"1238","16","PASTAZA",20,1
"1239","17","QUITO",9,1
"1240","17","QUITO",38,1
"1241","17","QUITO",16,1
"1242","17","QUITO",18,1
"1243","17","QUITO",35,1
"1244","17","QUITO",17,1
"1245","17","QUITO",22,1
"1246","17","QUITO",20,1
"1247","17","QUITO",8,1
"1248","17","QUITO",30,1
"1249","17","QUITO",40,1
"1250","17","QUITO",32,1
"1251","17","PEDRO VICENTE MALDONADO",10,1
"1252","17","PEDRO VICENTE MALDONADO",8,1
"1253","17","PEDRO VICENTE MALDONADO",6,1
"1254","17","PEDRO VICENTE MALDONADO",22,1
"1255","17","PEDRO VICENTE MALDONADO",3,1
"1256","17","PEDRO VICENTE MALDONADO",16,1
"1257","17","PEDRO VICENTE MALDONADO",5,1
"1258","17","PEDRO VICENTE MALDONADO",9,1
"1259","18","AMBATO",13,1
"1260","18","AMBATO",12,1
"1261","18","AMBATO",3,1
"1262","19","ZAMORA",10,1
"1263","19","ZAMORA",11,1
"1264","19","ZAMORA",7,1
"1265","19","YANTZAZA",15,1
"1266","19","YANTZAZA",21,1
"1267","19","YANTZAZA",51,1
"1268","19","YANTZAZA",22,1
"1269","19","YANTZAZA",28,1
"1270","19","YANTZAZA",18,1
"1271","19","YANTZAZA",10,1
"1272","20","SANTA CRUZ",27,1
"1273","20","SANTA CRUZ",25,1
"1274","20","SANTA CRUZ",22,1
"1275","21","LAGO AGRIO",31,1
"1276","21","LAGO AGRIO",17,1
"1277","21","LAGO AGRIO",24,1
"1278","21","LAGO AGRIO",26,1
"1279","21","LAGO AGRIO",41,1
"1280","21","LAGO AGRIO",40,1
"1281","21","SHUSHUFINDI",27,1
"1282","21","SHUSHUFINDI",23,1
"1283","21","SHUSHUFINDI",51,1
"1284","21","SHUSHUFINDI",22,1
"1285","21","SHUSHUFINDI",50,1
"1286","21","SHUSHUFINDI",14,1
"1287","21","SHUSHUFINDI",18,1
"1288","21","SHUSHUFINDI",17,1
"1289","21","SHUSHUFINDI",3,1
"1290","21","SHUSHUFINDI",13,1
"1291","21","SHUSHUFINDI",9,1
"1292","22","ORELLANA",52,1
"1293","22","ORELLANA",28,1
"1294","22","ORELLANA",47,1
"1295","22","ORELLANA",27,1
"1296","22","ORELLANA",25,1
"1297","22","ORELLANA",42,1
"1298","22","ORELLANA",38,1
"1299","22","ORELLANA",49,1
"1300","22","AGUARICO",19,1
"1301","22","AGUARICO",21,1
"1302","22","AGUARICO",20,1
"1303","22","AGUARICO",18,1
"1304","23","SANTO DOMINGO",51,1
"1305","24","SANTA ELENA",50,1
"1306","24","SANTA ELENA",25,1
"1307","24","SANTA ELENA",13,1
"1308","24","SANTA ELENA",9,1
"1309","24","SANTA ELENA",31,1
"1310","24","SANTA ELENA",20,1
"1311","24","SANTA ELENA",4,1
"1312","24","LA LIBERTAD",15,1
"1313","24","LA LIBERTAD",33,1
"1314","24","LA LIBERTAD",13,1
"1315","24","LA LIBERTAD",46,1
"1316","24","LA LIBERTAD",8,1
"1317","24","LA LIBERTAD",7,1
"1318","24","LA LIBERTAD",24,1
"1319","24","SALINAS",26,1
"1320","24","SALINAS",12,1
"1321","24","SALINAS",24,1
"1322","24","SALINAS",29,1
"1323","24","SALINAS",19,1
"1324","24","SALINAS",28,1
"1325","24","SALINAS",11,1
