"","i","j","w"
"174",3,11,1.14075176599256
"175",3,12,1.18257342259683
"176",3,13,1.10679429166157
"177",3,14,1.12369456244342
"178",3,15,0.401786589415498
"179",3,16,0.634557727384335
"180",3,17,0.723049790876398
"181",3,18,1.11437004923733
"182",3,19,1.03288080104143
"183",3,20,0.406199974026581
"184",3,21,0.789043102791962
"185",3,22,0.327136690407671
"186",3,23,0.536988424174446
"187",3,24,0.797384681663727
"188",3,25,0.210952380952381
"189",3,26,0.618139015377387
"190",3,27,0.449801990645014
"191",3,28,0.604592432849644
"192",3,29,0.359678168537385
"193",3,30,0.767826270435487
"194",3,31,1.22894561859551
"195",3,32,0.469909665497901
"196",3,33,0.440031918564527
"197",3,34,0.709175244042525
"198",3,35,0.323886978238066
"199",3,36,1.51754210982358
"200",3,37,0.0494505494505494
"201",3,38,0.770124232164905
"202",3,39,0.239615653953889
"203",3,40,0.76812286924282
"204",3,41,0.201678876678877
"205",3,42,0.59277642212751
"206",3,43,1.05284000669922
"207",3,44,0.705492531827204
"208",3,45,1.26044669919556
"209",3,46,0.295383827641892
"210",3,47,0.56666901854465
"211",3,48,0.721799790876398
"212",3,49,1.07852021279926
"213",3,50,0.573573017321877
"214",3,51,0.26859649122807
"215",3,52,0.43635425817754
"216",3,53,0.907295544794404
"217",3,54,0.333708090583723
"218",3,55,0.623599424934097
"219",3,56,0.533530087062696
"220",3,57,0.47205598129763
"221",3,58,0.633592045358238
"222",3,59,0.352731069771743
"223",3,61,0.102564102564103
"224",3,62,0.0256410256410256
"225",3,64,0.03125
"226",3,65,0.05
"227",3,66,0.0277777777777778
"228",3,67,0.307875457875458
"229",3,68,0.0833333333333333
"230",3,69,0.393637177878827
"231",3,70,0.105263157894737
"232",3,71,0.0833333333333333
"233",3,72,0.0488095238095238
"234",3,73,0.12859097127223
"235",3,74,0.330723369101385
"236",3,75,0.234575569358178
"237",3,76,0.05
"238",3,77,0.124542124542125
"239",3,78,0.129043679189028
"240",3,79,0.0833333333333333
"241",3,81,0.0833333333333333
"242",3,82,0.0465116279069767
"243",3,83,0.111111111111111
"244",4,1,0.686497552195227
"245",4,2,0.734116599814274
"246",4,3,0.354200563648238
"247",4,5,0.734116599814274
"248",4,6,0.686497552195227
"249",4,7,0.686497552195227
"250",4,8,0.488955854653529
"251",4,9,0.538654654352329
"252",4,10,0.562588822036496
"253",4,11,0.706338822036496
"254",4,12,0.686497552195227
"255",4,13,0.697079562777237
"256",4,14,0.280177020874695
"257",4,15,0.299393549393549
"258",4,16,0.297141306588981
"259",4,17,0.562464178161853
"260",4,18,0.603329562777237
"261",4,19,0.597166744114419
"262",4,20,0.350232309679984
"263",4,21,0.532496229443904
"264",4,22,0.34879474574242
"265",4,23,0.426485342183017
"266",4,24,0.603914969612644
"267",4,25,0.09375
"268",4,26,0.54599950544718
"269",4,27,0.0788690476190476
"270",4,28,0.623823748823749
"271",4,29,0.101177891875566
"272",4,30,0.491601357299032
"273",4,31,0.734116599814274
"274",4,32,0.405349511599512
"275",4,33,0.375472794222794
"276",4,34,0.451333410781085
"277",4,35,0.25380291005291
"278",4,36,0.697079562777237
"279",4,37,0.135938135938136
"280",4,38,0.401833008083008
"281",4,39,0.215865384615385
"282",4,40,0.524415421363096
"283",4,41,0.125396825396825
"284",4,42,0.206981906981907
"285",4,43,0.467150114097789
"286",4,44,0.149934690632365
"287",4,45,0.590432737380412
"288",4,46,0.323323323323323
"289",4,47,0.40993485993486
"290",4,48,0.499588396536071
"291",4,49,0.598178463876138
"292",4,50,0.335571626269301
"293",4,51,0.0277777777777778
"294",4,52,0.161642411642412
"295",4,53,0.389043848491523
"296",4,54,0.193693693693694
"297",4,55,0.41832856527624
"298",4,56,0.299343018093018
"299",4,57,0.373787114484789
"300",4,58,0.298003288700963
"301",4,59,0.322160478410478
"302",4,61,0.0512820512820513
"303",4,62,0.0512820512820513
"304",4,64,0.03125
"305",4,66,0.0277777777777778
"306",4,67,0.0753968253968254
"307",4,69,0.189922480620155
"308",4,71,0.0846560846560847
"309",4,72,0.171693121693122
"310",4,74,0.0232558139534884
"311",4,75,0.09375
"312",4,77,0.0476190476190476
"313",4,78,0.15623741568509
"314",4,80,0.0476190476190476
"315",4,81,0.0580808080808081
"316",4,82,0.0232558139534884
"317",4,83,0.0825825825825826
"318",5,1,10.8206540841803
"319",5,2,12.4343610251506
"320",5,3,6.94072540174961
"321",5,4,3.14361519405124
"322",5,6,8.7496601964419
"323",5,7,11.7138641307407
"324",5,8,2.57272593082036
"325",5,9,10.6094755696874
"326",5,10,8.9800482534052
"327",5,11,8.83341645943527
"328",5,12,9.13361331028864
"329",5,13,8.21364317725517
"330",5,14,7.86544408047139
"331",5,15,4.21251134865111
"332",5,16,4.75088431082193
"333",5,17,4.85526529571266
"334",5,18,9.22671707576957
"335",5,19,8.29603749825277
"336",5,20,2.87813955220761
"337",5,21,6.52704900554885
"338",5,22,2.20318224498169
"339",5,23,6.07807536515489
"340",5,24,7.25392465080589
"341",5,25,1.57690476190476
"342",5,26,5.49797795441334
"343",5,27,2.77951714086136
"344",5,28,6.76660422028254
"345",5,29,2.60708787254461
"346",5,30,3.4017731356238
"347",5,31,11.2625565138724
"348",5,32,4.60810453436677
"349",5,33,4.02034970760855
"350",5,34,5.63628000655676
"351",5,35,3.46545315182339
"352",5,36,12.341768432558
"353",5,37,0.503093203093203
"354",5,38,6.12392471646297
"355",5,39,1.59813910312135
"356",5,40,5.87471608715627
"357",5,41,0.812973137973138
"358",5,42,4.28438804141045
"359",5,43,7.93872616271127
"360",5,44,2.93529856472953
"361",5,45,9.50908839053939
"362",5,46,3.83102685542146
"363",5,47,3.83321640840852
"364",5,48,5.10907745161578
"365",5,49,8.56000833809604
"366",5,50,4.08090651628511
"367",5,51,2.10756647877929
"368",5,52,4.05768670718661
"369",5,53,6.53655037670699
"370",5,54,1.72663207769376
"371",5,55,4.64175446792456
"372",5,56,5.01175713694736
"373",5,57,3.13726753697115
"374",5,58,3.41890637160728
"375",5,59,3.5055965816374
"376",5,60,0.285714285714286
"377",5,61,1.15727278061374
"378",5,62,0.102564102564103
"379",5,63,0.133333333333333
"380",5,64,0.18070652173913
"381",5,65,0.2
"382",5,66,0.138888888888889
"383",5,67,1.40877470877471
"384",5,68,0.291666666666667
"385",5,69,2.72529881636631
"386",5,70,0.578947368421053
"387",5,71,0.683862433862434
"388",5,72,0.972841826789195
"389",5,73,0.582527477711213
"390",5,74,2.38098756148663
"391",5,75,1.03100414078675
"392",5,76,0.357894736842105
"393",5,77,0.767032967032967
"394",5,78,0.965053115489162
"395",5,79,0.588963963963964
"396",5,80,0.341269841269841
"397",5,81,0.774747474747475
"398",5,82,0.800468544654591
"399",5,83,1.15446713580147
"400",6,1,3.1507470855222
"401",6,2,3.24550739767381
"402",6,3,1.55997796563951
"403",6,4,1.64941415886183
"404",6,5,3.24550739767381
"405",6,7,3.11507261506512
"406",6,8,1.5487347768272
"407",6,9,2.49666646405027
"408",6,10,2.67622328416016
"409",6,11,2.80458680457931
"410",6,12,2.71996569799418
"411",6,13,2.94397237874749
"412",6,14,1.85089028558106
"413",6,15,1.25274534072488
"414",6,16,1.88301743867898
"415",6,17,2.28775358643424
"416",6,18,2.82076109928621
"417",6,19,2.15092246782673
"418",6,20,1.20233229821123
"419",6,21,1.93379368451707
"420",6,22,1.37201820758814
"421",6,23,1.9751790574903
"422",6,24,2.2042500747338
"423",6,25,0.224702380952381
"424",6,26,1.95199975862479
"425",6,27,0.588919697650652
"426",6,28,2.0390127311676
"427",6,29,0.61635864126681
"428",6,30,1.58445605397629
"429",6,31,3.11217406434048
"430",6,32,1.73026718757769
"431",6,33,1.68852718910815
"432",6,34,2.16092617966868
"433",6,35,0.759679922805555
"434",6,36,3.17143332359974
"435",6,37,0.412942612942613
"436",6,38,1.83349213846778
"437",6,39,1.06978569942566
"438",6,40,1.92970024787888
"439",6,41,0.578540903540903
"440",6,42,1.03516254203817
"441",6,43,2.15394937075222
"442",6,44,0.829532987911921
"443",6,45,2.70777239612697
"444",6,46,1.50425451317505
"445",6,47,1.59207044133738
"446",6,48,2.13976461072788
"447",6,49,2.67514870455297
"448",6,50,1.09945195022219
"449",6,51,0.0732323232323232
"450",6,52,0.877770197335415
"451",6,53,2.05753512627763
"452",6,54,0.771353810838138
"453",6,55,1.71235317698211
"454",6,56,1.07647672791976
"455",6,57,1.50795266837651
"456",6,58,1.51888879411773
"457",6,59,0.807240615664529
"458",6,60,0.0714285714285714
"459",6,61,0.297212931995541
"460",6,62,0.0256410256410256
"461",6,63,0.133333333333333
"462",6,64,0.14945652173913
"463",6,65,0.05
"464",6,66,0.0555555555555556
"465",6,67,0.275134475134475
"466",6,68,0.0416666666666667
"467",6,69,0.957577918863828
"468",6,71,0.194444444444444
"469",6,72,0.524470899470899
"470",6,73,0.163073729892919
"471",6,74,0.242760905551603
"472",6,75,0.234847308488613
"473",6,76,0.05
"474",6,77,0.303663003663004
"475",6,78,0.650191378389053
"476",6,79,0.0686936936936937
"477",6,81,0.282323232323232
"478",6,82,0.0957373864350609
"479",6,83,0.449917758838299
"480",7,1,4.99355120361796
"481",7,2,5.48983817325531
"482",7,3,2.571829862953
"483",7,4,1.63085426849962
"484",7,5,5.48983817325531
"485",7,6,4.38359276898893
"486",7,8,1.95357076747915
"487",7,9,4.29711992976476
"488",7,10,4.49547246483787
"489",7,11,4.19620786659629
"490",7,12,4.20788861282371
"491",7,13,3.97047542038771
"492",7,14,3.24105572371056
"493",7,15,1.57306237990587
"494",7,16,2.54410182200174
"495",7,17,2.83439719389381
"496",7,18,4.33601989477086
"497",7,19,3.59314824981297
"498",7,20,1.60248734560465
"499",7,21,2.81406295527042
"500",7,22,1.0210437088745
"501",7,23,3.32557848122591
"502",7,24,3.36987580003944
"503",7,25,0.80452380952381
"504",7,26,2.73098990948639
"505",7,27,1.47083869426583
"506",7,28,3.07199592305464
"507",7,29,1.12040708100002
"508",7,30,1.69075530887261
"509",7,31,5.11339707049842
"510",7,32,2.13817764397952
"511",7,33,2.73667444195387
"512",7,34,3.53074767925837
"513",7,35,1.02598058516304
"514",7,36,5.26761595103309
"515",7,37,0.394057794057794
"516",7,38,3.0679487618685
"517",7,39,1.18992248314003
"518",7,40,2.62956728612806
"519",7,41,0.556135531135531
"520",7,42,1.89209784149769
"521",7,43,2.77290362935904
"522",7,44,1.41582879721223
"523",7,45,3.58113534480198
"524",7,46,2.09195306901062
"525",7,47,1.69020565508938
"526",7,48,2.2969781078563
"527",7,49,4.0553059862413
"528",7,50,1.70847453215572
"529",7,51,0.679862270960669
"530",7,52,2.09498460993922
"531",7,53,3.21418694001457
"532",7,54,0.671338531222252
"533",7,55,1.73884370500975
"534",7,56,2.4703672085437
"535",7,57,1.78332242137386
"536",7,58,1.46772851109141
"537",7,59,1.33050081177895
"538",7,60,0.142857142857143
"539",7,61,0.431758884390463
"540",7,62,0.153846153846154
"541",7,63,0.0444444444444444
"542",7,64,0.349184782608696
"543",7,65,0.175
"544",7,66,0.0833333333333333
"545",7,67,0.526875226875227
"546",7,68,0.125
"547",7,69,1.06339463085342
"548",7,70,0.0526315789473684
"549",7,71,0.231481481481481
"550",7,72,0.602367028682818
"551",7,73,0.359545261568942
"552",7,74,0.923417156843935
"553",7,75,0.460714285714286
"554",7,76,0.227631578947368
"555",7,77,0.22026862026862
"556",7,78,0.476050838696188
"557",7,79,0.287162162162162
"558",7,80,0.111111111111111
"559",7,81,0.243939393939394
"560",7,82,0.29958288097823
"561",7,83,0.977575026300664
"562",8,1,0.734160320081531
"563",8,2,0.734160320081531
"564",8,3,0.256081224976574
"565",8,4,0.52862567557335
"566",8,5,0.734160320081531
"567",8,6,0.734160320081531
"568",8,7,0.734160320081531
"569",8,9,0.406931992853204
"570",8,10,0.652910320081531
"571",8,11,0.697123283044494
"572",8,12,0.686541272462483
"573",8,13,0.734160320081531
"574",8,14,0.221994253389602
"575",8,15,0.119047619047619
"576",8,16,0.456630675526024
"577",8,17,0.528625114546325
"578",8,18,0.628836246007457
"579",8,19,0.625628574049785
"580",8,20,0.356167025062374
"581",8,21,0.311954062099411
"582",8,22,0.340460040605389
"583",8,23,0.420977766201303
"584",8,24,0.697123283044494
"585",8,25,0.03125
"586",8,26,0.569576986748198
"587",8,27,0.109565337763012
"588",8,28,0.517864914812589
"589",8,29,0.124375205770555
"590",8,30,0.357172494817844
"591",8,31,0.734160320081531
"592",8,32,0.413951780977643
"593",8,33,0.556683592459455
"594",8,34,0.505999123170334
"595",8,35,0.204856164303839
"596",8,36,0.734160320081531
"597",8,37,0.16955636955637
"598",8,38,0.272152839178701
"599",8,39,0.395995431771294
"600",8,40,0.459837659983009
"601",8,41,0.0738095238095238
"602",8,42,0.189987930685605
"603",8,43,0.323085523230872
"604",8,44,0.118184399579748
"605",8,45,0.634623283044494
"606",8,46,0.282625482625483
"607",8,47,0.294220734918409
"608",8,48,0.48085412927534
"609",8,49,0.660900246821458
"610",8,50,0.191200272595621
"611",8,52,0.305621005621006
"612",8,53,0.479544096715308
"613",8,54,0.118493909191584
"614",8,55,0.269031469176818
"615",8,56,0.323773209549072
"616",8,57,0.277203717901392
"617",8,58,0.259681648655185
"618",8,59,0.104510073260073
"619",8,61,0.0478632478632479
"620",8,62,0.0256410256410256
"621",8,63,0.0222222222222222
"622",8,64,0.0625
"623",8,67,0.0540540540540541
"624",8,69,0.155530946228621
"625",8,71,0.0740740740740741
"626",8,72,0.171693121693122
"627",8,73,0.0232558139534884
"628",8,74,0.100565681961031
"629",8,75,0.03125
"630",8,77,0.0222222222222222
"631",8,78,0.133374861572536
"632",8,79,0.0540540540540541
"633",8,81,0.0222222222222222
"634",8,82,0.0773098680075424
"635",8,83,0.037037037037037
"636",9,1,5.15789797054399
"637",9,2,6.0445835611682
"638",9,3,3.97716102594302
"639",9,4,1.07673756133058
"640",9,5,6.0445835611682
"641",9,6,3.70032210726945
"642",9,7,5.51042207048497
"643",9,8,0.74653604945305
"644",9,10,3.2502500909794
"645",9,11,4.59088403386381
"646",9,12,3.9056565418822
"647",9,13,3.33896425572927
"648",9,14,4.4051505418108
"649",9,15,1.32252570331524
"650",9,16,1.66575390218962
"651",9,17,1.7760195759954
"652",9,18,4.12881028191683
"653",9,19,3.72674868547644
"654",9,20,0.989463421551315
"655",9,21,3.11796558241474
"656",9,22,0.916769062030516
"657",9,23,1.97847579399593
"658",9,24,3.00548990713762
"659",9,25,0.754345238095238
"660",9,26,1.8887510834444
"661",9,27,1.46462439738362
"662",9,28,3.38164228046272
"663",9,29,1.4405502293379
"664",9,30,1.61065484844926
"665",9,31,4.74276651856168
"666",9,32,1.52529953308737
"667",9,33,1.711341689462
"668",9,34,1.52945693290673
"669",9,35,1.13933491861038
"670",9,36,5.97050948709412
"671",9,37,0.114285714285714
"672",9,38,2.80995192855267
"673",9,39,0.607420972367727
"674",9,40,3.17725101165434
"675",9,41,0.371916971916972
"676",9,42,1.4862900468155
"677",9,43,3.77144688558283
"678",9,44,1.50691003202212
"679",9,45,4.81611461695216
"680",9,46,0.903990599040655
"681",9,47,2.08105482176261
"682",9,48,2.37647562779299
"683",9,49,4.20926640030251
"684",9,50,2.54407949444599
"685",9,51,1.54751093808302
"686",9,52,1.94597064416629
"687",9,53,3.38826832238173
"688",9,54,1.00978976593233
"689",9,55,2.19885485249955
"690",9,56,2.27794165507713
"691",9,57,1.07053513473704
"692",9,58,1.46691224715855
"693",9,59,1.13666556488999
"694",9,61,0.738555418646952
"695",9,63,0.0666666666666667
"696",9,64,0.03125
"697",9,65,0.075
"698",9,66,0.0277777777777778
"699",9,67,0.833443883443883
"700",9,68,0.166666666666667
"701",9,69,1.07760934008269
"702",9,70,0.631578947368421
"703",9,71,0.267857142857143
"704",9,72,0.196693121693122
"705",9,73,0.414382753903486
"706",9,74,1.12268665152939
"707",9,75,0.841498447204969
"708",9,76,0.075
"709",9,77,0.286446886446886
"710",9,78,0.334117674960698
"711",9,79,0.274774774774775
"712",9,80,0.142857142857143
"713",9,81,0.304040404040404
"714",9,82,0.496057368150391
"715",9,83,0.2396862379621
"716",10,1,5.93303457441051
"717",10,2,6.28383453319001
"718",10,3,1.2890232456006
"719",10,4,2.81486335265405
"720",10,5,6.28383453319001
"721",10,6,4.49317988612905
"722",10,7,6.0974991294633
"723",10,8,2.28063474637252
"724",10,9,2.94208463866552
"725",10,11,4.44088806953417
"726",10,12,5.58548985937307
"727",10,13,3.939788832738
"728",10,14,3.2645572022075
"729",10,15,1.49460513373557
"730",10,16,3.19011701147697
"731",10,17,2.40354321928099
"732",10,18,5.45073909211503
"733",10,19,4.62739248490014
"734",10,20,1.91889418808023
"735",10,21,3.50751076847343
"736",10,22,1.18939150426721
"737",10,23,4.71061822320751
"738",10,24,3.55398752885573
"739",10,25,0.318095238095238
"740",10,26,3.31156468599811
"741",10,27,0.875811395223765
"742",10,28,4.14002390840653
"743",10,29,0.567706099973106
"744",10,30,1.20760847679452
"745",10,31,6.14097739033287
"746",10,32,1.96582949991871
"747",10,33,3.57413083490768
"748",10,34,4.84652505311838
"749",10,35,1.33387391961709
"750",10,36,5.11716786652334
"751",10,37,1.06617826617827
"752",10,38,3.33401232278272
"753",10,39,1.14443286598459
"754",10,40,2.3691044887628
"755",10,41,0.151037851037851
"756",10,42,1.0006817494684
"757",10,43,1.67706686081812
"758",10,44,0.783820598006644
"759",10,45,2.74805732836032
"760",10,46,3.52820821471595
"761",10,47,2.00366792245458
"762",10,48,1.57466295279203
"763",10,49,3.58331056250014
"764",10,50,1.79288922505481
"765",10,51,0.309813664596273
"766",10,52,2.8273113064865
"767",10,53,3.93360626900395
"768",10,54,0.628472159867509
"769",10,55,1.66092030988897
"770",10,56,1.96144434271474
"771",10,57,1.47969306317342
"772",10,58,0.811890021232443
"773",10,59,1.62399195007891
"774",10,60,0.321428571428571
"775",10,61,0.484503901895206
"776",10,62,0.282051282051282
"777",10,63,0.133333333333333
"778",10,64,0.429347826086957
"779",10,65,0.05
"780",10,66,0.0277777777777778
"781",10,67,0.174933174933175
"782",10,69,0.822380840542382
"783",10,71,0.698412698412698
"784",10,72,1.90204678362573
"785",10,73,0.218925421010425
"786",10,74,1.30381642958142
"787",10,75,0.0952380952380952
"788",10,76,0.313157894736842
"789",10,77,0.254212454212454
"790",10,78,0.399508437299135
"791",10,79,0.0540540540540541
"792",10,80,0.642857142857143
"793",10,81,0.193939393939394
"794",10,82,0.147077309868008
"795",10,83,0.96189675432554
"796",11,1,3.38022368650802
"797",11,2,3.62142657569045
"798",11,3,1.79258545779221
"799",11,4,1.62022428330568
"800",11,5,3.62142657569045
"801",11,6,3.19318575304561
"802",11,7,3.57380752807141
"803",11,8,1.56621889068762
"804",11,9,3.10305515242773
"805",11,10,2.9707892035167
"806",11,12,2.92047029059624
"807",11,13,3.1864517463116
"808",11,14,2.17773413582882
"809",11,15,1.32120956507146
"810",11,16,2.06034157184123
"811",11,17,2.43753993847925
"812",11,18,3.10014941136796
"813",11,19,2.36958434112763
"814",11,20,1.30802661952628
"815",11,21,1.92563276497745
"816",11,22,1.2425152016822
"817",11,23,2.08344130624159
"818",11,24,2.50210215396218
"819",11,25,0.118869047619048
"820",11,26,1.61273693584697
"821",11,27,0.637838742012583
"822",11,28,2.20490025413988
"823",11,29,0.934696568975462
"824",11,30,1.52423355448321
"825",11,31,3.46879499674308
"826",11,32,1.64450857205675
"827",11,33,1.80898882256641
"828",11,34,2.42644230505216
"829",11,35,0.513321772769447
"830",11,36,3.58438953865342
"831",11,37,0.598901098901099
"832",11,38,2.01407560638611
"833",11,39,1.15005106596131
"834",11,40,2.07733492281771
"835",11,41,0.530586080586081
"836",11,42,0.753750094447769
"837",11,43,2.08031606920703
"838",11,44,1.15173355448321
"839",11,45,2.90623594213235
"840",11,46,1.6376158666451
"841",11,47,1.34185699255467
"842",11,48,2.35212044430976
"843",11,49,2.92205580125069
"844",11,50,1.38980989685488
"845",11,51,0.228995215311005
"846",11,52,1.16798272085356
"847",11,53,2.35227248491552
"848",11,54,0.842689533387208
"849",11,55,1.81334393484359
"850",11,56,1.25768053509973
"851",11,57,1.93396931015922
"852",11,58,1.5909947637364
"853",11,59,0.406917810450419
"854",11,61,0.324786324786325
"855",11,62,0.0512820512820513
"856",11,63,0.222222222222222
"857",11,64,0.0747282608695652
"858",11,65,0.1
"859",11,66,0.0833333333333333
"860",11,67,0.229145629145629
"861",11,68,0.0833333333333333
"862",11,69,0.929657802298021
"863",11,70,0.0526315789473684
"864",11,71,0.158730158730159
"865",11,72,0.462433862433862
"866",11,73,0.20479739610359
"867",11,74,0.367270009864869
"868",11,75,0.178869047619048
"869",11,76,0.1
"870",11,77,0.297313797313797
"871",11,78,0.507839302170698
"872",11,79,0.137387387387387
"873",11,80,0.0476190476190476
"874",11,81,0.313131313131313
"875",11,82,0.376464202045597
"876",11,83,0.637870929400165
"877",12,1,2.68737498913628
"878",12,2,2.86293685267769
"879",12,3,1.11110925793782
"880",12,4,1.36577421911724
"881",12,5,2.86293685267769
"882",12,6,2.3906634849019
"883",12,7,2.72836128331951
"884",12,8,1.3049301269179
"885",12,9,1.76447017083
"886",12,10,2.40963747037709
"887",12,11,2.21196943082926
"888",12,13,2.29379417064128
"889",12,14,1.31346352003178
"890",12,15,0.854909592377623
"891",12,16,1.24645199957347
"892",12,17,1.42818393546582
"893",12,18,2.46726274270825
"894",12,19,2.10188296801447
"895",12,20,1.01440027513044
"896",12,21,1.66587502601881
"897",12,22,0.803337039914391
"898",12,23,1.89342626909333
"899",12,24,1.74239954156123
"900",12,25,0.166666666666667
"901",12,26,1.67601729257028
"902",12,27,0.560154968868836
"903",12,28,2.03216662829468
"904",12,29,0.423513595385064
"905",12,30,0.993570846692315
"906",12,31,2.76863860706365
"907",12,32,1.2260007475205
"908",12,33,1.35023645652788
"909",12,34,1.81790262595683
"910",12,35,0.667832517099453
"911",12,36,2.69627018601102
"912",12,37,0.224501424501424
"913",12,38,1.48822207003594
"914",12,39,0.711520149615991
"915",12,40,1.25222077272261
"916",12,41,0.229761904761905
"917",12,42,0.750402764887092
"918",12,43,1.27697631623909
"919",12,44,0.552554707034871
"920",12,45,1.75958647171676
"921",12,46,1.14165734025574
"922",12,47,0.96618904806468
"923",12,48,1.32886054728374
"924",12,49,2.1080442854029
"925",12,50,0.893973587749081
"926",12,51,0.0804093567251462
"927",12,52,1.08303624547231
"928",12,53,1.87921077390685
"929",12,54,0.43833150281583
"930",12,55,0.87630595578612
"931",12,56,1.1268140273779
"932",12,57,0.858025690412831
"933",12,58,0.765645111975281
"934",12,59,0.830653042609564
