,PROVINCIA,CANTON,SE,NÃšM..CASOS
1031,Pichincha,Quito,50,1
1032,Pichincha,Quito,40,1
1033,Pichincha,Quito,14,1
1034,Pichincha,Quito,2,1
1035,Pichincha,Quito,18,1
1036,Pichincha,Quito,16,1
1037,Pichincha,Quito,1,1
1038,Pichincha,Quito,9,1
1039,Santo Domingo de los Tsáchilas,Santo Domingo,11,1
1040,Santo Domingo de los Tsáchilas,Santo Domingo,46,1
1041,Santo Domingo de los Tsáchilas,Santo Domingo,49,1
1042,Santo Domingo de los Tsáchilas,Santo Domingo,14,1
1043,Santo Domingo de los Tsáchilas,Santo Domingo,36,1
1044,Santo Domingo de los Tsáchilas,Santo Domingo,19,1
1045,Santo Domingo de los Tsáchilas,Santo Domingo,42,1
1046,Santo Domingo de los Tsáchilas,Santo Domingo,21,1
1047,Santo Domingo de los Tsáchilas,Santo Domingo,4,1
1048,Santo Domingo de los Tsáchilas,Santo Domingo,29,1
1049,Santo Domingo de los Tsáchilas,Santo Domingo,43,1
1050,Santo Domingo de los Tsáchilas,Santo Domingo,38,1
1051,Santo Domingo de los Tsáchilas,Santo Domingo,34,1
1052,Zamora Chinchipe,Zamora,19,1
1053,Zamora Chinchipe,Zamora,11,1
1054,Zamora Chinchipe,Zamora,20,1
1055,Zamora Chinchipe,Yantzaza,15,1
1056,Zamora Chinchipe,Yantzaza,8,1
1057,Galápagos,San Cristóbal,23,1
1058,Galápagos,San Cristóbal,44,1
1059,Galápagos,San Cristóbal,46,1
1060,Galápagos,San Cristóbal,43,1
1061,Galápagos,Santa Cruz,29,1
1062,Galápagos,Santa Cruz,30,1
1063,Galápagos,Santa Cruz,27,1
1064,Sucumbíos,Lago Agrio,43,1
1065,Sucumbíos,Lago Agrio,44,1
1066,Sucumbíos,Lago Agrio,26,1
1067,Sucumbíos,Lago Agrio,10,1
1068,Sucumbíos,Lago Agrio,11,1
1069,Sucumbíos,Lago Agrio,21,1
1070,Sucumbíos,Lago Agrio,1,1
1071,Sucumbíos,Lago Agrio,32,1
1072,Sucumbíos,Lago Agrio,12,1
1073,Sucumbíos,Lago Agrio,20,1
1074,Sucumbíos,Lago Agrio,28,1
1075,Sucumbíos,Lago Agrio,6,1
1076,Sucumbíos,Lago Agrio,8,1
1077,Sucumbíos,Lago Agrio,18,1
1078,Sucumbíos,Lago Agrio,27,1
1079,Sucumbíos,Lago Agrio,24,1
1080,Sucumbíos,Lago Agrio,29,1
1081,Sucumbíos,Lago Agrio,33,1
1082,Sucumbíos,Lago Agrio,42,1
1083,Sucumbíos,Lago Agrio,3,1
1084,Sucumbíos,Lago Agrio,2,1
1085,Sucumbíos,Shushufindi,10,1
1086,Sucumbíos,Shushufindi,13,1
1087,Sucumbíos,Shushufindi,39,1
1088,Sucumbíos,Shushufindi,40,1
1089,Sucumbíos,Shushufindi,26,1
1090,Sucumbíos,Shushufindi,35,1
1091,Sucumbíos,Shushufindi,44,1
1092,El Oro,Huaquillas,15,1
1093,El Oro,Huaquillas,16,1
1094,Santo Domingo de los Tsáchilas,La Concordia,39,1
1095,Santo Domingo de los Tsáchilas,La Concordia,35,1
1096,Santo Domingo de los Tsáchilas,La Concordia,44,1
1097,Santo Domingo de los Tsáchilas,La Concordia,43,1
1098,Santo Domingo de los Tsáchilas,La Concordia,46,1
1099,Santo Domingo de los Tsáchilas,La Concordia,50,1
1100,Santo Domingo de los Tsáchilas,La Concordia,17,1
1101,Santo Domingo de los Tsáchilas,La Concordia,19,1
1102,Santo Domingo de los Tsáchilas,La Concordia,3,1
1103,Santo Domingo de los Tsáchilas,La Concordia,4,1
1104,Santo Domingo de los Tsáchilas,La Concordia,9,1
1105,Santo Domingo de los Tsáchilas,La Concordia,14,1
1106,Santo Domingo de los Tsáchilas,La Concordia,25,1
1107,Santo Domingo de los Tsáchilas,La Concordia,29,1
1108,Santo Domingo de los Tsáchilas,La Concordia,30,1
1109,Santo Domingo de los Tsáchilas,La Concordia,16,1
1110,Los Ríos,Buena Fe,26,1
1111,Los Ríos,Buena Fe,36,1
1112,Los Ríos,Buena Fe,37,1
1113,Los Ríos,Buena Fe,38,1
1114,Los Ríos,Buena Fe,39,1
1115,Los Ríos,Buena Fe,7,1
1116,Los Ríos,Buena Fe,12,1
1117,Los Ríos,Buena Fe,9,1
1118,Los Ríos,Buena Fe,16,1
1119,Los Ríos,Buena Fe,34,1
1120,Los Ríos,Buena Fe,43,1
1121,Los Ríos,Buena Fe,11,1
1122,Los Ríos,Buena Fe,21,1
1123,Los Ríos,Buena Fe,45,1
1124,Los Ríos,Buena Fe,44,1
1125,Cotopaxi,La Maná,35,1
1126,Cotopaxi,La Maná,17,1
1127,Cotopaxi,La Maná,37,1
1128,Cotopaxi,La Maná,49,1
1129,Cotopaxi,La Maná,3,1
1130,Cotopaxi,La Maná,23,1
1131,Cotopaxi,La Maná,16,1
1132,Cotopaxi,La Maná,24,1
1133,Cotopaxi,La Maná,21,1
1134,Cotopaxi,La Maná,22,1
1135,Cotopaxi,La Maná,32,1
1136,Cotopaxi,La Maná,44,1
1137,Cotopaxi,La Maná,36,1
1138,Cotopaxi,La Maná,41,1
1139,Pichincha,Pedro Vicente Maldonado,31,1
1140,Pichincha,Pedro Vicente Maldonado,32,1
1141,Pichincha,Pedro Vicente Maldonado,35,1
1142,Pichincha,Pedro Vicente Maldonado,39,1
1143,Pichincha,Pedro Vicente Maldonado,44,1
1144,Pichincha,Pedro Vicente Maldonado,12,1
1145,Pichincha,Pedro Vicente Maldonado,18,1
1146,Pichincha,Pedro Vicente Maldonado,38,1
1147,Pichincha,Pedro Vicente Maldonado,15,1
1148,Cañar,La Troncal,10,1
1149,Cañar,La Troncal,16,1
