"","PROVINCIA","CANTON","SE","NÃšM..CASOS"
"912","Esmeraldas","Atacames",12,5
"913","Esmeraldas","Atacames",30,3
"914","Esmeraldas","Atacames",14,4
"915","Esmeraldas","Atacames",8,5
"916","Esmeraldas","Atacames",21,3
"917","Esmeraldas","Atacames",10,2
"918","Esmeraldas","Atacames",32,2
"919","Esmeraldas","Atacames",20,3
"920","Esmeraldas","Atacames",16,3
"921","Esmeraldas","Atacames",18,3
"922","Esmeraldas","Atacames",26,2
"923","Esmeraldas","Atacames",2,4
"924","Esmeraldas","Atacames",9,4
"925","Esmeraldas","Atacames",22,2
"926","Esmeraldas","Atacames",36,2
"927","Esmeraldas","Atacames",7,6
"928","Esmeraldas","Atacames",19,2
"929","Esmeraldas","Atacames",11,2
"930","Esmeraldas","Atacames",35,2
"931","Esmeraldas","Atacames",4,3
"932","Esmeraldas","Atacames",13,2
"933","Esmeraldas","Atacames",1,2
"934","Esmeraldas","Atacames",3,2
"935","Cotopaxi","La Maná",25,5
"936","Cotopaxi","La Maná",36,4
"937","Cotopaxi","La Maná",24,2
"938","Cotopaxi","La Maná",48,2
"939","Cotopaxi","La Maná",26,2
"940","Cotopaxi","La Maná",28,3
"941","Cotopaxi","La Maná",46,2
"942","Cotopaxi","La Maná",21,2
"943","Cotopaxi","La Maná",17,2
"944","Bolívar","Chillanes",18,2
"945","Guayas","San Jacinto de Yaguachi",25,2
"946","Guayas","San Jacinto de Yaguachi",33,2
"947","Guayas","San Jacinto de Yaguachi",35,3
"948","Guayas","San Jacinto de Yaguachi",16,2
"949","Guayas","San Jacinto de Yaguachi",21,2
"950","Guayas","San Jacinto de Yaguachi",23,3
"951","Guayas","San Jacinto de Yaguachi",17,3
"952","Guayas","San Jacinto de Yaguachi",29,2
"953","Guayas","San Jacinto de Yaguachi",27,3
"954","Napo","Quijos",47,1
"955","Azuay","Gualaceo",25,1
"956","Napo","Archidona",10,2
"957","Loja","Saraguro",22,1
"958","Azuay","Cuenca",25,3
"959","Guayas","Santa Lucía",29,2
"960","Guayas","Salitre",20,2
"961","Zamora Chinchipe","Zamora",8,2
"962","Zamora Chinchipe","Zamora",11,2
"963","Esmeraldas","Muisne",16,2
"964","Esmeraldas","Muisne",14,2
"965","Esmeraldas","Muisne",5,3
"966","Esmeraldas","Muisne",9,2
"967","Esmeraldas","Muisne",13,2
"968","Esmeraldas","Muisne",17,2
"969","Esmeraldas","Muisne",21,2
"970","Esmeraldas","Muisne",6,2
"971","Loja","Puyango",27,2
"972","Carchi","Tulcán",18,1
"973","El Oro","Piñas",6,1
"974","Morona Santiago","Gualaquiza",12,1
"975","Los Ríos","Puebloviejo",15,1
"976","Zamora Chinchipe","Yantzaza",10,2
"977","Zamora Chinchipe","Yantzaza",15,2
"978","Morona Santiago","Taisha",27,1
"979","Azuay","Santa Isabel",34,1
"980","Orellana","Orellana",35,1
"981","Orellana","Orellana",39,1
"982","Orellana","Orellana",2,1
"983","Orellana","Orellana",40,1
"984","Orellana","Orellana",44,1
"985","Orellana","Orellana",51,1
"986","Orellana","Orellana",38,1
"987","Orellana","Orellana",36,1
"988","Orellana","Orellana",30,1
"989","Orellana","Orellana",37,1
"990","Orellana","Orellana",47,1
"991","Orellana","Orellana",25,1
"992","Orellana","Orellana",28,1
"993","Orellana","Orellana",46,1
"994","Orellana","Orellana",26,1
"995","Orellana","Orellana",3,1
"996","Orellana","Orellana",48,1
"997","Sucumbíos","Shushufindi",45,1
"998","Sucumbíos","Shushufindi",39,1
"999","Sucumbíos","Shushufindi",31,1
"1000","Sucumbíos","Shushufindi",51,1
"1001","Sucumbíos","Shushufindi",15,1
"1002","Sucumbíos","Shushufindi",34,1
"1003","Sucumbíos","Shushufindi",48,1
"1004","Sucumbíos","Shushufindi",23,1
"1005","Sucumbíos","Shushufindi",40,1
"1006","Sucumbíos","Shushufindi",42,1
"1007","Sucumbíos","Shushufindi",20,1
"1008","Los Ríos","Quevedo",1,1
"1009","Los Ríos","Quevedo",13,1
"1010","Los Ríos","Quevedo",52,1
"1011","Los Ríos","Quevedo",43,1
"1012","Los Ríos","Quevedo",44,1
"1013","Los Ríos","Quevedo",14,1
"1014","Los Ríos","Quevedo",28,1
"1015","Los Ríos","Quevedo",36,1
"1016","Los Ríos","Quevedo",35,1
"1017","Los Ríos","Quevedo",47,1
"1018","Los Ríos","Quevedo",22,1
"1019","Los Ríos","Quevedo",49,1
"1020","Los Ríos","Quevedo",29,1
"1021","Los Ríos","Quevedo",50,1
"1022","Los Ríos","Quevedo",32,1
"1023","Los Ríos","Quevedo",6,1
"1024","Los Ríos","Quevedo",33,1
"1025","Los Ríos","Quevedo",2,1
"1026","Los Ríos","Quevedo",3,1
"1027","Guayas","Guayaquil",47,1
"1028","Guayas","Guayaquil",45,1
"1029","Guayas","Milagro",35,1
"1030","Guayas","Milagro",9,1
"1031","Guayas","Milagro",17,1
"1032","Guayas","Milagro",32,1
"1033","Guayas","Milagro",16,1
"1034","Guayas","Milagro",49,1
"1035","Guayas","Milagro",13,1
"1036","Guayas","Milagro",50,1
"1037","Guayas","Milagro",41,1
"1038","Guayas","Milagro",38,1
"1039","Guayas","Milagro",47,1
"1040","Santo Domingo de los Tsáchilas","Santo Domingo",43,1
"1041","Santo Domingo de los Tsáchilas","Santo Domingo",49,1
"1042","Los Ríos","Buena Fe",3,1
"1043","Los Ríos","Buena Fe",32,1
"1044","Los Ríos","Buena Fe",50,1
"1045","Los Ríos","Buena Fe",51,1
"1046","Los Ríos","Buena Fe",47,1
"1047","Los Ríos","Buena Fe",37,1
"1048","Santa Elena","Santa Elena",3,1
"1049","Santa Elena","Santa Elena",7,1
"1050","Santa Elena","Santa Elena",41,1
"1051","Santa Elena","Santa Elena",44,1
"1052","Santa Elena","Santa Elena",10,1
"1053","Santa Elena","Santa Elena",50,1
"1054","Santa Elena","Santa Elena",5,1
"1055","Santa Elena","Santa Elena",36,1
"1056","Los Ríos","Babahoyo",29,1
"1057","Los Ríos","Babahoyo",49,1
"1058","Los Ríos","Babahoyo",43,1
"1059","Los Ríos","Babahoyo",35,1
"1060","Los Ríos","Babahoyo",33,1
"1061","Sucumbíos","Lago Agrio",12,1
"1062","Sucumbíos","Lago Agrio",13,1
"1063","Sucumbíos","Lago Agrio",2,1
"1064","Sucumbíos","Lago Agrio",31,1
"1065","Sucumbíos","Lago Agrio",7,1
"1066","Sucumbíos","Lago Agrio",3,1
"1067","Imbabura","Ibarra",32,1
"1068","Imbabura","Ibarra",4,1
"1069","Imbabura","Ibarra",24,1
"1070","Imbabura","Ibarra",16,1
"1071","Cañar","La Troncal",6,1
"1072","Cañar","La Troncal",1,1
"1073","Cañar","La Troncal",40,1
"1074","Cañar","La Troncal",11,1
"1075","Cañar","La Troncal",43,1
"1076","Cañar","La Troncal",15,1
"1077","Cañar","La Troncal",17,1
"1078","Cañar","La Troncal",2,1
"1079","Cañar","La Troncal",45,1
"1080","Cañar","La Troncal",13,1
"1081","Cañar","La Troncal",48,1
"1082","Cañar","La Troncal",36,1
"1083","Manabí","Manta",41,1
"1084","Manabí","Manta",44,1
"1085","Manabí","Manta",3,1
"1086","Manabí","Manta",34,1
"1087","Manabí","Manta",43,1
"1088","Manabí","Manta",36,1
"1089","Manabí","Manta",51,1
"1090","Manabí","Manta",38,1
"1091","Manabí","Manta",46,1
"1092","Guayas","El Empalme",32,1
"1093","Guayas","El Empalme",17,1
"1094","Guayas","El Empalme",51,1
"1095","Guayas","El Empalme",12,1
"1096","Guayas","El Empalme",5,1
"1097","Guayas","El Empalme",40,1
"1098","Esmeraldas","Quinindé",17,1
"1099","Esmeraldas","Quinindé",21,1
"1100","Esmeraldas","Quinindé",7,1
"1101","Esmeraldas","Quinindé",45,1
"1102","Esmeraldas","Quinindé",24,1
"1103","Esmeraldas","Quinindé",1,1
"1104","Esmeraldas","Quinindé",48,1
"1105","Esmeraldas","Quinindé",40,1
"1106","Esmeraldas","Quinindé",12,1
"1107","Esmeraldas","Quinindé",51,1
"1108","Esmeraldas","Quinindé",25,1
"1109","Esmeraldas","Quinindé",26,1
"1110","Manabí","Jipijapa",12,1
"1111","Manabí","Jipijapa",32,1
"1112","Manabí","Jipijapa",49,1
"1113","Manabí","Jipijapa",5,1
"1114","Manabí","Jipijapa",14,1
"1115","Manabí","Jipijapa",23,1
"1116","Manabí","Jipijapa",7,1
"1117","Manabí","Jipijapa",47,1
"1118","Manabí","Jipijapa",30,1
"1119","Manabí","Jipijapa",26,1
"1120","Manabí","Jipijapa",43,1
"1121","Manabí","Jipijapa",39,1
"1122","Manabí","Jipijapa",37,1
"1123","Manabí","Jipijapa",36,1
"1124","Manabí","Chone",24,1
"1125","Manabí","Chone",34,1
"1126","Manabí","Chone",28,1
"1127","Manabí","Chone",13,1
"1128","Manabí","Chone",27,1
"1129","Manabí","Chone",2,1
"1130","Manabí","Chone",43,1
"1131","Manabí","Chone",6,1
"1132","Manabí","Chone",30,1
"1133","Manabí","Chone",50,1
"1134","Manabí","Chone",49,1
"1135","Manabí","Chone",36,1
"1136","Manabí","Chone",32,1
"1137","Manabí","Chone",51,1
"1138","Manabí","Chone",39,1
"1139","Manabí","Portoviejo",46,1
"1140","Manabí","Portoviejo",2,1
"1141","Manabí","Portoviejo",29,1
"1142","Manabí","Portoviejo",42,1
"1143","Manabí","Portoviejo",35,1
"1144","Manabí","Portoviejo",43,1
"1145","Manabí","Portoviejo",52,1
"1146","Manabí","Portoviejo",33,1
"1147","Santa Elena","La Libertad",12,1
"1148","Santa Elena","La Libertad",6,1
"1149","Santa Elena","La Libertad",9,1
"1150","Santa Elena","La Libertad",32,1
"1151","Santa Elena","La Libertad",5,1
"1152","Santa Elena","La Libertad",17,1
"1153","Santa Elena","La Libertad",11,1
"1154","Santa Elena","La Libertad",30,1
"1155","Santa Elena","La Libertad",4,1
"1156","Santa Elena","La Libertad",2,1
"1157","Santa Elena","La Libertad",29,1
"1158","Los Ríos","Baba",38,1
"1159","Los Ríos","Baba",25,1
"1160","Los Ríos","Baba",17,1
"1161","Los Ríos","Baba",19,1
"1162","El Oro","Pasaje",6,1
"1163","El Oro","Pasaje",42,1
"1164","El Oro","Pasaje",50,1
"1165","El Oro","Pasaje",38,1
"1166","El Oro","Pasaje",5,1
"1167","El Oro","Machala",41,1
"1168","El Oro","Machala",52,1
"1169","El Oro","Machala",49,1
"1170","El Oro","Machala",36,1
"1171","El Oro","Machala",37,1
"1172","El Oro","Machala",2,1
"1173","El Oro","Arenillas",40,1
"1174","El Oro","Arenillas",31,1
"1175","El Oro","Arenillas",39,1
"1176","El Oro","Arenillas",42,1
"1177","Loja","Loja",22,1
"1178","Loja","Loja",20,1
"1179","Loja","Loja",12,1
"1180","Loja","Loja",24,1
"1181","Loja","Loja",11,1
"1182","Loja","Loja",26,1
"1183","Loja","Loja",19,1
"1184","Loja","Loja",9,1
"1185","Guayas","Naranjito",32,1
"1186","Guayas","Naranjito",15,1
"1187","Guayas","Naranjito",33,1
"1188","Guayas","Naranjito",52,1
"1189","Guayas","Naranjito",9,1
"1190","Manabí","Bolívar",50,1
"1191","Manabí","Bolívar",15,1
"1192","Manabí","Bolívar",33,1
"1193","Manabí","Bolívar",13,1
"1194","Manabí","Bolívar",37,1
"1195","Manabí","Bolívar",34,1
"1196","Manabí","Bolívar",16,1
"1197","Manabí","Bolívar",44,1
"1198","Manabí","Bolívar",5,1
"1199","Manabí","Bolívar",7,1
"1200","Manabí","Bolívar",11,1
"1201","Manabí","Bolívar",3,1
"1202","Manabí","Bolívar",27,1
"1203","Manabí","Bolívar",43,1
"1204","Los Ríos","Quinsaloma",26,1
"1205","Los Ríos","Quinsaloma",14,1
"1206","Los Ríos","Quinsaloma",51,1
"1207","Los Ríos","Quinsaloma",16,1
"1208","Los Ríos","Quinsaloma",25,1
"1209","Los Ríos","Quinsaloma",10,1
"1210","Los Ríos","Quinsaloma",39,1
"1211","Los Ríos","Quinsaloma",44,1
"1212","Los Ríos","Quinsaloma",22,1
"1213","Los Ríos","Quinsaloma",23,1
"1214","Los Ríos","Quinsaloma",47,1
"1215","Los Ríos","Quinsaloma",36,1
"1216","Los Ríos","Quinsaloma",34,1
"1217","Los Ríos","Quinsaloma",19,1
"1218","El Oro","Zaruma",22,1
"1219","El Oro","Zaruma",25,1
"1220","El Oro","Zaruma",17,1
"1221","El Oro","Zaruma",23,1
"1222","El Oro","Zaruma",19,1
"1223","El Oro","Zaruma",32,1
"1224","Manabí","El Carmen",49,1
"1225","Manabí","El Carmen",26,1
"1226","Manabí","El Carmen",46,1
"1227","Manabí","El Carmen",4,1
"1228","Manabí","El Carmen",25,1
"1229","Manabí","El Carmen",29,1
"1230","Manabí","El Carmen",27,1
"1231","Manabí","El Carmen",33,1
"1232","Manabí","El Carmen",3,1
"1233","Manabí","El Carmen",14,1
"1234","Manabí","El Carmen",36,1
"1235","Manabí","El Carmen",8,1
"1236","El Oro","Santa Rosa",42,1
"1237","El Oro","Santa Rosa",32,1
"1238","El Oro","Santa Rosa",31,1
"1239","El Oro","Santa Rosa",1,1
"1240","El Oro","Santa Rosa",3,1
"1241","El Oro","Santa Rosa",2,1
"1242","El Oro","Santa Rosa",34,1
"1243","Santa Elena","Salinas",7,1
"1244","Santa Elena","Salinas",36,1
"1245","Santa Elena","Salinas",8,1
"1246","Santa Elena","Salinas",50,1
"1247","Santa Elena","Salinas",9,1
"1248","Santa Elena","Salinas",10,1
"1249","Santa Elena","Salinas",11,1
"1250","Santa Elena","Salinas",12,1
"1251","Santa Elena","Salinas",17,1
"1252","Santa Elena","Salinas",35,1
"1253","Santa Elena","Salinas",48,1
"1254","Santa Elena","Salinas",51,1
"1255","Santa Elena","Salinas",43,1
"1256","Los Ríos","Vinces",2,1
"1257","Los Ríos","Vinces",48,1
"1258","Los Ríos","Vinces",21,1
"1259","Los Ríos","Vinces",38,1
"1260","Los Ríos","Vinces",17,1
"1261","Los Ríos","Vinces",24,1
"1262","Los Ríos","Vinces",13,1
"1263","Los Ríos","Vinces",18,1
"1264","Los Ríos","Vinces",14,1
"1265","Los Ríos","Vinces",16,1
"1266","Los Ríos","Vinces",3,1
"1267","Los Ríos","Vinces",34,1
"1268","Los Ríos","Vinces",50,1
"1269","Los Ríos","Vinces",6,1
"1270","Pichincha","Quito",4,1
"1271","Pichincha","Quito",2,1
"1272","Pichincha","Quito",24,1
"1273","Pichincha","Quito",51,1
"1274","Pichincha","Quito",8,1
"1275","Pichincha","Quito",34,1
"1276","Pichincha","Quito",31,1
"1277","Pichincha","Quito",42,1
"1278","Pichincha","Quito",13,1
"1279","Pichincha","Quito",38,1
"1280","Pichincha","Quito",39,1
"1281","Pichincha","Quito",46,1
"1282","Pichincha","Quito",26,1
"1283","Pichincha","Quito",12,1
"1284","Pichincha","Quito",22,1
"1285","Pichincha","Quito",1,1
"1286","Pichincha","Quito",14,1
"1287","Esmeraldas","San Lorenzo",2,1
"1288","Esmeraldas","San Lorenzo",15,1
"1289","Esmeraldas","San Lorenzo",7,1
"1290","Esmeraldas","San Lorenzo",16,1
"1291","Esmeraldas","San Lorenzo",23,1
"1292","Galápagos","Santa Cruz",17,1
"1293","Galápagos","Santa Cruz",31,1
"1294","Galápagos","Santa Cruz",18,1
"1295","Galápagos","Santa Cruz",20,1
"1296","Galápagos","Santa Cruz",28,1
"1297","Galápagos","Santa Cruz",23,1
"1298","Galápagos","Santa Cruz",19,1
"1299","Galápagos","Santa Cruz",34,1
"1300","Galápagos","Santa Cruz",32,1
"1301","Galápagos","Santa Cruz",33,1
"1302","Galápagos","Santa Cruz",22,1
"1303","Galápagos","Santa Cruz",24,1
"1304","Galápagos","Santa Cruz",35,1
"1305","Galápagos","Santa Cruz",38,1
"1306","Guayas","El Triunfo",9,1
"1307","Guayas","El Triunfo",50,1
"1308","Guayas","El Triunfo",38,1
"1309","Guayas","El Triunfo",12,1
"1310","Guayas","El Triunfo",18,1
"1311","Guayas","El Triunfo",17,1
"1312","Guayas","El Triunfo",3,1
"1313","Guayas","Playas",18,1
"1314","Guayas","Playas",24,1
"1315","Guayas","Playas",6,1
"1316","Guayas","Playas",11,1
"1317","Guayas","Playas",10,1
"1318","Guayas","Playas",8,1
"1319","Guayas","Playas",20,1
"1320","Guayas","Playas",14,1
"1321","Guayas","Balzar",2,1
"1322","Guayas","Balzar",28,1
"1323","Guayas","Balzar",21,1
"1324","Guayas","Naranjal",11,1
"1325","Guayas","Naranjal",29,1
"1326","Guayas","Naranjal",26,1
"1327","Guayas","Naranjal",1,1
"1328","Guayas","Naranjal",41,1
"1329","Guayas","Naranjal",38,1
"1330","Guayas","Naranjal",39,1
"1331","Guayas","Naranjal",36,1
"1332","Guayas","Naranjal",15,1
"1333","Galápagos","San Cristóbal",23,1
"1334","Galápagos","San Cristóbal",20,1
"1335","Galápagos","San Cristóbal",25,1
"1336","Galápagos","San Cristóbal",43,1
"1337","Galápagos","San Cristóbal",31,1
"1338","Galápagos","San Cristóbal",18,1
"1339","Galápagos","San Cristóbal",30,1
"1340","Galápagos","San Cristóbal",27,1
"1341","Loja","Macará",30,1
"1342","Loja","Macará",26,1
"1343","Loja","Macará",24,1
"1344","Loja","Macará",21,1
"1345","Loja","Macará",27,1
"1346","Loja","Macará",17,1
"1347","Loja","Macará",28,1
"1348","Loja","Macará",19,1
"1349","Napo","Tena",28,1
"1350","Napo","Tena",42,1
"1351","Napo","Tena",19,1
"1352","Napo","Tena",34,1
"1353","Napo","Tena",22,1
"1354","Napo","Tena",24,1
"1355","Napo","Tena",25,1
"1356","Napo","Tena",33,1
"1357","Napo","Tena",52,1
"1358","Napo","Tena",48,1
"1359","Manabí","Sucre",34,1
"1360","Manabí","Sucre",43,1
"1361","Manabí","Sucre",33,1
"1362","Manabí","Sucre",1,1
"1363","Manabí","Sucre",9,1
"1364","Manabí","Sucre",24,1
"1365","Manabí","Sucre",32,1
"1366","Manabí","Sucre",35,1
"1367","Manabí","Sucre",12,1
"1368","Manabí","Sucre",49,1
"1369","Manabí","Sucre",46,1
"1370","Manabí","Rocafuerte",16,1
"1371","Manabí","Rocafuerte",4,1
"1372","Manabí","Rocafuerte",52,1
"1373","Manabí","Rocafuerte",29,1
"1374","Manabí","Rocafuerte",51,1
"1375","Manabí","Rocafuerte",3,1
"1376","Manabí","Rocafuerte",5,1
"1377","Manabí","Rocafuerte",10,1
"1378","Guayas","Samborondón",13,1
"1379","Guayas","Samborondón",7,1
"1380","Guayas","Samborondón",19,1
"1381","Guayas","Samborondón",30,1
"1382","Guayas","Samborondón",31,1
"1383","Guayas","Samborondón",17,1
"1384","Guayas","Samborondón",24,1
"1385","Esmeraldas","Esmeraldas",36,1
"1386","Esmeraldas","Esmeraldas",42,1
"1387","Esmeraldas","Esmeraldas",1,1
"1388","Esmeraldas","Esmeraldas",9,1
"1389","Esmeraldas","Esmeraldas",6,1
"1390","Esmeraldas","Esmeraldas",16,1
"1391","Esmeraldas","Esmeraldas",40,1
"1392","Esmeraldas","Esmeraldas",21,1
"1393","Esmeraldas","Esmeraldas",44,1
"1394","Esmeraldas","Esmeraldas",14,1
"1395","Manabí","San Vicente",13,1
"1396","Manabí","San Vicente",16,1
"1397","Manabí","San Vicente",11,1
"1398","Manabí","San Vicente",32,1
"1399","Manabí","San Vicente",17,1
"1400","Guayas","Durán",6,1
"1401","Guayas","Durán",9,1
"1402","Guayas","Durán",3,1
"1403","Guayas","Durán",12,1
"1404","Guayas","Durán",18,1
"1405","Guayas","Durán",35,1
"1406","Guayas","Durán",16,1
"1407","Guayas","Durán",17,1
"1408","Guayas","Durán",8,1
"1409","Guayas","Durán",24,1
"1410","Guayas","Durán",20,1
"1411","Manabí","Pichincha",14,1
"1412","Manabí","Pichincha",32,1
"1413","Manabí","Pichincha",27,1
"1414","Manabí","Pichincha",11,1
"1415","El Oro","Huaquillas",6,1
"1416","El Oro","Huaquillas",34,1
"1417","El Oro","Huaquillas",30,1
"1418","El Oro","Huaquillas",1,1
"1419","El Oro","Huaquillas",7,1
"1420","El Oro","Huaquillas",35,1
"1421","Santo Domingo de los Tsáchilas","La Concordia",18,1
"1422","Santo Domingo de los Tsáchilas","La Concordia",29,1
"1423","Santo Domingo de los Tsáchilas","La Concordia",11,1
"1424","Santo Domingo de los Tsáchilas","La Concordia",10,1
"1425","Santo Domingo de los Tsáchilas","La Concordia",41,1
"1426","Santo Domingo de los Tsáchilas","La Concordia",34,1
"1427","Santo Domingo de los Tsáchilas","La Concordia",50,1
"1428","Santo Domingo de los Tsáchilas","La Concordia",38,1
"1429","Santo Domingo de los Tsáchilas","La Concordia",51,1
"1430","Santo Domingo de los Tsáchilas","La Concordia",52,1
"1431","Santo Domingo de los Tsáchilas","La Concordia",9,1
"1432","Santo Domingo de los Tsáchilas","La Concordia",7,1
"1433","Santo Domingo de los Tsáchilas","La Concordia",31,1
"1434","Santo Domingo de los Tsáchilas","La Concordia",13,1
"1435","Santo Domingo de los Tsáchilas","La Concordia",21,1
"1436","Santo Domingo de los Tsáchilas","La Concordia",17,1
"1437","Santo Domingo de los Tsáchilas","La Concordia",44,1
"1438","Santo Domingo de los Tsáchilas","La Concordia",12,1
"1439","Santo Domingo de los Tsáchilas","La Concordia",5,1
"1440","Santo Domingo de los Tsáchilas","La Concordia",33,1
"1441","Santo Domingo de los Tsáchilas","La Concordia",19,1
"1442","Santo Domingo de los Tsáchilas","La Concordia",3,1
"1443","Morona Santiago","Morona",36,1
"1444","Morona Santiago","Morona",25,1
"1445","Morona Santiago","Morona",37,1
"1446","Pastaza","Pastaza",43,1
"1447","Pastaza","Pastaza",51,1
"1448","Pastaza","Pastaza",41,1
"1449","Pastaza","Pastaza",3,1
"1450","Pastaza","Pastaza",11,1
"1451","Cañar","Azogues",27,1
"1452","Cañar","Azogues",18,1
"1453","El Oro","El Guabo",11,1
"1454","El Oro","El Guabo",27,1
"1455","El Oro","El Guabo",15,1
"1456","El Oro","El Guabo",34,1
"1457","El Oro","El Guabo",29,1
"1458","El Oro","El Guabo",1,1
"1459","El Oro","El Guabo",26,1
"1460","El Oro","El Guabo",44,1
"1461","El Oro","El Guabo",8,1
"1462","El Oro","El Guabo",13,1
"1463","El Oro","El Guabo",19,1
"1464","El Oro","El Guabo",17,1
"1465","El Oro","El Guabo",51,1
"1466","El Oro","El Guabo",20,1
"1467","El Oro","El Guabo",23,1
"1468","El Oro","El Guabo",5,1
"1469","Guayas","Daule",27,1
"1470","Guayas","Daule",5,1
"1471","Guayas","Daule",23,1
"1472","Orellana","Aguarico",16,1
"1473","Orellana","Aguarico",10,1
"1474","Orellana","Aguarico",15,1
"1475","Los Ríos","Urdaneta",8,1
"1476","Los Ríos","Urdaneta",12,1
"1477","Los Ríos","Urdaneta",11,1
"1478","Los Ríos","Urdaneta",13,1
"1479","Los Ríos","Urdaneta",16,1
"1480","Los Ríos","Urdaneta",3,1
"1481","Los Ríos","Urdaneta",30,1
"1482","Los Ríos","Urdaneta",7,1
"1483","Los Ríos","Urdaneta",5,1
"1484","Los Ríos","Urdaneta",19,1
"1485","Napo","El Chaco",7,1
"1486","Napo","El Chaco",27,1
"1487","Napo","El Chaco",23,1
"1488","Napo","El Chaco",20,1
"1489","Napo","El Chaco",28,1
"1490","Napo","El Chaco",32,1
"1491","Los Ríos","Ventanas",52,1
"1492","Los Ríos","Ventanas",19,1
"1493","Los Ríos","Ventanas",51,1
"1494","Los Ríos","Ventanas",17,1
"1495","Los Ríos","Ventanas",12,1
"1496","Los Ríos","Ventanas",3,1
"1497","Los Ríos","Ventanas",25,1
"1498","Los Ríos","Ventanas",42,1
"1499","Los Ríos","Ventanas",23,1
"1500","Manabí","Flavio Alfaro",42,1
"1501","Manabí","Flavio Alfaro",35,1
"1502","Manabí","Flavio Alfaro",29,1
"1503","Manabí","Flavio Alfaro",14,1
"1504","Manabí","Flavio Alfaro",27,1
"1505","Manabí","Flavio Alfaro",15,1
"1506","Manabí","Flavio Alfaro",31,1
"1507","Manabí","Flavio Alfaro",19,1
"1508","Manabí","Flavio Alfaro",30,1
"1509","Cotopaxi","Pangua",28,1
"1510","Cotopaxi","Pangua",10,1
"1511","Cotopaxi","Pangua",17,1
"1512","Cotopaxi","Pangua",23,1
"1513","Cotopaxi","Pangua",21,1
"1514","Tungurahua","Ambato",17,1
"1515","Tungurahua","Ambato",28,1
"1516","Tungurahua","Ambato",37,1
"1517","Tungurahua","Ambato",34,1
"1518","Tungurahua","Ambato",9,1
"1519","Tungurahua","Ambato",15,1
"1520","Tungurahua","Ambato",20,1
"1521","Pichincha","Pedro Vicente Maldonado",1,1
"1522","Pichincha","Pedro Vicente Maldonado",50,1
"1523","Pichincha","Pedro Vicente Maldonado",9,1
"1524","Pichincha","Pedro Vicente Maldonado",19,1
"1525","Pichincha","Pedro Vicente Maldonado",3,1
"1526","Pichincha","Pedro Vicente Maldonado",16,1
"1527","Pichincha","Pedro Vicente Maldonado",21,1
"1528","Pichincha","Pedro Vicente Maldonado",33,1
"1529","Pichincha","Pedro Vicente Maldonado",24,1
"1530","Pichincha","Pedro Vicente Maldonado",13,1
"1531","Pichincha","Pedro Vicente Maldonado",34,1
"1532","Pichincha","Pedro Vicente Maldonado",41,1
"1533","Pichincha","Pedro Vicente Maldonado",7,1
"1534","Pichincha","Pedro Vicente Maldonado",12,1
"1535","Pichincha","Pedro Vicente Maldonado",4,1
"1536","Esmeraldas","Atacames",52,1
"1537","Esmeraldas","Atacames",37,1
"1538","Esmeraldas","Atacames",15,1
"1539","Esmeraldas","Atacames",39,1
"1540","Esmeraldas","Atacames",51,1
"1541","Esmeraldas","Atacames",24,1
"1542","Esmeraldas","Atacames",38,1
"1543","Esmeraldas","Atacames",25,1
"1544","Cotopaxi","La Maná",15,1
"1545","Cotopaxi","La Maná",30,1
"1546","Cotopaxi","La Maná",52,1
"1547","Cotopaxi","La Maná",23,1
"1548","Cotopaxi","La Maná",22,1
"1549","Cotopaxi","La Maná",47,1
"1550","Cotopaxi","La Maná",32,1
"1551","Cotopaxi","La Maná",37,1
"1552","Cotopaxi","La Maná",35,1
"1553","Cotopaxi","La Maná",41,1
"1554","Cotopaxi","La Maná",31,1
"1555","Cotopaxi","La Maná",50,1
"1556","Cotopaxi","La Maná",40,1
"1557","Cotopaxi","La Maná",29,1
"1558","Cotopaxi","La Maná",7,1
"1559","Cotopaxi","La Maná",42,1
"1560","Cotopaxi","La Maná",51,1
"1561","Cotopaxi","La Maná",2,1
"1562","Cotopaxi","La Maná",19,1
"1563","Bolívar","Chillanes",25,1
"1564","Bolívar","Chillanes",14,1
"1565","Bolívar","Chillanes",17,1
"1566","Guayas","San Jacinto de Yaguachi",36,1
"1567","Guayas","San Jacinto de Yaguachi",24,1
"1568","Guayas","San Jacinto de Yaguachi",42,1
"1569","Guayas","San Jacinto de Yaguachi",22,1
"1570","Cotopaxi","Latacunga",22,1
"1571","Cotopaxi","Latacunga",14,1
"1572","Cotopaxi","Latacunga",1,1
"1573","Cotopaxi","Latacunga",44,1
"1574","Cotopaxi","Latacunga",25,1
"1575","Cotopaxi","Latacunga",52,1
"1576","Bolívar","Guaranda",20,1
"1577","Bolívar","Guaranda",31,1
"1578","Bolívar","Guaranda",6,1
"1579","Bolívar","Guaranda",45,1
"1580","Bolívar","Guaranda",21,1
"1581","Bolívar","Guaranda",42,1
"1582","Bolívar","Guaranda",11,1
"1583","Bolívar","Guaranda",30,1
"1584","Bolívar","Guaranda",25,1
"1585","Esmeraldas","Eloy Alfaro",12,1
"1586","Esmeraldas","Eloy Alfaro",15,1
"1587","Napo","Archidona",48,1
"1588","Napo","Archidona",24,1
"1589","Cotopaxi","Pujilí",22,1
"1590","Cotopaxi","Pujilí",21,1
"1591","Azuay","Cuenca",33,1
