"","PROVINCIA","CANTON","SE","NÚM..CASOS"
"96","13","PORTOVIEJO",21,6
"97","13","PORTOVIEJO",8,2
"98","13","PORTOVIEJO",24,2
"99","13","PORTOVIEJO",38,2
"100","13","PORTOVIEJO",10,3
"101","13","PORTOVIEJO",23,3
"102","13","PORTOVIEJO",30,2
"103","13","BOLIVAR",6,3
"104","13","BOLIVAR",3,2
"105","13","BOLIVAR",14,2
"106","13","BOLIVAR",5,2
"107","13","CHONE",35,2
"108","13","CHONE",11,10
"109","13","CHONE",9,2
"110","13","CHONE",27,2
"111","13","CHONE",16,4
"112","13","CHONE",19,2
"113","13","CHONE",15,7
"114","13","CHONE",7,3
"115","13","CHONE",10,3
"116","13","CHONE",5,3
"117","13","CHONE",37,2
"118","13","CHONE",14,5
"119","13","CHONE",12,6
"120","13","CHONE",8,2
"121","13","EL CARMEN",6,3
"122","13","EL CARMEN",5,2
"123","13","EL CARMEN",9,4
"124","13","EL CARMEN",8,3
"125","13","EL CARMEN",11,2
"126","13","FLAVIO ALFARO",5,2
"127","13","FLAVIO ALFARO",3,2
"128","13","FLAVIO ALFARO",28,2
"129","13","FLAVIO ALFARO",26,3
"130","13","FLAVIO ALFARO",11,2
"131","13","JIPIJAPA",21,2
"132","13","JIPIJAPA",4,2
"133","13","JIPIJAPA",19,2
"134","13","MANTA",12,9
"135","13","MANTA",24,2
"136","13","MANTA",50,2
"137","13","MANTA",21,3
"138","13","MANTA",10,8
"139","13","MANTA",27,2
"140","13","MANTA",7,3
"141","13","MANTA",37,2
"142","13","MANTA",15,3
"143","13","MANTA",13,6
"144","13","MANTA",8,6
"145","13","MANTA",9,5
"146","13","MANTA",11,10
"147","13","MANTA",32,3
"148","13","MANTA",6,4
"149","13","MANTA",14,4
"150","13","MANTA",22,3
"151","13","MANTA",39,2
"152","13","MANTA",20,5
"153","13","MANTA",25,2
"154","13","MANTA",29,2
"155","13","ROCAFUERTE",15,2
"156","13","ROCAFUERTE",23,2
"157","13","SUCRE",19,3
"158","13","SUCRE",4,2
"159","13","SUCRE",18,2
"160","13","SUCRE",27,2
"161","13","SUCRE",13,2
"162","13","SUCRE",24,3
"163","15","QUIJOS",29,1
"164","16","PASTAZA",25,2
"165","17","QUITO",5,2
"166","17","QUITO",11,2
"167","17","QUITO",18,3
"168","17","QUITO",4,3
"169","17","QUITO",31,2
"170","17","QUITO",14,5
"171","17","QUITO",7,3
"172","17","QUITO",2,4
"173","17","QUITO",19,3
"174","17","QUITO",3,3
"175","17","QUITO",26,2
"176","17","QUITO",27,2
"177","17","QUITO",9,2
"178","17","RUMIÐAHUI",25,1
"179","17","PEDRO VICENTE MALDONADO",11,2
"180","17","PEDRO VICENTE MALDONADO",3,2
"181","20","SAN CRISTOBAL",10,1
"182","2","GUARANDA",11,2
"183","21","LAGO AGRIO",33,4
"184","21","LAGO AGRIO",38,10
"185","21","LAGO AGRIO",6,10
"186","21","LAGO AGRIO",10,5
"187","21","LAGO AGRIO",3,18
"188","21","LAGO AGRIO",52,2
"189","21","LAGO AGRIO",28,2
"190","21","LAGO AGRIO",12,7
"191","21","LAGO AGRIO",22,4
"192","21","LAGO AGRIO",21,4
"193","21","LAGO AGRIO",4,22
"194","21","LAGO AGRIO",49,2
"195","21","LAGO AGRIO",25,4
"196","21","LAGO AGRIO",9,5
"197","21","LAGO AGRIO",1,4
"198","21","LAGO AGRIO",46,3
"199","21","LAGO AGRIO",13,4
"200","21","LAGO AGRIO",23,2
"201","21","LAGO AGRIO",27,2
"202","21","LAGO AGRIO",5,10
"203","21","LAGO AGRIO",43,2
"204","21","LAGO AGRIO",8,4
"205","21","LAGO AGRIO",20,5
"206","21","LAGO AGRIO",39,3
"207","21","LAGO AGRIO",15,3
"208","21","LAGO AGRIO",7,4
"209","21","LAGO AGRIO",17,2
"210","21","LAGO AGRIO",48,2
"211","21","LAGO AGRIO",40,3
"212","21","LAGO AGRIO",2,6
"213","22","ORELLANA",7,11
"214","22","ORELLANA",12,8
"215","22","ORELLANA",17,6
"216","22","ORELLANA",4,11
"217","22","ORELLANA",34,5
"218","22","ORELLANA",26,2
"219","22","ORELLANA",5,16
"220","22","ORELLANA",22,12
"221","22","ORELLANA",24,6
"222","22","ORELLANA",2,4
"223","22","ORELLANA",14,7
"224","22","ORELLANA",6,13
"225","22","ORELLANA",18,12
"226","22","ORELLANA",11,5
"227","22","ORELLANA",19,8
"228","22","ORELLANA",16,6
"229","22","ORELLANA",3,8
"230","22","ORELLANA",31,5
"231","22","ORELLANA",15,6
"232","22","ORELLANA",1,2
"233","22","ORELLANA",20,7
"234","22","ORELLANA",13,2
"235","22","ORELLANA",29,4
"236","22","ORELLANA",10,5
"237","22","ORELLANA",52,2
"238","22","ORELLANA",8,12
"239","22","ORELLANA",46,3
"240","22","ORELLANA",39,3
"241","22","ORELLANA",9,14
"242","22","ORELLANA",21,2
"243","22","ORELLANA",28,2
"244","22","ORELLANA",30,2
"245","22","ORELLANA",36,2
"246","22","ORELLANA",41,2
"247","22","ORELLANA",40,3
"248","22","ORELLANA",32,3
"249","22","ORELLANA",35,2
"250","23","SANTO DOMINGO",9,5
"251","23","SANTO DOMINGO",4,5
"252","23","SANTO DOMINGO",25,2
"253","23","SANTO DOMINGO",42,3
"254","23","SANTO DOMINGO",23,3
"255","23","SANTO DOMINGO",49,2
"256","23","SANTO DOMINGO",10,9
"257","23","SANTO DOMINGO",26,4
"258","23","SANTO DOMINGO",20,4
"259","23","SANTO DOMINGO",12,8
"260","23","SANTO DOMINGO",19,4
"261","23","SANTO DOMINGO",3,11
"262","23","SANTO DOMINGO",46,3
"263","23","SANTO DOMINGO",39,2
"264","23","SANTO DOMINGO",16,4
"265","23","SANTO DOMINGO",8,10
"266","23","SANTO DOMINGO",6,4
"267","23","SANTO DOMINGO",22,3
"268","23","SANTO DOMINGO",7,2
"269","23","SANTO DOMINGO",50,2
"270","23","SANTO DOMINGO",13,4
"271","23","SANTO DOMINGO",36,3
"272","23","SANTO DOMINGO",27,2
"273","23","SANTO DOMINGO",18,2
"274","23","SANTO DOMINGO",14,5
"275","23","SANTO DOMINGO",33,4
"276","23","SANTO DOMINGO",1,2
"277","23","SANTO DOMINGO",28,3
"278","23","SANTO DOMINGO",15,2
"279","23","SANTO DOMINGO",11,5
"280","23","SANTO DOMINGO",17,2
"281","23","SANTO DOMINGO",31,2
"282","23","SANTO DOMINGO",34,2
"283","24","SANTA ELENA",17,3
"284","24","SANTA ELENA",24,4
"285","24","SANTA ELENA",28,5
"286","24","SANTA ELENA",19,7
"287","24","SANTA ELENA",22,5
"288","24","SANTA ELENA",18,4
"289","24","SANTA ELENA",20,7
"290","24","SANTA ELENA",14,5
"291","24","SANTA ELENA",16,5
"292","24","SANTA ELENA",21,3
"293","24","SANTA ELENA",29,2
"294","24","SANTA ELENA",12,2
"295","24","SANTA ELENA",8,2
"296","24","SANTA ELENA",25,3
"297","24","SANTA ELENA",9,3
"298","24","SANTA ELENA",48,2
"299","24","SANTA ELENA",26,2
"300","24","SANTA ELENA",13,2
"301","24","SANTA ELENA",6,3
"302","24","SANTA ELENA",15,5
"303","24","SANTA ELENA",43,2
"304","24","LA LIBERTAD",26,2
"305","24","LA LIBERTAD",24,2
"306","24","LA LIBERTAD",21,3
"307","24","LA LIBERTAD",9,2
"308","24","LA LIBERTAD",20,2
"309","24","LA LIBERTAD",19,3
"310","24","SALINAS",22,4
"311","24","SALINAS",25,4
"312","3","AZOGUES",8,1
"313","3","LA TRONCAL",10,3
"314","3","LA TRONCAL",21,2
"315","3","LA TRONCAL",6,3
"316","3","LA TRONCAL",22,7
"317","3","LA TRONCAL",7,2
"318","3","LA TRONCAL",30,2
"319","3","LA TRONCAL",4,2
"320","3","LA TRONCAL",27,3
"321","3","LA TRONCAL",8,4
"322","3","LA TRONCAL",28,2
"323","3","LA TRONCAL",20,2
"324","3","LA TRONCAL",29,3
"325","3","LA TRONCAL",9,6
"326","3","LA TRONCAL",12,2
"327","3","LA TRONCAL",31,4
"328","3","LA TRONCAL",13,3
"329","3","LA TRONCAL",19,2
"330","3","LA TRONCAL",3,2
"331","5","LATACUNGA",9,1
"332","5","LA MANA",9,3
"333","5","LA MANA",6,3
"334","5","LA MANA",11,4
"335","5","LA MANA",10,3
"336","5","LA MANA",4,2
"337","5","LA MANA",5,2
"338","7","MACHALA",31,4
"339","7","MACHALA",41,4
"340","7","MACHALA",21,7
"341","7","MACHALA",18,8
"342","7","MACHALA",27,3
"343","7","MACHALA",16,7
"344","7","MACHALA",29,7
"345","7","MACHALA",32,3
"346","7","MACHALA",25,4
"347","7","MACHALA",43,3
"348","7","MACHALA",15,5
"349","7","MACHALA",14,7
"350","7","MACHALA",22,5
"351","7","MACHALA",5,2
"352","7","MACHALA",20,11
"353","7","MACHALA",48,2
"354","7","MACHALA",1,2
"355","7","MACHALA",10,4
"356","7","MACHALA",19,8
"357","7","MACHALA",23,6
"358","7","MACHALA",40,2
"359","7","MACHALA",26,6
"360","7","MACHALA",13,5
"361","7","MACHALA",30,3
"362","7","MACHALA",12,4
"363","7","MACHALA",11,3
"364","7","MACHALA",39,3
"365","7","MACHALA",52,2
"366","7","MACHALA",17,4
"367","7","MACHALA",35,3
"368","7","MACHALA",36,2
"369","7","MACHALA",4,2
"370","7","MACHALA",45,2
"371","7","MACHALA",38,2
"372","7","ARENILLAS",16,2
"373","7","ARENILLAS",46,2
"374","7","EL GUABO",14,2
"375","7","EL GUABO",12,4
"376","7","EL GUABO",4,2
"377","7","HUAQUILLAS",13,2
"378","7","PASAJE",12,5
"379","7","PASAJE",11,7
"380","7","PASAJE",10,4
"381","7","PASAJE",13,3
"382","7","PASAJE",17,2
"383","7","PASAJE",7,3
"384","7","PASAJE",15,4
"385","7","PASAJE",19,2
"386","7","PASAJE",20,2
"387","7","PASAJE",5,4
"388","7","PASAJE",2,2
"389","7","PIÑAS",16,3
"390","7","PIÑAS",18,2
"391","7","SANTA ROSA",14,7
"392","7","SANTA ROSA",21,10
"393","7","SANTA ROSA",12,2
"394","7","SANTA ROSA",16,4
"395","7","SANTA ROSA",25,5
"396","7","SANTA ROSA",29,4
"397","7","SANTA ROSA",27,3
"398","7","SANTA ROSA",22,5
"399","7","SANTA ROSA",28,2
"400","7","SANTA ROSA",17,4
"401","7","SANTA ROSA",20,9
"402","7","SANTA ROSA",18,5
"403","7","SANTA ROSA",34,5
"404","7","SANTA ROSA",23,3
"405","7","SANTA ROSA",19,2
"406","7","SANTA ROSA",24,2
"407","7","SANTA ROSA",13,4
"408","7","SANTA ROSA",15,2
"409","7","ZARUMA",10,2
"410","7","ZARUMA",12,2
"411","7","ZARUMA",18,2
"412","8","ESMERALDAS",18,2
"413","8","ESMERALDAS",3,3
"414","8","ESMERALDAS",4,2
"415","8","ESMERALDAS",51,2
"416","8","ESMERALDAS",23,2
"417","8","ESMERALDAS",17,2
"418","8","ESMERALDAS",16,2
"419","8","ESMERALDAS",29,2
"420","8","ESMERALDAS",20,2
"421","8","ESMERALDAS",34,2
"422","8","QUININDE",31,9
"423","8","QUININDE",15,2
"424","8","QUININDE",35,5
"425","8","QUININDE",2,2
"426","8","QUININDE",33,2
"427","8","QUININDE",39,3
"428","8","QUININDE",24,2
"429","8","QUININDE",37,3
"430","8","QUININDE",34,2
"431","8","QUININDE",30,5
"432","8","QUININDE",22,3
"433","8","QUININDE",27,2
"434","8","QUININDE",19,2
"435","8","QUININDE",20,4
"436","8","QUININDE",36,3
"437","8","QUININDE",45,3
"438","8","QUININDE",21,2
"439","8","ATACAMES",28,2
"440","9","GUAYAQUIL",10,9
"441","9","GUAYAQUIL",36,4
"442","9","GUAYAQUIL",3,6
"443","9","GUAYAQUIL",13,10
"444","9","GUAYAQUIL",12,11
"445","9","GUAYAQUIL",8,5
"446","9","GUAYAQUIL",21,13
"447","9","GUAYAQUIL",6,7
"448","9","GUAYAQUIL",20,10
"449","9","GUAYAQUIL",26,5
"450","9","GUAYAQUIL",28,5
"451","9","GUAYAQUIL",11,10
"452","9","GUAYAQUIL",34,3
"453","9","GUAYAQUIL",19,11
"454","9","GUAYAQUIL",15,16
"455","9","GUAYAQUIL",24,3
"456","9","GUAYAQUIL",2,6
"457","9","GUAYAQUIL",17,9
"458","9","GUAYAQUIL",7,8
"459","9","GUAYAQUIL",5,9
"460","9","GUAYAQUIL",29,6
"461","9","GUAYAQUIL",4,6
"462","9","GUAYAQUIL",22,5
"463","9","GUAYAQUIL",30,4
"464","9","GUAYAQUIL",9,6
"465","9","GUAYAQUIL",1,5
"466","9","GUAYAQUIL",31,2
"467","9","GUAYAQUIL",18,8
"468","9","GUAYAQUIL",23,5
"469","9","GUAYAQUIL",14,6
"470","9","GUAYAQUIL",16,7
"471","9","GUAYAQUIL",52,2
"472","9","GUAYAQUIL",50,2
"473","9","GUAYAQUIL",27,2
"474","9","GUAYAQUIL",25,2
"475","9","EMPALME",7,3
"476","9","EMPALME",3,11
"477","9","EMPALME",6,7
"478","9","EMPALME",16,4
"479","9","EMPALME",9,6
"480","9","EMPALME",12,4
"481","9","EMPALME",17,4
"482","9","EMPALME",4,10
"483","9","EMPALME",8,12
"484","9","EMPALME",5,7
"485","9","EMPALME",22,2
"486","9","EMPALME",14,5
"487","9","EMPALME",2,2
"488","9","EMPALME",26,2
"489","9","EMPALME",36,2
"490","9","EMPALME",10,5
"491","9","EMPALME",13,6
"492","9","EMPALME",25,3
"493","9","EMPALME",15,2
"494","9","EMPALME",38,2
"495","9","EL TRIUNFO",15,2
"496","9","MILAGRO",25,2
"497","9","MILAGRO",30,2
"498","9","MILAGRO",12,5
"499","9","MILAGRO",14,12
"500","9","MILAGRO",10,7
"501","9","MILAGRO",19,10
"502","9","MILAGRO",13,3
"503","9","MILAGRO",11,4
"504","9","MILAGRO",27,2
"505","9","MILAGRO",48,2
"506","9","MILAGRO",22,2
"507","9","MILAGRO",33,2
"508","9","MILAGRO",9,2
"509","9","MILAGRO",17,4
"510","9","MILAGRO",15,5
"511","9","MILAGRO",20,2
"512","9","MILAGRO",47,2
"513","9","MILAGRO",44,2
"514","9","MILAGRO",16,3
"515","9","MILAGRO",23,4
"516","9","MILAGRO",31,2
"517","9","MILAGRO",24,2
"518","9","MILAGRO",35,2
"519","9","NARANJAL",17,4
"520","9","NARANJAL",13,3
"521","9","NARANJAL",18,2
"522","9","NARANJAL",21,2
"523","9","NARANJAL",12,3
"524","9","NARANJAL",19,2
"525","9","NARANJITO",20,2
"526","9","NARANJITO",9,4
"527","9","NARANJITO",10,5
"528","9","NARANJITO",2,2
"529","9","NARANJITO",18,2
"530","9","NARANJITO",3,3
"531","9","NARANJITO",13,2
"532","9","NARANJITO",11,2
"533","9","NARANJITO",25,2
"534","9","NARANJITO",5,4
"535","9","NARANJITO",6,2
"536","9","NARANJITO",22,2
"537","9","SAMBORONDON",17,1
"538","9","SAN JACINTO DE YAGUACHI",15,4
"539","9","SAN JACINTO DE YAGUACHI",14,2
"540","9","SAN JACINTO DE YAGUACHI",20,2
"541","9","SAN JACINTO DE YAGUACHI",18,3
"542","9","SAN JACINTO DE YAGUACHI",8,2
"543","9","SAN JACINTO DE YAGUACHI",23,5
"544","9","SAN JACINTO DE YAGUACHI",19,3
"545","9","SAN JACINTO DE YAGUACHI",6,4
"546","9","SAN JACINTO DE YAGUACHI",13,2
"547","9","SAN JACINTO DE YAGUACHI",3,2
"548","9","PLAYAS",9,1
"549","9","CRNEL. MARCELINO MARIDUEÑA",12,1
"550","10","IBARRA",48,1
"551","10","IBARRA",23,1
"552","1","CUENCA",24,1
"553","1","CUENCA",15,1
"554","11","LOJA",14,1
"555","11","LOJA",24,1
"556","11","LOJA",35,1
"557","11","LOJA",20,1
"558","11","LOJA",25,1
"559","11","LOJA",19,1
"560","11","LOJA",52,1
"561","11","MACARA",30,1
"562","11","MACARA",24,1
"563","11","MACARA",22,1
"564","11","MACARA",32,1
"565","11","MACARA",28,1
"566","11","MACARA",29,1
"567","11","MACARA",21,1
"568","11","PALTAS",30,1
"569","11","PALTAS",31,1
"570","11","PALTAS",20,1
"571","11","PALTAS",21,1
"572","11","PALTAS",22,1
"573","11","PALTAS",24,1
"574","11","PUYANGO",20,1
"575","11","PUYANGO",22,1
"576","11","PUYANGO",52,1
"577","12","BABAHOYO",33,1
"578","12","BABAHOYO",44,1
"579","12","BABAHOYO",28,1
"580","12","BABAHOYO",2,1
"581","12","BABAHOYO",21,1
"582","12","BABAHOYO",37,1
"583","12","BABAHOYO",5,1
"584","12","BABAHOYO",16,1
"585","12","BABAHOYO",20,1
"586","12","BABAHOYO",45,1
"587","12","BABAHOYO",13,1
"588","12","QUEVEDO",21,1
"589","12","QUEVEDO",38,1
"590","12","QUEVEDO",48,1
"591","12","QUEVEDO",36,1
"592","12","QUEVEDO",4,1
"593","12","QUEVEDO",49,1
"594","12","QUEVEDO",41,1
"595","12","QUEVEDO",3,1
"596","12","QUEVEDO",45,1
"597","12","QUEVEDO",20,1
"598","12","VENTANAS",15,1
"599","12","VENTANAS",39,1
"600","12","VENTANAS",27,1
"601","12","VENTANAS",48,1
"602","12","VENTANAS",14,1
"603","12","VENTANAS",24,1
"604","12","VENTANAS",5,1
"605","12","VENTANAS",26,1
"606","12","VENTANAS",4,1
"607","12","VINCES",12,1
"608","12","VINCES",46,1
"609","12","VINCES",36,1
"610","12","VINCES",13,1
"611","12","VINCES",17,1
"612","12","BUENA FE",36,1
"613","12","BUENA FE",41,1
"614","12","BUENA FE",23,1
"615","12","BUENA FE",38,1
"616","12","BUENA FE",26,1
"617","12","BUENA FE",17,1
"618","12","BUENA FE",16,1
"619","12","BUENA FE",28,1
"620","12","BUENA FE",18,1
"621","12","BUENA FE",44,1
"622","12","BUENA FE",4,1
"623","12","BUENA FE",35,1
"624","12","BUENA FE",14,1
"625","12","BUENA FE",19,1
"626","12","QUINSALOMA",14,1
"627","12","QUINSALOMA",27,1
"628","12","QUINSALOMA",12,1
"629","12","QUINSALOMA",50,1
"630","12","QUINSALOMA",5,1
"631","12","QUINSALOMA",19,1
"632","12","QUINSALOMA",10,1
"633","12","QUINSALOMA",22,1
"634","12","QUINSALOMA",8,1
"635","12","QUINSALOMA",41,1
"636","12","QUINSALOMA",11,1
"637","12","QUINSALOMA",6,1
"638","13","PORTOVIEJO",28,1
"639","13","PORTOVIEJO",11,1
"640","13","PORTOVIEJO",5,1
"641","13","PORTOVIEJO",32,1
"642","13","PORTOVIEJO",37,1
"643","13","PORTOVIEJO",33,1
"644","13","PORTOVIEJO",35,1
"645","13","PORTOVIEJO",52,1
"646","13","PORTOVIEJO",26,1
"647","13","PORTOVIEJO",7,1
"648","13","BOLIVAR",18,1
"649","13","BOLIVAR",17,1
"650","13","BOLIVAR",2,1
"651","13","BOLIVAR",4,1
"652","13","BOLIVAR",16,1
"653","13","BOLIVAR",7,1
"654","13","BOLIVAR",15,1
"655","13","BOLIVAR",43,1
"656","13","BOLIVAR",33,1
"657","13","BOLIVAR",9,1
"658","13","CHONE",2,1
"659","13","CHONE",1,1
"660","13","CHONE",4,1
"661","13","CHONE",20,1
"662","13","CHONE",45,1
"663","13","CHONE",39,1
"664","13","CHONE",33,1
"665","13","CHONE",24,1
"666","13","CHONE",30,1
"667","13","CHONE",23,1
"668","13","CHONE",31,1
"669","13","CHONE",3,1
"670","13","CHONE",22,1
"671","13","CHONE",6,1
"672","13","CHONE",42,1
"673","13","CHONE",13,1
"674","13","CHONE",32,1
"675","13","CHONE",48,1
"676","13","CHONE",38,1
"677","13","CHONE",41,1
"678","13","CHONE",26,1
"679","13","CHONE",25,1
"680","13","CHONE",46,1
"681","13","EL CARMEN",26,1
"682","13","EL CARMEN",48,1
"683","13","EL CARMEN",20,1
"684","13","EL CARMEN",43,1
"685","13","EL CARMEN",21,1
"686","13","EL CARMEN",12,1
"687","13","EL CARMEN",25,1
"688","13","EL CARMEN",16,1
"689","13","FLAVIO ALFARO",23,1
"690","13","FLAVIO ALFARO",16,1
"691","13","FLAVIO ALFARO",2,1
"692","13","FLAVIO ALFARO",19,1
"693","13","FLAVIO ALFARO",17,1
"694","13","FLAVIO ALFARO",31,1
"695","13","FLAVIO ALFARO",7,1
"696","13","FLAVIO ALFARO",10,1
"697","13","JIPIJAPA",38,1
"698","13","JIPIJAPA",17,1
"699","13","JIPIJAPA",46,1
"700","13","JIPIJAPA",45,1
"701","13","JIPIJAPA",37,1
"702","13","JIPIJAPA",10,1
"703","13","JIPIJAPA",25,1
"704","13","JIPIJAPA",11,1
"705","13","JIPIJAPA",23,1
"706","13","JIPIJAPA",22,1
"707","13","JIPIJAPA",13,1
"708","13","JIPIJAPA",5,1
"709","13","JIPIJAPA",7,1
"710","13","JIPIJAPA",6,1
"711","13","JIPIJAPA",39,1
"712","13","JIPIJAPA",27,1
"713","13","MANTA",3,1
"714","13","MANTA",5,1
"715","13","MANTA",1,1
"716","13","MANTA",16,1
"717","13","MANTA",23,1
"718","13","MANTA",36,1
"719","13","MANTA",17,1
"720","13","MANTA",2,1
"721","13","MANTA",4,1
"722","13","MANTA",18,1
"723","13","MANTA",19,1
"724","13","MANTA",30,1
"725","13","PAJAN",8,1
"726","13","PAJAN",6,1
"727","13","PAJAN",9,1
"728","13","PAJAN",10,1
"729","13","PICHINCHA",8,1
"730","13","PICHINCHA",7,1
"731","13","PICHINCHA",10,1
"732","13","ROCAFUERTE",11,1
"733","13","ROCAFUERTE",24,1
"734","13","ROCAFUERTE",18,1
"735","13","ROCAFUERTE",16,1
"736","13","ROCAFUERTE",7,1
"737","13","ROCAFUERTE",13,1
"738","13","ROCAFUERTE",38,1
"739","13","ROCAFUERTE",12,1
"740","13","ROCAFUERTE",8,1
"741","13","ROCAFUERTE",9,1
"742","13","ROCAFUERTE",28,1
"743","13","ROCAFUERTE",22,1
"744","13","ROCAFUERTE",37,1
"745","13","SUCRE",17,1
"746","13","SUCRE",41,1
"747","13","SUCRE",28,1
"748","13","SUCRE",11,1
"749","13","SUCRE",12,1
"750","13","SUCRE",26,1
"751","13","SUCRE",7,1
"752","13","SUCRE",8,1
"753","14","MORONA",24,1
"754","14","MORONA",29,1
"755","14","MORONA",4,1
"756","14","GUALAQUIZA",27,1
"757","14","GUALAQUIZA",19,1
"758","14","GUALAQUIZA",25,1
"759","15","TENA",30,1
"760","15","TENA",36,1
"761","15","TENA",29,1
"762","15","TENA",6,1
"763","15","TENA",19,1
"764","15","TENA",10,1
"765","15","TENA",1,1
"766","15","ARCHIDONA",44,1
"767","15","ARCHIDONA",20,1
"768","15","EL CHACO",10,1
"769","15","EL CHACO",23,1
"770","15","EL CHACO",14,1
"771","15","EL CHACO",16,1
"772","15","EL CHACO",5,1
"773","16","PASTAZA",37,1
"774","16","PASTAZA",6,1
"775","16","PASTAZA",13,1
"776","16","PASTAZA",26,1
"777","16","PASTAZA",3,1
"778","17","QUITO",47,1
"779","17","QUITO",10,1
"780","17","QUITO",48,1
"781","17","QUITO",42,1
"782","17","QUITO",46,1
"783","17","QUITO",32,1
"784","17","QUITO",40,1
"785","17","QUITO",16,1
"786","17","QUITO",17,1
"787","17","QUITO",1,1
"788","17","QUITO",15,1
"789","17","QUITO",6,1
"790","17","QUITO",35,1
"791","17","QUITO",8,1
"792","17","QUITO",22,1
"793","17","QUITO",41,1
"794","17","QUITO",13,1
"795","17","QUITO",30,1
"796","17","QUITO",12,1
"797","17","PEDRO VICENTE MALDONADO",8,1
"798","17","PEDRO VICENTE MALDONADO",21,1
"799","17","PEDRO VICENTE MALDONADO",25,1
"800","17","PEDRO VICENTE MALDONADO",19,1
"801","17","PEDRO VICENTE MALDONADO",6,1
"802","17","PEDRO VICENTE MALDONADO",16,1
"803","17","PEDRO VICENTE MALDONADO",32,1
"804","17","PEDRO VICENTE MALDONADO",1,1
"805","17","PEDRO VICENTE MALDONADO",30,1
"806","17","PEDRO VICENTE MALDONADO",33,1
"807","18","AMBATO",13,1
"808","18","AMBATO",30,1
"809","18","AMBATO",14,1
"810","18","SAN PEDRO DE PELILEO",16,1
"811","18","SAN PEDRO DE PELILEO",3,1
"812","19","ZAMORA",34,1
"813","19","ZAMORA",11,1
"814","19","ZAMORA",4,1
"815","19","ZAMORA",2,1
"816","2","GUARANDA",20,1
"817","2","GUARANDA",14,1
"818","2","CHILLANES",4,1
"819","2","CHILLANES",5,1
"820","21","LAGO AGRIO",45,1
"821","21","LAGO AGRIO",16,1
"822","21","LAGO AGRIO",24,1
"823","21","LAGO AGRIO",44,1
"824","21","LAGO AGRIO",19,1
